tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Xem Tướng Biết Người,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095608065.jpg,PHONG THỦY - KINH DỊCH,Thiệu Vĩ Hoa,"
Cuốn sách nhằm cung cấp cho bạn đọc một tài liệu về Nhân tướng học với tính ứng dụng cao nhất, có khả năng phổ biến rộng rãi nhất cũng như có tính nghiên cứu đầy đủ nhất.Tổng hợp những đặc trưng Nhân tướng học trong các cuốn sách cổ, kết hợp với một lượng lớn tranh ảnh, hình vẽ minh họa sinh động với cách thiết kế và trình bày sáng sủa, khoa học nhất, giúp bạn đọc thuận tiện hơn trong việc kết hợp giữa lý luận và hình minh họa, làm tăng tính trực quan sinh động cũng như tính ứng dụng của cuốn sách.
Cuốn sách sử dụng văn phong giản dị, rõ ràng, khúc chiết nhưng vẫn rất dễ hiểu và gần gũi giúp bạn đọc có thêm hứng thú khi tìm hiểu về lĩnh vực tuy quen thuộc nhưng cũng đầy mới mẻ này. 
",100.000 đ,,NXB Thời Đại,2010,24 x 16 cm,Bìa Mềm,494.0,
Nghĩ Từ Trái Tim (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_32904.jpg,PHONG THỦY - KINH DỊCH,BS Đỗ Hồng Ngọc,"
Con người không chỉ có cái đau, con người còn có cái khổ nữa! Người thầy thuốc chữa được cái đau mà không chữa được cái khổ. Trong cuộc sống đầy những bất trắc, lo âu và căng thẳng như hiện nay, nỗi khổ lại càng chồng chất.... 
",50.000 đ,,NXB Tổng Hợp TPHCM,2020,17 x 17 cm,Bìa Mềm,176.0,
Kinh Dịch Trọn Bộ (Ngô Tất Tố Dịch Và Chú Giải) - Bìa Cứng,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244718_1_1464.jpg,PHONG THỦY - KINH DỊCH,Ngô Tất Tố,"
Khổng Tử đã từng nói: “Nếu cho tôi sống thêm vài năm nữa, thì cho dù 50 tuổi học Kinh Dịch cũng không phải là sai lầm”.
Có thể nói, Kinh Dịch là một trước tác kinh điển lâu đời nhất, kết tinh trí tuệ của văn hóa Trung Hoa cổ đại. Kinh Dịch phát hiện tính quy luật và phương pháp nhận thức, dự đoán, xử lý sự vật, và với ý nghí nghĩa phương pháp luận này, nó có ảnh hưởng quan trọng đối với nhiều lĩnh vực như triết học, khoa học xã hội, văn hóa nghệ thuật… của Trung Quốc từ xưa đến nay.

Trong Kinh Dịch có 384 hào, có nghĩa là có 384 lời khuyên hữu ích.
Lật mở từng trang sách, bạn sẽ có cảm giác nhẹ nhàng, khoan khoái, bạn hẳn sẽ không nghĩ rằng quản lý trong học thuật truyền thống lại được viết ra gần gũi, dễ hiểu đến thế. Ở đó, bạn không hề thấy bất kỳ hơi thở nào mang âm hưởng nghiên cứu Nho giáo, càng không hề thấy chỗ nào khó hiểu cả. Đáng quý hơn là, bạn sẽ thấy mỗi một điểm trong cuốn sách này đều liên quan mật thiết đến công việc của bản thân mình. Mỗi một quan điểm, mỗi một kiến giải trong đó đều giúp chúng ta thoát ra khỏi khó khăn và cản trở để trưởng thành trong công việc. 
",195.000 đ,,NXB Văn Học,2021,24 x 16 cm,Bìa Cứng,720.0,
Khổng Tử Với Luận Ngữ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_29482.jpg,PHONG THỦY - KINH DỊCH,"Dương Thu Ái, Nguyễn Kim Hanh","
		    Khổng Tử Với Luận Ngữ		    
",114.000 đ,,NXB Văn Học,2019,13 x 20.5 cm,Bìa Mềm,471.0,
Chỉ Cần 10 Phút Để Sắp Xếp Nhà Cửa Ngăn Nắp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_64000.jpg,PHONG THỦY - KINH DỊCH,Thu Trang,"
		    Chỉ Cần 10 Phút Để Sắp Xếp Nhà Cửa Ngăn Nắp
Bạn đừng dành cả một ngày hay một buổi để dọn dẹp toàn bộ ngôi nhà. Đây chắc chắn không phải là con đường để xây dựng nên lối sống ngăn nắp, gọn gàng. Hãy bắt đầu dần dần, từng chút một.
Điều cuối cùng trước khi chúng ta bắt tay vào mẹo vặt đầu tiên, đó là sống ngăn nắp, có tổ chức luôn là điều tốt cho sự thành công của bạn, vì khi đó mọi thứ đều được nằm trong tầm kiểm soát. Hãy nhớ, mọi thứ luôn ở đúng vị trí của nó, chỉ có điều bạn có tìm thấy hay không.
Hãy đọc cuốn sách này để chỉ cần 10 phút, bạn cũng có thể sắp xếp nhà cửa ngăn nắp!		    
",28.000 đ,,NXB Phụ Nữ,05-2012,20.5 x 18,Bìa Mềm,80.0,
Lịch Vạn Niên 1932 - 2050 (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935236421751.jpg,PHONG THỦY - KINH DỊCH,Tăng Cường Ngô,"
Sách được trình bày rất dễ tra cứu và chính xác. Bạn có thể tra cứu từ ngày dương lịch sang âm lịch và ngược lại...
Số phận con người cũng như đời sống nhân loại còn nhiều bí ẩn, vẫn là thách thức không dễ gì vượt qua. Trong giới hạn đó, có thể xem thuật giải đoán đời người qua 12 con giáp như là một phương thức tiếp cận “tiền khoa học” của người xưa, từ đó hiểu rõ thêm ý nghĩa văn hóa dân gian của việc gọi tên thời gian theo biểu tượng 12 con giáp.
Phần I: Biểu lịch từ 1932 – 1950 Lịch âm dương Trung Quốc
Phần II: Dự đoán đời người và 12 con giáp
Với mỗi tuổi (tương ứng với con giáp), ta sẽ biết được tài năng, sự nghiệp, tính cách, tài vận và hôn nhân, phúc lộc theo tháng sinh, theo các năm, vận mệnh của năm loại tuổi (tý, sửu, dần, mão...) 
",190.000 đ,,NXB Dân Trí,2021,27 x 19 cm,Bìa Mềm,612.0,
Tăng San Bốc Dịch (2018),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_189166.jpg,PHONG THỦY - KINH DỊCH,"Lý Văn Huy, Lý Ngã Bình","
 Tăng san bốc dịch - Dã Hạc Lão Nhân
Tăng San Bốc Dịch có ảnh hưởng mạnh mẽ nhất vào cuối đời Thanh, tác phẩm này lấy ""Hoàng Kim Sách"" làm bản nền, tham khảo các sách cùng thể loại khác, đối chiếu với những chiêm nghiêm thực tế của Dã Hạc lão nhân trong hơn bốn mươi năm để tiến hành tăng (thêm) , san (bớt) mà thành. Đặc trưng của cuốn sách là phân loại tường tận, chi tiết, kèm theo rất nhiều tượng quẻ cụ thể làm ví dụ, giúp người học dễ hiểu, dễ nắm bắt, dễ vận dụng, rất bổ ích cho người mới học, tự học.
Bản ""Tăng san bốc dịch"" dùng chú giải là bản in gốc (thạch bản) năm Khang Hy thứ 29 (Năm 1690), có tham khảo, đối chiếu với nhiều bản ""tăng san bốc dịch"" khác , nhằm hạn chế. khắc phục tối đa các sai sót về mặt văn bản.
""Tăng san bốc dịch"" mang tính thực dụng cao, không câu nệ theo lối cũ, không phóng đại quá mức tác dụng của chiêm bốc, không dùng từ ngữ sáo rỗng hay lối trình bày lập lờ không rõ ràng, tránh được rất nhiều điểm tiêu cực của thể loại sách bốc dịch.
Đây là bản mới nhất, đầy đủ nhất, gồm 136 chương. 
",359.000 đ,,NXB Hồng Đức,2018,19 x 27,Bìa Cứng,450.0,
Ứng Dụng 64 Quẻ Kinh Dịch Trong Kinh Doanh (Bìa Cứng),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_226950.jpg,PHONG THỦY - KINH DỊCH,Trương Kiến Trí,"
Ứng Dụng 64 Quẻ Kinh Dịch Trong Kinh Doanh Kinh Dịch là bộ Thiên Thư đã viết cách đây mấy ngàn năm, tích lũy những trí tuệ thâm viễn không chỗ nào không chiếu sáng. Bất luận là văn tự hay nghĩa lý của tượng, quái, hào, đều căn cứ vào đạo lý tự nhiên của sự vật. Người đời sau có thể dựa vào đó để khai triển tư duy, vừa dự trắc tìm hiểu tương lai. Quy luật vận hành của thương trường và hoạt động kinh doanh không lẽ không vận hành theo đạo lý tự nhiên của sự vật đó hay sao? Khi bạn mở cuốn Kinh Dịch ứng dụng trong kinh doanh này, từ câu Tự cường bất tức của quẻ thứ nhất, tức quẻ Kiền, bạn tiếp tục đọc và nghiền ngẫm, cho đến khi đọc xong cuốn sách, biết đâu cuốn sách này có thể giúp bạn giải toả được vài đám mây đen bao phủ trên đường kinh doanh của bạn, hoặc tiêu trừ sự mệt mỏi, tăng lòng tự tin của bạn và gợi một chút ánh sáng nào đó cho bạn... 
",199.000 đ,,NXB Thanh Hóa,2018,24 x 16 x 2 cm,Bìa Cứng,227.0,
Dụng Thần Bát Tự Trong Ngũ Hành Số Mệnh Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_189843.jpg,PHONG THỦY - KINH DỊCH,Lý Cư Minh,"
Không ít người khi tìm hiểu về “số mệnh học” (Bát Tự) lúc đầu cảm thấy thật đơn giản, dễ hiểu. Nhưng thực ra khi nghiên cứu sâu sẽ thấy nó phức tạp, phải dụng công, trì chí để có thể nắm bắt đầy đủ những yếu tố chủ yếu nhằm luận giải từng mệnh số vừa chính xác, vừa thuyết phục.
Nghiên cứu về số mệnh học, khó nhất là thuật Dụng Thần. Điểm sâu sắc trong nghệ thuật nắm bắt Dụng Thần của Ngũ hành chính là sự biến hóa vô lường, cho nên dù có đọc qua một số tài liệu tham khảo  chuyên ngành về phương pháp này nhưng nhiều người vẫn chưa nắm bắt được điểm mấu chốt vì không dựa theo hệ thống chuyên luận mà tác giả sẽ trình bày đầy đủ bằng cách chia hệ thống này thành 5 thành phần “Mạng Mộc, Mạng Hỏa, Mạng Thổ, Mạng Kim, Mạng Thủy” nhằm giải thích một cách cặn kẽ và đơn giản từng Nhật Nguyên (tức 10 Nhật can phối hợp với 12 Nguyệt Lệnh địa chi).
Đặc điểm của sách là, thông qua cách học lý luận kết hợp với những dữ liệu được cung cấp cụ thể, bạn đọc sẽ dễ lĩnh hội thông suốt cách nắm bắt và vận dụng, từ từ theo thời gian, những điểm mấu chốt trong môn học này.
  
",165.000 đ,,NXB Hồng Đức,2019,13.5 x 21,Bìa Mềm,488.0,
Kinh Dịch Ngô Tất Tố - Dịch Và Chú Giải,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_10156.jpg,PHONG THỦY - KINH DỊCH,"Cao Đắc Điểm, Ngô Thị Thanh Lịch","
Trong Kinh Dịch các yếu tố duy vật, tiến bộ của học thuyết Mặc Địch, các triết lý nhân sinh trong Kinh Dịch được Ngô Tất Tố trình bày một cách khách quan khoa học. Ông cho rằng, đây là một cuốn sách lạ trong văn học giới của nhân loại, là bộ sách cổ triết học phương Đông. Nhưng Kinh Dịch không như Kinh Thi, Kinh Thư, nó là thứ sách nói hết sự lý vô cùng , vô tận của thiên hạ đời sau, chỉ một hai chữ đã là một cái đạo lý
TriVietBooks giới thiệu, phát hành  Kinh Dịch của Ngô Tất Tố, nhằm cung cấp một cuốn sách khảo sát giúp bạn đọc hiểu thêm về văn học cổ Trung Hoa từ thời Phục Hy tới Xuân Thu, Hán, Đường cũng đồng thời giúp các nhà nghiên cứu Hán nho, bộ sách cổ xưa ẩn khuất bao niềm triết lý về tu, tề, trị, bình và cách xem như hình tượng, chiêm đoán để tham khảo, ngẫm suy lẽ hay.
Lật mở từng trang sách Kinh dịch, bạn sẽ có cảm giác nhẹ nhàng, khoan khoái, bạn hẳn sẽ không nghĩ rằng quản lý trong học thuật truyền thống lại được viết ra gần gũi, dễ hiểu đến thế. Ở đó, bạn không hề thấy bất kỳ hơi thở nào mang âm hưởng nghiên cứu Nho giáo, càng không hề thấy chỗ nào khó hiểu cả. Đáng quý hơn là, bạn sẽ thấy mỗi một điểm trong cuốn sách này đều liên quan mật thiết đến công việc của bản thân mình. Mỗi một quan điểm, mỗi một kiến giải trong đó đều giúp chúng ta thoát ra khỏi khó khăn và cản trở để trưởng thành trong công việc. 
",220.000 đ,,NXB Văn Học,2019,16 x 24 cm,Bìa Mềm,766.0,
Thái Ất Thần Kinh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230108.jpg,PHONG THỦY - KINH DỊCH,Trạng Trình Nguyễn Bỉnh Khiêm,"
Thái Ất Thần Kinh
Đức Trạng Trình Nguyễn Bỉnh Khiêm là nhà thơ, nhà triết lý, nhà văn hoá vĩ đại. Ông được xếp vào một trong số ba vị Thánh Tiên Tri nổi tiếng của nhân loại.
Thái Ất Thần Kinh là tác phẩm kỳ thư huyền bí của ông. Người xưa gọi đây là: ""Thiên Thư"" (Sách Trời) và lưu giữ cẩn thận trong các gia đình thế gia quyền quý. Đúng là: ""Đồ thư một quyển nhà làm của.""
Thái Ất Thần Kinh là một công trình nghiên cứu công phu vĩ đại. Nó tổng hợp sức mạnh chuẩn xác của triết học toán rút ra từ những luồng vũ trụ, là nguồn tri thức hữu thể để hiện thực mệnh sống của con người với môi trường cảm ứng giữa người và trời đất cùng vạn vật.
Đây là một kiệt tác siêu toán học cung cấp những tri thức để tìm hiểu về vũ trụ cùng vạn vật và con người, có luồng thông lưu với nhau trong định luật cảm ứng, giúp chúng ta giải đoán hiểu biết thời thế về biến đổi không ngừng của thời cuộc xảy ra trên trái đất và sự  thịnh suy, được mất, bại thành của từng cá nhân theo quy luật tự nhiên của vũ trụ trong cõi nhân gian . . . 
",396.000 đ,,NXB Hồng Đức,2020,24 x 17 cm,Bìa Mềm,700.0,
Kinh Dịch Đạo Của Người Quân Tử,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935246919361.jpg,PHONG THỦY - KINH DỊCH,Nguyễn Hiến Lê,"
Khắp thế giới có lẽ không có bộ sách nào kỳ dị như bộ Kinh Dịch.
Nó là một trong ba bộ kinh cổ nhất của Trung hoa, sau Kinh Thi và Kinh Thư, nhưng nguồn gốc của nó - tức bát quái - thì có thể sớm hơn vào cuối đời Ân, 1.200 năm trước Tây lịch.
Nó không do một người viết mà do nhiều người góp sức trong một ngàn năm, từ Văn Vương nhà Chu mãi đến đầu đời Tây Hán nó mới có hình thức gần như hình thức ngày nay chúng ta được biết từ Tây Hán đến nay, trên 2.000 năm nữa, thời nào cũng có người tìm hiểu nó thêm, đem ý riêng của mình và tư tưởng của thời đại giọi vào nó, khiến cho ý nghĩa và công dụng của nó mỗi ngày một nhiều và một xa nguồn gốc.
Do đó, không thể gọi nó là tác phẩm của một nhà nào cả, không phải của Khổng gia cũng không phải của Lão gia, và Vũ Đồng, tác giả bộ Trung Quốc triết học đại cương (Thương vụ ấn thư quán) gọi nó là tác phẩm chung của một phái, phái Dịch học, mà những người trong phái này gồm nhiều triết gia xu hướng khác nhau.
Mới đầu nó chỉ là sách bói, tới cuối đời Chu thành một sách triết lý tổng hợp những tư tưởng về vũ trụ quan, nhân sinh quan của dân tộc Trung Hoa thời Tiên Tần; qua đời Hán nó bắt đầu có màu sắc tượng số học, muốn giải thích vũ trụ bằng biểu tượng và số mục, tới đời Ngũ Đại nó được dùng trong môn lý số đời Tống nó thành lý học; ngày nay một số nhà bác học phương Tây như c. G Jung tâm lý gia nổi danh của Đức và Raymond de Becker (Pháp) muốn dùng nó để phân tích tiềm thức con người, coi nó là một phương pháp phân tâm học. 
",204.000 đ,,NXB Hồng Đức,2018,24 x 16 x 0.5 cm,Bìa Mềm,520.0,
Phong Thủy Nhập Môn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_28717.jpg,PHONG THỦY - KINH DỊCH,Lý Cư Minh,"
Phong Thủy Nhập Môn
Phong thủy có vai trò rất to lớn, tuy nhiên nó chỉ hỗ trợ, có tác dụng cải tiến, chứ không thể làm thay đổi hoàn toàn mệnh vận của một người. Phong thủy tốt sẽ giúp giảm thiểu được tai họa khi gặp vận xấu, giúp gia tăng sự thành công và may mắn khi vào vận tốt.
""Nhập Môn Phong Thủy"" là cuốn sách khởi đầu cho những người muốn tìm hiểu về phong thủy, nội dung cuốn sách cũng được dùng làm tài liệu giảng dạy tại Trung tâm đào tạo phong thủy - Viện nghiên cứu Phong thủy Thế giới, cũng như dùng cho hội viên Hội Kinh dịch thế giới tại Việt Nam. Quan điểm và cách lý giải về Phong thủy trong cuốn sách này là kết quả nghiên cứu, tìm tòi trong nhiều năm của tác giả. Cuốn sách đề cập tới các vấn đề:

Cơ sở lý luận phong thủy nhập môn
Bí quyết phong thủy Huyền không
Thế nào là Tam bàn quái? Thất tinh đả kiếp?
Sát tinh trạch vận, bài trí nhà ở theo bát vận...
 
",129.000 đ,,NXB Hồng Đức,2018,16 x 24 cm,Bìa Mềm,295.0,
Thiên Thời Địa Lợi Nhân Hòa (Thiên Thời Không Bằng Địa Lợi-Đia Lợi Không Bằng Nhân Hòa),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_581.jpg,PHONG THỦY - KINH DỊCH,Bạch Huyết,"
Phương thuật Trung Quốc bắt nguồn từ tầng thứ cao nhất của triết học cổ đại, song nó lại diễn ra dưới hình thức tín ngưỡng dân gian phổ biến nhất. Hàng mấy ngàn năm nay, những phương thuật này được vận dụng vào các lĩnh vực chính trị, quân sự, khoa học kỹ thuật, văn nghệ, v.v... chứa đầy màu sắc thần bí, huyền hoặc mà từ trước đến nay đã tạo nên những ảnh hưởng cực kì quan trọng đối với sinh hoạt xã hội, sự hình thành trạng thái tâm linh văn hóa của người Trung Quốc.
Qua nhiều năm nghiên cứu và chỉnh lý, từ ba phương diện lớn: Thiên thời, Địa lợi, Nhân hòa thông qua khía cạnh thực tiễn tùy cơ ứng biến của đời người, vận dụng tư duy mới; thành quả mới của nền khoa học hiện đại, tác giả đã giới thiệu lý thuyết và phương pháp của phương thuật Trung Quốc.
Phần ""Thiên thời"" giới thiệu các phương pháp làm thế nào để nhận thức quy luật phát triển xã hội, đặc điểm biến đổi của thời đại và giành được cơ may của đời người như: chiêm tinh thuật, sấm vĩ thuật, chiêm bốc thuật, đoán mệnh thuật, quái ảnh thuật, tướng diện thuật, viên mộng thuật, v.v...
Phần ""Địa lợi"" giới thiệu các phương pháp làm thế nào để nhận thức và lợi dụng hoàn cảnh xã hội, hoàn cảnh tự nhiên như ""Kì môn thuật"" để lựa chọn phương hướng tốt nhất, ""Thông thiên thuật"" dự đoán khí tượng, ""Quan nhân thuật"" thông qua tính khu vực phán đoán khí phách con người và ""Phong thủy thuật"" lợi dụng ưu thế địa lý.
Phần ""Nhân hòa"" giới thiệu phương pháp làm thế nào để nhận biết người và dùng người. Căn cứ kết quả nghiên cứu trong nhiều năm, tác giả đã sáng tạo ra một mô thức khoa học hành vi độc đáo: mô thức nhu cầu ngũ hành. Tác giả đã kết hợp một cách hữu cơ thuyết nhu cầu tâm lý của Maslow có ảnh hưởng nhất ở phương Tây với thuyết âm dương ngũ hành cổ đại của Trung Quốc, tổng kết thành phương pháp dùng người, hễ thực hiện là có hiệu quả rõ rệt. 
",190.000 đ,,NXB Hồng Đức,2019,24 x 16 cm,Bìa Cứng,964.0,
Can Chi Thông Luận (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180784.jpg,PHONG THỦY - KINH DỊCH,Nguyễn Ngọc Hải,"
Can và Chi là hai khái niệm văn hóa cổ Trung Hoa. Trải qua mấy nghìn năm lịch sử, chúng tồn tại và làm tốn không biết bao giấy mực của các học giả. Ngay từ khi xuất hiện tới nay, chúng đã tác động sâu đậm tới nhiều phương diện như lịch sử, quân sự, văn hóa, lịch pháp... của Trung Quốc và nhiều nước phương Đông như Việt Nam, Triều Tiên, Nhật Bản...
Ngày nay khi nền văn minh vật chất Phương Tây với những cuộc khủng hoảng kinh tế thừa và thiếu gây nên những cú xốc tâm lý cho con người và xã hội thì nhiều học giả bắt đầu tìm đến văn minh tinh thần Phương Đông với những giá trị ổn định trường tồn. Nhân loại đi sâu vào nghiên cứu Kinh Dịch, học thuyết Âm Dương Ngũ Hành và lý thuyết về hệ thống Can Chi v.v...
""Can Chi thông luận"" được xuất bản với mục đích giới thiệu những luận điểm và những ứng dụng rộng rãi của nó trong bức tranh toàn cảnh của nền văn hóa Trung
Hoa để tham khảo.
  
",100.000 đ,,NXB Hồng Đức,2019,14.5 x 20.5,Bìa Mềm,368.0,
Hoàng Cực Kinh Thế,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_38466.jpg,PHONG THỦY - KINH DỊCH,Thiệu Khang Tiết,"
Thiệu Khang Tiết là bậc thiên tài kiệt xuất, vị thầy vĩ đại đã có nhiều công lao nghiên cứu và phát triển dịch học và lý học. Các công trình lớn lao mà ông đóng góp cho nền văn hóa Trung Hoa được muôn đời sau ca ngợi.
Tác phẩm bất hủ HOÀNG CỰC KINH THẾ của ông được xếp là một trong Tứ Đại Kỳ Thư huyền bí của môn dịch học. Bản tiếng Việt này là nội dung trọn vẹn dịch từ bản khắc cổ nguyên tác do Hiệp hội Dịch học Unesco Việt Nam từ Đài Loan cung cấp, nhằm đáp ứng lòng mong muốn bấy lâu của các độc giả Việt Nam.
HOÀNG CỰC KINH THẾ là công trình nghiên cứu công phu vĩ đại, tổng hợp trọn vẹn và chính xác môn triết học toán, mô tả bản đồ sinh hóa của vạn vật trong vũ trụ và những quy luật vận hành của trời đất cùng con người theo âm dương biến hóa trong cõi nhân gian. Tác phẩm đồ sộ này giúp chúng ta dự đoán chuẩn xác các biến chuyển thịnh suy của thời cuộc - cùng những được mất bại thành của số phận từng cá nhân, trong biến đổi ảo hóa khôn lường bất tận của tự nhiên trong vũ trụ. 
",450.000 đ,,NXB Hồng Đức,2020,24 x 17 cm,Bìa Mềm,845.0,
Kinh Dịch (Ngô Tất Tố),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_194298.jpg,PHONG THỦY - KINH DỊCH,Ngô Tất Tố,"
Trong lĩnh vực khảo cứu, dịch thuật, Ngô Tất Tố là người có những công trình nghiêm túc, như bộ Việt Nam văn học, các bộ Hoàng Lê Nhất Thống Chí, Đường Thi, Lão Tử, Mặc Tử, Kinh Dịch..đều được ông dịch và chú giải rõ ràng. Trong Kinh Dịch các yếu tố duy vật, tiến bộ của học thuyết Mặc Địch, các triết lý nhân sinh trong Kinh Dịch được Ngô Tất Tố trình bày một cách khách quan khoa học . Ông cho rằng, đây là một cuốn sách lạ trong văn học giới của nhân loại ,là bộ sách cổ triết học phương Đông. Nhưng Kinh Dịch không như Kinh Thi, Kinh Thư, nó là thứ sách nói hết sự lý vô cùng , vô tận của thiên hạ đời sau, chỉ một hai chữ đã là một cái đạo lý...
Giới thiệu Kinh Dịch của Ngô Tất Tố, nhằm cung cấp một cuốn sách khảo sát giúp bạn đọc hiểu thêm về văn học cổ Trung Hoa từ thời Phục Hy tới Xuân Thu, Hán , Đường... cũng đồng thời giúp các nhà nghiên cứu Hán nho, bộ sách cổ xưa ẩn khuất bao niềm triết lý về tu, tề, trị, bình và cách xem như hình tượng , chiêm đoán để tham khảo, ngẫm suy lẽ hay.
Mời bạn đón đọc. 
",250.000 đ,,NXB Văn Học,2016,19 x 27,Bìa Mềm,842.0,
Hồ Sơ Tính Cách 12 Con Giáp - Bí Mật Tuổi Mùi - Tặng Kèm Postcard,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_219021.jpg,PHONG THỦY - KINH DỊCH,Nhóm Lovedia,"
Hãy vén màn những bí mật thú vị về thế giới tính cách của từng năm tuổi!
Bộ sách gồm 12 cuốn tương ứng với 12 năm tuổi, giới thiệu những kiến thức hấp dẫn về 12 con giáp, hồ sơ tính cách từng năm tuổi theo nhóm máu - tháng sinh và Ngũ hành, những chủ đề thú vị xoay quanh mối quan hệ của 12 con giáp trong đời sống...
Qua bộ sách HỒ SƠ TÍNH CÁCH 12 CON GIÁP, bạn sẽ thấu hiểu thế giới tâm hồn, phẩm chất, điểm mạnh - điểm yếu của chính mình, để từ đó có những định hướng đúng đắn trong sự nghiệp, tình yêu và cuộc sống.
Tác giả bộ sách: Nhóm Lovedia - một dự án quy tụ những người trẻ tuổi có kiến thức và niềm đam mê với Chiêm tinh, Tử vi lí số và các bộ môn Huyền học nghiên cứu về con người. Lovedia không viết những kiến thức quá cao xa, chúng tôi chỉ đơn giản muốn cho bạn thấy các kiến thức Ngũ hành, 12 con giáp hay Tử vi lí số hiện diện ngay trong mọi thứ gần gũi quanh bạn và bạn có thể ứng dụng chúng vào cuộc sống thường ngày một cách hữu ích và thực tế ra sao.
---
Một ấn phẩm của WINGS BOOKS - Thương hiệu sách trẻ của NXB Kim Đồng. 
",48.000 đ,,NXB Kim Đồng,2020,18.5 x 14.5 x 1 cm,Bìa Mềm,163.0,
Thuộc Dự Đoán Tương Lai (Vị Lai Dự Tri Thuật),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935209631279.jpg,PHONG THỦY - KINH DỊCH,Võ Văn Ba,"
Sách THUẬT DỰ ĐOÁN TƯƠNG LAI có nguồn gốc từ bộ Kinh Dịch có cách đây 6 ngàn năm, gồm 64 quẻ, mỗi quẻ có 6 hào động, thành 384 quẻ. Về thời tam Quốc được quân sư Thục hán Gia Cát Lượng Khổng Minh bình giải ý nghĩa 384 quái (quẻ) đó bằng lời thơ.
Đến đời nhà Tống, nhà Chiêm tinh lừng danh là Thiệu Khang Tiết, lại bình giảng lời thơ của Khổng Minh một lần nữa.
Nội dung cuốn sách dự đoán tất cả những gì trong thế gian con người thắc mắc, không khẳng định được tương lai thế nào nên gọi là “Thuật dự đoán tương lai” (Vị lai dự tri thuật).

",180.000 đ,,NXB Đà Nẵng,2017,24 x 16 cm,Bìa Cứng,317.0,
