tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Giáo Trình Chuẩn YCT 1 (CD),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11579.jpg,Tiếng Trung,"Tô Anh Hà, Kim Phi Phi, Vương Lôi","
中小学生汉语考试（YCT）是一项国际汉语能力标准化考试，考查汉语非第一语言的中小学生在日常生活和学习中运用汉语的能力。在真题分析的基础上，本着“考教结合”的理念，《YCT标准教程》应运而生。
Bài thi tiếng Trung Quốc dành cho học sinh (Youth Chinese Test – YCT) là bài kiểm tra chuẩn ở cấp độ quốc tế về trình độ tiếng Trung Quốc. Bài thi này đánh giá khả năng sử dụng tiếng Trung Quốc trong cuộc sống hằng ngày cũng như trong học tập của học sinh tiểu học và trung học cơ sở có ngôn ngữ mẹ đẻ không phải là tiếng Trung Quốc. Bộ sách Giáo trình chuẩn YCT được biên soạn theo hướng bám sát các bài thi YCT đồng thời dựa trên nguyên tắc kết hợp giảng dạy và kiểm tra. 
",138.000 đ,,NXB Tổng Hợp TPHCM,2018,21 x 28.5 cm,Bìa Mềm,68.0,
Giáo Trình Hán Ngữ Boya - Sơ Cấp Tập 2 (Sách Bài Tập Kèm Đáp Án),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/e/be87dac8eb6ff378a537eb34aa4047f4.jpg,Tiếng Trung,Lý Hiểu Kỳ,"
Giáo Trình Hán Ngữ Boya - Sơ Cấp Tập 2 (Sách Bài Tập Kèm Đáp Án)
Cuốn sách tiếng Trung thuộc trình độ sơ cấp giúp người học tăng vốn từ vựng và ngữ pháp một cách nhanh chóng
Ở Việt Nam hiện nay, tiếng Trung là một trong bốn ngoại ngữ phổ biến nhất. Số lượng người học tiếng Trung tăng qua từng ngày, bởi đây là môn ngoại ngữ giúp người học mở ra nhiều cơ hội cả trong học tập lẫn công việc.
Bạn đang là học sinh, sinh viên muốn học thêm tiếng Trung để nâng cao tầm hiểu biết cũng như phục vụ cho học tập
Bạn muốn nhập hàng từ Trung Quốc để kinh doanh nhưng lại không biết tiếng Trung nên mất rất nhiều chi phí cho trung gian
Bạn muốn học tiếng Trung để phục vụ cho công việc
Vấn đề của các bạn là:
Bạn là người mới bắt đầu học tiếng Trung, bạn không biết nên tự học, tự ôn luyện ở nhà như thế nào?
Ngữ pháp và Vốn từ vựng của bạn bị hạn chế, làm sao để nâng cao cả 2 yếu tố này?
Kỹ năng đọc và viết rất  quan trọng và cần được cải thiện nhưng đây lại là 2 kỹ năng khó và các bạn chưa biết nên cải thiện 2 kỹ năng này như thế nào?
Nếu câu trả lời của bạn cho 3 vấn đề trên vẫn là KHÔNG hoặc CHƯA thì bộ giáo trình Hán ngữ Boya sơ cấp chính là giải pháp tốt nhất dành cho các bạn. Thông qua tập 1 các bạn đã được 30 bài đầu của trình độ sơ cấp. Tập 2 sẽ cung cấp cho các bạn 25 bài còn lại của trình độ này.
Vì sao cuốn giáo trình tiếng Trung  này có thể giải quyết hết những vấn đề của bạn?
Trình bày khoa học, chi tiết phù hợp cho việc tự học, tự ôn tập sau những giờ học trên lớp
Mỗi bài học chia ra các đơn nguyên. Mỗi đơn nguyên bao gồm các bài. Trước đơn nguyên có phần luyện, sau đơn nguyên là bài tập. Hoạt động luyện tập đơn nguyên có hình thức đa dạng, mục đích là giúp học sinh nhớ lại tri thức ngôn ngữ đã có hoặc chuẩn bị cho việc học đơn nguyên mới.
Bài tập của các chủ đề gồm nhiều tầng kiến thức, từ kết cấu âm tiết chữ Hán, ngữ tố, từ hội cho đến các bài văn, giúp học sinh củng cố, hấp thu và vận dụng kết cấu ngôn ngữ của chủ đề. Phần cuối mỗi chủ đề đều có bài đọc và viết bài tập. Bài đọc tái hiện từ hội và điểm ngôn ngữ trong mỗi chủ đề. Chủ yếu là luyện tập năng lực viết bài cho học sinh, ngoài ra còn luyện cho học sinh kỹ năng ứng dụng kết cấu ngôn ngữ trong mỗi chủ đề.
Với cách trình bày này các bạn hoàn toàn có thể tự học, tự ôn luyện sau những giờ lên lớp mà vẫn hiệu quả.
Luyện tập nhiều cấu trúc ngữ pháp và từ vựng từ đó tăng khả năng đọc, viết của người học
Trọng tâm của cuốn sách là công năng huấn luyện ngôn ngữ và tuyển chọn ngữ liệu tự nhiên xoay quanh sự hứng thú của người học. Từng bài học các bạn sẽ được ôn luyện từ vựng cùng các ngữ pháp trọng điểm. Qua phần lý thuyết các bạn sẽ được làm các bài tập liên quan tới phần lý thuyết vừa học nhằm củng cố và nâng cao kiến thức nhanh chóng. Mỗi bài học các bạn sẽ được hệ thống lại khoảng 20 từ vựng với phiên âm pinyin giúp các bạn có thể đọc được chữ Hán. Qua cách trình bày này các bạn sẽ tăng được khả năng đọc cũng như khả năng sử dụng văn phong linh hoạt.
Cung cấp các bài tập luyện viết bám sát từng bài học
Phần luyện viết giúp các bạn luyện tập các từ vựng theo từng bài học với nhiều dạng bài tập. Người học sẽ được làm các dạng bài như: Viết phiên âm từ vựng, điền từ vào chỗ trống, viết đoạn văn, luyện viết theo mẫu,… Hệ thống các bài tập này chính là nguồn tài liệu để các bạn ôn luyện cho các bài kiểm tra, bài thi. Phần luyện viết có sẵn các nét mờ, những chữ đầu bạn có thể tô lại để quen nét chữ và thứ tự các nét, từ đó tạo thói quen để tự viết những chữ sau.
Học tiếng Trung qua ứng dụng trên điện thoại của MCBooks
Để tiện lợi hơn trong quá trình học tập, giúp bạn tận dụng mọi khoảng thời gian trống để ôn lại các bài nghe, chỉ cần tải app của MCBooks quét mã QR code ở sau cuốn sách. Bạn có thể sở hữu cuốn sách ngay trong điện thoại của mình. Hệ thống hỗ trợ trên cả hai hệ điều hành Android và IOS. Hãy thưởng thức công nghệ trong một cuốn sách tuyệt vời. Chắc chắn cuốn sách này sẽ là bạn đồng hành không thể thiếu trên chặng đường học tiếng Trung của bạn.
Đây là một cuốn sách đầy tinh tế và chọn lọc, cung cấp cho người học ở trình độ mới bắt đầu một lượng kiến thức cơ bản về từ ngữ và ngữ pháp sơ cấp. Giáo trình này có thể nhanh chóng nâng cao trình độ của người học, như tăng lượng từ vựng, củng cố tri thức, dùng ngữ pháp sâu hơn và nâng cao khả năng giao tiếp. Bạn là người học tiếng Trung ở trình độ sơ cấp hãy tham khảo ngay cuốn giáo trình này nhé!
Mong rằng quyển sách này sẽ giúp bạn học thật tốt và sớm làm chủ ngôn ngữ này.
GIÁO TRÌNH HÁN NGỮ BOYA
Bộ Giáo trình Hán ngữ BOYA hiện đang được rất nhiều bạn trẻ đón nhận và sử dụng làm tài liệu học giao tiếp và luyện thi tiếng Trung HSK, do các tác giả nổi tiếng người Trung Quốc là Lý Hiểu Kỳ, Từ Lập và Tiền Húc Tinh biên soạn.
Ưu điểm của Hán ngữ BOYA chính là nội dung bài khóa và từ ngữ hiện đại, rất hay và ý nghĩa, giúp bạn học am hiểu về văn hóa Trung Hoa cũng như cung cấp vốn từ vựng phong phú giúp bạn có thể giao tiếp cơ bản sau khi học cuốn Sơ cấp 1.
Sách nhà MCBooks sản xuất thì khỏi nói, đẹp từ chất giấy, nét chữ cho đến bố cục khoa học ngắn gọn, dễ hiểu. Cấu trúc ngữ pháp Hán ngữ BOYA được trình bày khá chi tiết, các dịch giả Việt Nam đã dịch sẵn luôn cả phần bài hội thoại và có phần phiên âm tiếng Trung cho mỗi bài hội thoại trong từng bài học cơ bản.
Bộ giáo trình Hán ngữ Boya gồm những cuốn sau:
Giáo trình Hán ngữ Boya sơ cấp I 
Giáo trình Hán ngữ Boya sơ cấp II
Giáo trình Hán ngữ Boya trung cấp I tập 1
Giáo trình Hán ngữ Boya trung cấp I tập 2
Giáo trình Hán ngữ Boya trung cấp II 
",64.000 đ,,NXB Đại Học Quốc Gia Hà Nội,2018,19 x 27,Bìa Mềm,110.0,
Tập Viết Chữ Hán Cơ Bản (Dành Cho Người Mới Bắt Đầu) (2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_198776.jpg,Tiếng Trung,Lâm Vũ,"
Trong thời gian đầu mới bắt đầu học, các bạn nên tập viết từ mới tiếng Trung hàng ngày. Bạn có để đặt mục tiêu theo tuần, ví dụ mỗi tuần học 10 từ mới. Vậy tất cả các ngày trong tuần đó bạn phải tập viết lặp đi lặp lại 10 từ mới đó. Dần dần, vốn từ của bạn sẽ tăng lên.
Bản chất của chữ Hán là sự kết hợp của các nét, các bộ thủ. “Chiết tự” ở đây có nghĩa là phân tích chữ Hán thành nhiều bộ phận, qua đó giải thích nghĩa của từ. Khi chiết tự, người ta thường chia chữ Hán ra thành những nét, những bộ thủ hoặc những chữ Hán đơn giản, dễ nhớ. Vì vậy, nếu nhớ được ý nghĩa và thành phần các bộ, bạn sẽ nhớ được cách viết chữ Hán kể cả những chữ khó nhất.
Dựa vào một trong bốn phương pháp trên nên chúng tôi biên soạn cuốn: TẬP VIẾT CHỮ HÁN CĂN BẢN nhằm giúp bạn đọc luyện viết dễ dàng hơn. Cuốn sách gồm 4 phần:
- Phần 1: Khái quát về các viết chữ Hán.
- Phần 2: gồm 10 bài, mỗi bài có 8 chữ chữ sắp xếp theo chủ đề.
- Phần 3 và phần 4: là luyện tập tổng hợp nên không chia theo kết cấu cố định. 
",55.000 đ,,NXB Đại Học Quốc Gia Hà Nội,2019,27 x 19 cm,Bìa Mềm,168.0,
450 Nouveaux Exercices - Grammaire Niveau Intermediare,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_21141.jpg,Tiếng Pháp ,"E1Velyne Siréjols, Dominique Renaud","
Cet ouvrage présente 450 exercices regroupés en catégories grammaticales.
Cet ouvrage s’adresse à un pubic de niveau intermédiire en français; il a pour objectif le réemploi et l’ancrage des structures grammaticales préalablement étuidées: les exercices proposés doivent permettre à l’apprenant de fixer ses acquisitions par le maniement des formes syntaxiques. Complément des méthodes, il offre un véritable entraînement grammatical.
La conception pédagogique de chaque activité veut amener l’apprenant à réfléchir sur chaque énoncé, tant du point de vue syntaxique que du point de vue sémantique. Les exercices dont les réponses sont nécessairement dirigées n’impliquent pas pour autant un travail automtique sans réflexion sur les faits de langue étudiés. 
",68.000 đ,,NXB Tổng Hợp TPHCM,2006,28.5 x 20,Bìa Mềm,211.0,
Ngữ Pháp Tiếng Pháp Căn Bản,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19031.jpg,Tiếng Pháp ,Nhiều Tác Giả,"
Ngữ Pháp Tiếng Pháp Căn Bản
Sách gồm 24 chương, từng bước dẫn dắt người học làm quen với những hiện tương ngôn ngữ, thông qua những bài học ngữ pháp mà chúng tôi từng được học hoặc những bài giảng mà chúng tôi thực hiện trên lớp. 
",120.000 đ,,NXB Đại Học Sư Phạm,2019,19 x 27 cm,Bìa Mềm,179.0,
Bài Tập Ngữ Pháp Tiếng Pháp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_53326.jpg,Tiếng Pháp ,TS Nguyễn Đức Thành Tín,"
Sách BÀI TẬP NGỮ PHÁP TIẾNG PHÁP (GRAMMAIRE PRATIQUE DU FRANCAIS CAHIER D’EXERCICES) được tác giả TS. Nguyễn Thức Thành Tín biên soạn với mục đích hỗ trợ việc học bộ môn này ở các chuyên ngành của khoa Tiếng Pháp trường Đại học Sư phạm TP Hồ Chí Minh.
Đây là một công cụ giúp các bạn áp dụng những điểm lý thuyết về ngữ pháp được học trên lớp, lĩnh hội các trường hợp bất quy tắc trong ngôn ngữ và nhìn lại một số kiến thức tiếp thu được. Đây cũng là dịp để các bạn làm quen với các dạng bài tập mà các bạn có thể có thể bắt gặp ở các kỳ kiểm tra hay kỳ thi, vì một số bài tập ở đây được trích từ các đề thi cũ.
Cuốn sách đề cập các hiện tượng ngữ pháp dưới dạng các hoạt động phong phú. Các bạn cũng sẽ tìm thấy những bài tập dịch hoặc bài tập viết, cùng những gợi ý đáp án; tuy nhiên, các bạn hoàn toàn có thể tự do sáng tạo và sau đó nhờ các giáo viên tiếng Pháp sửa và góp ý. 
",55.000 đ,,NXB Đại Học Sư Phạm,2017,27 x 19 cm,Bìa Mềm,132.0,
100 Từ Pháp - Việt Đầu Tiên,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045641088_1.jpg,Tiếng Pháp ,Heather Amery,"
100 Từ Pháp - Việt Đầu Tiên
Trên tay các em là phiên bản đã được bổ sung, cập nhật của cuốn sách bán chạy 100 từ tiếng Pháp đầu tiên của nhà xuất bản Usborne. Đây là cuốn sách sẽ khơi gợi niềm say mê và khuyến khích các em làm quen với những từ tiếng Pháp đầu tiên.
Mỗi bức tranh đều kèm theo những minh họa cụ thể với một từ nằm ngay bên dưới. Như vậy là từ và minh họa đi liền nhau, giúp các em dễ dàng học và ghi nhớ các từ. Những bức tranh lớn còn tạo cơ hội cho các em tìm kiếm theo chủ đề và ôn lại những từ đã học.
Nếu muốn nghe tất cả 100 từ này trong sách, các em có thể truy cập vào địa chỉ www.usborne.com/quicklinks, sau đó nhập cụm từ khóa ""100 french"". 
",49.000 đ,,NXB Phụ Nữ,2017,27.5 x 21.5 cm,Bìa Mềm,29.0,
Từ Ngữ Tiếng Pháp Thông Dụng Theo Chủ Đề,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_35082.jpg,Tiếng Pháp ,Lê Minh Cẩn,"
Từ Ngữ Tiếng Pháp Thông Dụng Theo Chủ Đề được biên soạn với mục đích giúp học sinh và học viên có được tài liệu tham khảo theo chủ đề - dễ nhớ và tra cứu nhanh trong mọi tình huống giao tiếp.
Quyển sách này giúp người học phát huy kiến thức về từ ngữ và có thể ứng dụng theo ngữ cảnh thích hợp và sử dụng chúng nhạy bén trong môi trường Pháp ngữ.
- Chủ đề bao quát trong nhiều lĩnh vực
- Tra cứu nhanh theo chủ đề được phân mục
- Giải thích cụ thể, rõ ràng và dễ hiểu
- Chú thích cách dùng từ thích hợp qua các ví dụ minh họa
Với các chủ điểm trên, chúng tôi tin tưởng tài liệu này sẽ mang lại cho các học viên khả năng làm giàu từ ngữ tiếng Pháp của mình và mau chóng sử dụng chúng thành thạo. 
",58.000 đ,,NXB Thanh Hóa,2019,21 x 15 cm,Bìa Mềm,162.0,
Văn Phạm Tiếng Pháp Căn Bản,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_47647.jpg,Tiếng Pháp ,Lê Minh Cẩn,"
Văn Phạm Tiếng Pháp Căn Bản được biên soạn nhằm mục đích giúp học sinh và học viên có được tài liệu tham khảo có hệ thống, dễ hiểu và nắm vững kiến thức ngữ pháp tiếng Pháp ngay từ bước đầu làm quen với Pháp ngữ.
Với chủ đích đó, quyển sách này giúp người học phương tiện trao dồi kiến thức ngữ pháp tiếng Pháp để đạt được nền tản kiến thức môn học này vững chắc.

-Từ khái niệm đến cách dùng
- Từ cấu trúc câu đơn ở xác định, phủ định và nghi vấn, đến câu kép, câu phức và mệnh đề - có thể tham chiếu chi tiết các tính chất ngữ pháp của mỗi từ loại liên quan đến từng chương.
- Nhất là thành phần của cấu trúc động từ, các thì, và cách dùng được giải thích cặn kẻ ở chương động từ.
- Các chủ điểm ngữ pháp được giải thích chi tiết, tóm lược dễ nhớ và có thể tự tin đặt câu tiếng Pháp rõ ràng. 
",70.000 đ,,NXB Tổng Hợp TPHCM,2019,24 x 17 x 1.3 cm,Bìa Mềm,303.0,
Tiếng Pháp Toàn Tập - Ôn Tập Và Thực Hành,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_8549.jpg,Tiếng Pháp ,"David M Stillman, Ronni L Gordon","
""Tiếng Pháp Toàn Tập"" là một tập sách dành cho các học viên tiếng Pháp ở trình độ trung cấp và cao cấp như một công cụ hữu dụng trong việc ôn tập và phát triển ngôn ngữ.
Sách gồm:
- Giải thích văn phạm
- Các câu mẫu
- Bài tập thực hành
- Bảng động từ và tự vựng
- Đáp án. 
",95.000 đ,,NXB Hồng Đức,2019,16 x 24 cm,Bìa Mềm,418.0,
Sử Dụng Động Từ Tiếng Pháp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_47451.jpg,Tiếng Pháp ,Lê Minh Cẩn,"
Quyển sách Sử Dụng Động Từ Tiếng Pháp được biên soạn nhằm mục đích giúp học sinh và học viên có được tài liệu tham khảo với phương pháp đơn giản, dễ hiểu và tra cứu nhanh. 
Nhận thức được một trong những phức tạp không nhỏ của người học tiếng Pháp từ trước đến nay, đặc biệt về động từ tiếng Pháp, để giúp người học có thể nắm vững được kiến thức cũng như cách dùng cho có hệ thống và dễ nhớ, tài liệu này trình bày theo phương thức sau:
- Các dạng động từ
- Cách chia động từ
- Các thì động từ
- Các loại câu, như câu điều kiện, bị động...
- Và bảng với 93 động từ mẫu trong tài liệu này, chúng ta có thể dùng ""Bảng chỉ mục"" ở cuối sách để chia được hơn 2000 động từ quy tắc và bất quy tắc một cách dễ dàng nhanh chóng. 
",59.000 đ,,NXB Tổng Hợp TPHCM,2019,24 x 17 x 1 cm,Bìa Mềm,194.0,
734 Chuyên Mục Về Ngữ Pháp Tiếng Pháp Cho Mọi Người,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934187280707_1.jpg,Tiếng Pháp ,AHamon,"
734 Chuyên Mục Về Ngữ Pháp Tiếng Pháp Cho Mọi Người 
",85.000 đ,,Trẻ,2012,20.5x14.5,Bìa Mềm,465.0,
450 Nouveaux Exercices - Vocabulaire Niveau débutant,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/v/o/vocabulaire-450-noveaux-exercices-niveau-debutant.jpg,Tiếng Pháp ,Thierry Gallier,"
450 Nouveaux Exercices - Vocabulaire Niveau débutant 
",56.000 đ,,Tổng Hợp TPHCM,2011,28.5x20,Bìa Mềm,173.0,
450 Nouveaux Exercices: Conjugaison Intermédiaire,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_243843.jpg,Tiếng Pháp ,Odile Grand Clément,"
450 activités d’apprentissage et de réemploi pour apprendre, s’exercer, tester ses connaissances en orthographe.
Cet ouvrage s’adresse à un public de niveau intermédiaire et avancé en français. Il a comme objectif leréemploi et la mémorisation des formes verbales préalablement étudiées. Les exercices proposés permettent à l’apprenant de s’entraîner à conjuguer les verbes français en contexte.
Divisé en 15 chapitres, cet ouvrage couvre tous les modes et temps de la conjugaison française, à l’exception de l’imparfait du subjonctif. L’ordre d’apparition des verbes est le même que celui du 450 nouveaux exercices de conjugaison niveau débutant.
Les exercices, composés de 8 phrases chacun, sont présentés avec des consignes simples et un exemple pour guider l’apprenant. Ils sont classés dans un même chapitre par ordre de difficulté progressive. Des bilans à la fin de chaque chapitre permettent de faire le point sur les connaissances, tandis que le livret de corrigés placé à l’intérieur de l’ouvrage encourage l’apprentissage en autonomie.
L’entraînement proposé dans cet ouvrage n’est pas uniquement un maniement purement mécanique des formes verbales: grâce à une mise en situation vivante et authentique, l’apprenant mémorise non seulement la morphologie mais aussi la valeur sémantique des verbes et apprend à utiliser les différents temps de manière appropriée. 
",58.000 đ,,NXB Tổng Hợp TPHCM,2007,28.5 x 20 cm,Bìa Mềm,180.0,
Comprehensive Toeic Training 1000 Practice Test Items (Vol 4) - Kèm CD,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045852286.jpg,Tiếng Pháp ,Nhiều Tác Giả,"
		    Comprehensive Toeic Training 1000 Practice Test Items (Vol 4) - Kèm CD
Table of Contents
Actual Test 16
Actual Test 17
Actual Test 18
Actual Test 19
Actual Test 20
Answer Key & Scripts
Answer Sheets. 
",298.000 đ,,NXB Tổng Hợp TPHCM,2016,18.5 x 26,Bìa Mềm,260.0,
Cách Chia Động Từ Trong Tiếng Pháp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_11411.jpg,Tiếng Pháp ,"TS Nguyễn Thức Thành Tín, Phạm Song Hoàng Phúc","
		    Cách Chia Động Từ Trong Tiếng Pháp		    
",52.000 đ,,NXB Đại Học Quốc Gia Hà Nội,2018,17 x 24 cm,Bìa Mềm,172.0,
Luyện Thi Tiếng Pháp Delf - B2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_196874.jpg,Tiếng Pháp ,"Nguyễn Thức Thành Tín, Vũ Triết Minh","
Quyển “Luyện thi tiếng Pháp – DELF B2”, tập hợp các bài luyện tập nhằm trang bị cho bạn kiến thức và kỹ năng trước kỳ thi DELF B2 của Bộ Giáo dục Pháp. Bằng DELF B2 xác nhận trình độ tiếng Pháp của bạn ở bậc 4 theo Khung tham chiếu 6 bậc về trình độ ngôn ngữ chung của Châu Âu (CECRL).
Trong quyển sách này, những bài luyện tập được sắp xếp theo nhiều chủ đề phong phú với kỳ vọng đáp ứng được độ bao phủ về nội dung của đề thi DELF B2. Mười chủ đề lớn sẽ được đề cập trong sách này, đó là:
1. Môi trường (Environnement)
2. Khoa học – Công nghệ (Sciences -Technologies)
3. Giải trí và tiêu thụ (Loisirs et consommation)
4. Thanh niên và gia đình (Les jeunes et la famille)
5. Giáo dục và đào tạo (Éducation et formation)
6. Việc làm (Travail)
7. Văn hóa (Culture)
8. Truyền thông (Médias)
9. Xã hội (Société)
10. Đời sống chính trị và cộng đồng (Vie politique et associative)
Mỗi chủ đề bao gồm 4 bài tập nghe hiểu, 4 bài tập đọc hiểu, 2 bài tập diễn đạt viết, 2 bài tập diễn đạt nói. Chúng tôi cũng đa dạng hóa các loại hình câu hỏi với mong muốn trang bị cho bạn đầy đủ kiến thức và kỹ năng cho kỳ thi. Tất cả các bài tập đều đi kèm với đáp án, gợi ý, bản ghi (đối với bài nghe), vì thế giúp cho độc giả có thể tự mình ôn luyện và nâng cao trình độ.
Ngoài ra, bắt đầu từ năm 2020, cấu trúc đề thi DELF B2 có một số thay đổi nhằm khắc phục các nhược điểm của những đề thi truyền thống. Do đó, ở cuối quyển sách, chúng tôi cũng thiết kế một đề thi thử, phù hợp với cấu trúc đề thi mới do Cơ quan Quốc tế về Giáo dục Pháp (France Éducation) quy định, kèm theo gợi ý và đáp án.
Trong quá trình luyện tập, độc giả sẽ tìm thấy những chất liệu (câu hỏi, đề bài, gợi ý, đề thi thử) được thiết kế mới hoàn toàn và chưa từng xuất hiện ở bất cứ ấn phẩm tương tự nào khác. Chính vì lẽ đó, chúng tôi hy vọng công trình này sẽ là một công cụ hữu ích cho các bạn đang ôn luyện tiếng Pháp, một nguồn tài liệu tham khảo cho các giáo viên giảng dạy tiếng Pháp và mang đến cho thị trường học thuật Pháp ngữ ở Việt Nam một sản phẩm đáp ứng nhu cầu học tập – nghiên cứu của nhiều đối tượng.
Trong quá trình biên soạn, chắc chắn không tránh khỏi những sơ sót, nhóm tác giả rất mong nhận được các đóng góp chân thành từ quý độc giả. Đó sẽ là động lực giúp chúng tôi biên soạn nhiều sản phẩm chất lượng hơn. Chúc các bạn luôn yêu thích tiếng Pháp và đạt kết quả cao trong kỳ thi DELF B2!
Nhóm tác giả 
",250.000 đ,,NXB Thanh Niên,2020,27 x 19 cm,Bìa Mềm,290.0,
Từ Điển Ngữ Pháp Tiếng Hàn - Như Một Ngoại Ngữ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_43850.jpg,Tiếng Hàn ,Paik Pong Ja,"
Sự quan tâm đối với tiếng Hàn trên Thế Giới đang gia tăng cùng với sự tăng trưởng về sức mạnh của Hàn Quốc. Nếu như các cơ sở giảng dạy tiếng Hàn được thành lập ở các trường đại học chủ yếu trong nước là lẽ thường thì số lượng giờ giảng tiếng Hàn của các trường đại học chủ yếu ngoài nước cũng đang tăng lên nhanh chóng. Sự thay đổi như thế này trong thời gian gần đây đã cổ vũ những người theo nghiệp giảng dạy tiếng Hàn qua việc xây dựng nền tảng để tiếng Hàn trở thành một ngôn ngữ quốc tế. Thiết lập phương pháp giảng dạy tiếng Hàn, đào tạo giáo viên có chuyên môn, biên soạn giáo trình hiệu quả, đánh giá năng lực tiếng Hàn,.... được thảo luận tại các cơ sở giảng dạy tiếng Hàn gần đây chắc chắn thể hiện ý chí của tất cả chúng ta nhằm đưa tiếng Hàn trử thành một ngôn ngữ quốc tế. 
",105.000 đ,,NXB Thông Tin và Truyền Thông,2016,20.5 x 14.5 x 3 cm,Bìa Mềm,733.0,
