,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu
38,Những Bộ Óc Và Những Ý Tưởng Vĩ Đại,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_17251.jpg,NHÂN VẬT - SỰ KIỆN ,Will Durant,"
Nếu một người may mắn thì trước khi chết anh ta sẽ thu thập được tối đa di sản khai hóa của anh ta và truyền lại cho các con của mình. Và trong hơi thở cuối cùng anh ta sẽ biết ơn di sản vô tận này, biết rằng nó là bà mẹ nuôi dưỡng chúng ta và cuộc sống dài lâu của chúng ta.
-- Will Durant --
Đứng trước một con người bỏ ra hơn một nửa thế kỷ để nghiên cứu rồi viết một bộ sử trọn vẹn mười một tập về văn minh, thì lẽ tự nhiên ai cũng muốn biết những tổng kết gì ông ta đã rút ra từ công trình của mình; muốn biết những kỷ nguyên nào, những cá nhân nào, và những thành tựu nào được coi là vĩ đại nhất hay ý nghĩa nhất hiện rõ trong tâm trí ông ta.
Trải dài qua sự nghiệp của mình, Durant đáp ứng đòi hỏi ngày càng nhiều của công chúng muốn có những đánh giá đầy thẩm quyền như thế bằng cách biên soạn một chuỗi luận văn chứa đựng sự xếp hạng của riêng ông, như “Mười nhà tư tưởng vĩ đại nhất”, “Mười thi sĩ vĩ đại nhất” “Một trăm cuốn sách hay nhất để tự học”, “Mười đỉnh cao của tiến bộ con người”, “Mười hai niên đại quan trọng nhất trong lịch sử thế giới”. Một số luận văn này được công bố trong các tạp chí định kỳ; một số khác được trình bày trong những buổi thuyết trình đông nghẹt người nghe. Tuy nhiên, nếu bạn không tình cờ mua được các tạp chí đó, hay may mắn được tham dự một trong những buổi thuyết trình đó, bạn sẽ không thể biết được các tổng kết của ông về những vấn đề này. Rất may là tất cả các luận văn này đã được tập hợp lại trong Những bộ óc và những ý tưởng vĩ đại nhất mọi thời đại.
Quả thực, Durant được biết đến như một “triết gia dịu dàng” và “vị thánh cấp tiến”, vì ông luôn tìm cách trình bày những thành tựu tích cực trong các biến cố con người và lịch sử. Nói ngắn gọn, Durant chọn dùng ngòi bút để rọi sáng những đỉnh cao kỳ vĩ trong lịch sử của chủng loài chúng ta.
Những bộ óc và những ý tưởng vĩ đại nhất mọi thời đại là cuốn sách chứa đựng những điều tuyệt vời của di sản chúng ta được truyền trao vì sự khai trí và ích lợi của các thế hệ tương lai, đầy sự thông tuệ và sắc sảo của Durant, và khả năng độc đáo lý giải đến tận sâu thẳm các biến cố và ý tưởng bằng những từ ngữ giản dị và kích thích. Nó là cuốn sách vừa là một dẫn nhập tuyệt vời vào các trước tác của Will Durant vừa là một đúc kết, một sự định lượng về thiên tài, một cuốn cẩm nang du hành vào những điểm dừng chân bắt buộc trong hành trình chiêm ngưỡng phong cảnh lịch sử con người. 
",115.000 đ,,NXB Khoa Học Xã Hội,2019,12 x 20 cm,Bìa Mềm,194,,https://www.fahasa.com/nhung-bo-oc-va-nhung-y-tuong-vi-dai.html,,,,
39,Di Sản Hồ Chí Minh - Di Chúc Của Bác Hồ - Một Giáo Trình Tiếng Việt Độc Đáo (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_20572019_025743_1.jpg,NHÂN VẬT - SỰ KIỆN ,Dương Thành Truyền,"
Di Sản Hồ Chí Minh - Di Chúc Của Bác Hồ - Một Giáo Trình Tiếng Việt Độc Đáo
Sách  khảo sát các trường hợp Bác Hồ tự sửa chữa trong quá trình viết Di chúc nhằm tìm hiểu việc sử dụng ngôn ngữ của Người, để từ đó rút ra những bài học thực tiễn về các trường hợp nói và viết có hiệu lực. 
",65.000 đ,,NXB Trẻ,2019,14 x 20,Bìa Cứng,132,,https://www.fahasa.com/di-san-ho-chi-minh-di-chuc-cua-bac-ho-mot-giao-trinh-tieng-viet-doc-dao.html,,,,
40,Hồ Chí Minh - Sự Thống Nhất Cuộc Sống Và Nghệ Thuật,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_35613.jpg,NHÂN VẬT - SỰ KIỆN ,TS Nguyễn Thanh Tú,"
		    Hồ Chí Minh - Sự Thống Nhất Cuộc Sống Và Nghệ Thuật		    
",125.000 đ,,NXB Công An Nhân Dân,2020,20.5 x 14.5 cm,Bìa Mềm,320,,https://www.fahasa.com/ho-chi-minh-su-thong-nhat-cuoc-song-va-nghe-thuat.html,,,,
41,Bác Hồ Viết Tuyên Ngôn Độc Lập,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244718_1_65.jpg,NHÂN VẬT - SỰ KIỆN ,Kiều Mai Sơn,"
Cuốn sách Bác Hồ Viết Tuyên Ngôn Độc Lập dựng lại thời điểm lịch sử ngắn nhưng rất quan trọng trong Cách mạng Tháng Tám 1945, thời điểm Bác Hồ viết bản Tuyên ngôn Độc lập khai sinh nước Việt Nam Dân chủ Cộng hoà. Tác giả Kiều Mai Sơn đã dày công thu thập, tìm hiểu, phân loại và đối chiếu các nguồn tài liệu để có thể có được những tư liệu chi tiết, cụ thể, xác tín về bản Tuyên ngôn Độc lập do Chủ tịch Hồ Chí Minh khởi thảo và hoàn thiện. Đó là tư liệu của những người được sống, làm việc cùng Chủ tịch Hồ Chí Minh viết lại hay kể lại như hồi kí Vũ Đình Hòe, hồi kí Trần Huy Liệu, hồi kí Võ Nguyên Giáp, hồi kí Lê Thanh Nghị…
Với “Bác Hồ viết Tuyên ngôn Độc lập”, tác giả đã đặt văn bản Tuyên ngôn Độc lập vào trong tư duy nhất quán của Bác Hồ trong suốt quá trình đi tìm đường cứu nước. Đó là quá trình thống nhất và bền bỉ từ Bản yêu sách của nhân dân An Nam (1919) gồm 8 điểm và, Bản án chế độ thực dân Pháp (1925). Tiến sĩ Tonnesson, nhà sử học Na Uy, khi nghiên cứu về lịch sử Cách mạng tháng Tám 1945 của Việt Nam và Chủ tịch Hồ Chí Minh đã đánh giá: ""Tuyên ngôn Độc lập ngày mồng 2 tháng 9 năm 1945 của Việt Nam nằm trong nguồn cảm hứng chủ yếu của một đường lối đấu tranh lớn, ra đời sau Chiến tranh Thế giới thứ hai: Đó là quá trình giành độc lập dân tộc trên phạm vi toàn cầu.”
Cũng qua các tài liệu mà tác giả tìm thấy, chúng ta được biết, Bác Hồ đã tìm đọc nguyên bản Tuyên ngôn Độc lập của nước Mĩ khi còn ở chiến khu Việt Bắc. Sau khi soạn thảo Người cho đọc và tham khảo ý kiến của các thành viên Chính phủ lâm thời là những trí thức uy tín trước khi hoàn thiện. Đó là minh chứng rõ ràng cho tác phong làm việc khoa học của Người, cũng như thái độ cầu thị, trọng thị trí thức của Người.
“Qua hồi tưởng của Tổng Bí thư Trường Chinh và hồi kí của Đại tướng Võ Nguyên Giáp: Khi bản Tuyên ngôn lịch sử được thảo xong, Chủ tịch Hồ Chí Minh đã cho đọc để thông qua tập thể và đó là những giờ phút nhiều cảm xúc nhất của Người.”
 “Tuyên ngôn Độc lập từ sản phẩm trí tuệ của một cá nhân đứng đầu Chính phủ đã trở thành tiếng nói đại diện cho toàn thể đất nước Việt Nam tuyên bố với toàn thể thế giới về nền Độc lập bất khả xâm phạm của dân tộc Việt Nam.”
Đọc “Bác Hồ viết Tuyên ngôn Độc lập”, bạn đọc ngày nay có được một bức tranh sống động và cụ thể về Ngày Quốc khánh 2.9 tại Quảng trường Ba Đình 76 năm về trước. Tuyên ngôn Độc lập sau khi được Chủ tịch Hồ Chí Minh đọc trước quốc gia đồng bào đã được dịch ra tiếng Anh, tiếng Pháp… để công bố với toàn thế giới vê việc khai sinh nước Việt Nam Dân chủ Cộng hòa – Nhà nước dân chủ nhân dân đầu tiên ở Đông Nam Á.
“Bác Hồ viết Tuyên ngôn Độc lập” là cuốn sách ý nghĩa góp phần tìm hiểu văn bản chính luận Tuyên ngôn Độc lập của Chủ tịch Hồ Chí Minh, giúp người đọc hiểu sâu sắc thêm về một thời điểm lịch sử trọng đại của dân tộc Việt Nam. Nhà xuất bản Kim Đồng tin rằng: Cuốn sách sẽ là nguồn tham khảo giá trị dành cho thầy cô giáo cũng như các em học sinh đáp ứng nhu cầu dạy và học trong Nhà trường. 
",40.000 đ,,NXB Kim Đồng,2021,19 x 13 cm,Bìa Mềm,160,,https://www.fahasa.com/bac-ho-viet-tuyen-ngon-doc-lap.html,,,,
42,Nước Mỹ Nổi Giận - Cuộc Chia Rẽ Chính Trị Sâu Sắc,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_241187.jpg,NHÂN VẬT - SỰ KIỆN ,Alison Dagnes,"
Cuốn sách gồm 06 chương, phân tích truyền thông chính trị Mỹ trong thế giới phân cực, nguyên nhân sụp đổ không gian giữa chính trị và văn hóa, được kích thích bởi các phương tiện truyền thông; tác giả nỗ lực giải thích cơn bão tiền bạc, công nghệ và tinh thần đảng phái đã tạo ra hai thái cực thông tin hoàn toàn tách biệt, dẫn đến việc hình thành hai phe phái chính trị bất đồng quan điểm. Cuốn sách là nguồn tài liệu tham khảo hữu ích cho độc giả quan tâm đến vấn đề này. Độc giả có thể tham khảo sách tại Thư viện Quốc gia và thư viện các tỉnh, thành phố trong cả nước. 
",127.000 đ,,NXB Chính Trị Quốc Gia Sự Thật,2020,24 x 16 cm,Bìa Mềm,396,,https://www.fahasa.com/nuoc-my-noi-gian-cuoc-chia-re-chinh-tri-sau-sac.html,,,,
43,Hồ Chí Minh Chân Dung Và Di Sản,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786045862780_1.jpg,NHÂN VẬT - SỰ KIỆN ,Phan Văn Hoàng,"
Hồ Chí Minh Chân Dung Và Di Sản
Chủ tịch Hồ Chí Minh cống hiến trọn đời mình cho sự nghiệp cách mạng Việt Nam và cho công cuộc giải phóng các dân tộc bị áp bức trên toàn thế giới.
Tư tưởng vĩ đại, đạo đức tuyệt vời cũng như cuộc đời hoạt động sôi nổi của Người là nguồn cảm hứng vô tận cho rất nhiều nhà khoa học, nhà văn, nhà báo, nhà hoạt động chính trị, tôn giáo trong nước cũng như ở nước ngoài.
Nhân kỷ niệm lần thứ 127 năm ngày sinh của Chủ tịch Hồ Chí Minh (1890 - 2017), chúng tôi xin trân trọng giới thiệu với quý độc giả tuyển tập Hồ Chí Minh - Chân dung và Di sản gồm những bài viết tâm đắc của các giáo sư, tiến sĩ, nhà nghiên cứu, tướng lĩnh... viết về Hồ Chủ tịch.
Nội dung cuốn sách được chia thành hai phần: Chân dung Hồ Chí Minh và Di sản Hồ Chí Minh. Hai phần có mối quan hệ hữu cơ với nhau, nên sự phân chia chỉ mang tính tương đối: chân dung Hồ Chí Minh cũng là một di sản quý báu mà Người để lại cho dân tộc ta, và ngược lại, di sản Hồ Chí Minh càng làm cho chân dung của Người thêm phần rực rỡ.
 
",115.000 đ,,NXB Tổng hợp TP.HCM,05-2017,23 x 15,Bìa Mềm,407,,https://www.fahasa.com/ho-chi-minh-chan-dung-va-di-san.html,,,,
44,Danh Nhân Quân Sự Việt Nam,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_37933.jpg,NHÂN VẬT - SỰ KIỆN ,Lê Minh Quốc,"
Sách viết về 17 danh nhân quan sự Việt Nam:
1. Ngô Quyền
2. Đinh Bộ Lĩnh
3. Lê Hoàn
4. Lý Thường Kiệt
5. Trần Quốc Tuấn
6. Lê Lợi
7. Nguyễn Huệ
8. Trương Định
9. Võ Duy Dương
10. Nguyễn Trung Trưc
11. Hoàng Hoa Thám
12. Tôn Thất Thuyết
13. Phan Đình Phùng
14. Nguyễn Duy Hiệu
15. Đinh Công Tráng
16. Nguyễn Thiện Thuật
17. Võ Nguyên Giáp.
Đây là tập sách hay, có giá trị lịch sử và văn học, qua nghệ thuật viết theo lối kể chuyện với việc tổng hợp các dữ liệu công phu, hấp dẫn. 
",125.000 đ,,NXB Trẻ,2020,23 x 15.5 cm,Bìa Mềm,316,,https://www.fahasa.com/danh-nhan-quan-su-viet-nam.html,,,,
45,Kỷ Niệm Thời Thơ Ấu,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/k/y/kyniemthoithoau_1.jpg,NHÂN VẬT - SỰ KIỆN ,Hoàng Thị Thế,"
Kỷ Niệm Thời Thơ Ấu
Hồi ký con gái Hoàng Hoa Thám dịch từ nguyên bản viết tay bằng tiếng Pháp
Hoàng Hoa Thám tức Đề Thám, một trong những gương mặt quan trọng nhất của lịch sử Việt Nam trong cuộc xung  đột với Pháp, ông để lại một nguời con gái, Hoàng Thị Thế đã có một vận mệnh khác thường, cùng một người con trai sinh năm 1908, Hoàng Hoa Phồn, còn có tên Hoàng Bùi Phồn hay Hoàng Văn Vi, đã qua đời năm 1945.
Sinh ngày 31-3-1901 ở Phồn Xương, Hoàng Thế được hứa hôn với một người con của hoàng  đế Trung Hoa lúc lên ba. Tháng 6 năm 1909, bà cùng mẹ bị người Pháp bắt. Lúc đầu được Bouchet nhận trông nom, sau giao cho nhà tư sản Nguyễn Hữu Thu ở Hải Phòng chăm sóc. Sau khi theo học trường Tây ở Bắc kỳ, bà bị đưa sang Pháp năm 1917 . Bà được Albert Sarraut (Toàn quyền Đông Dương) nhận làm con nuôi, và cho theo học ở trường nội trú Jeanne D’Arc  ở Biarritz. Bà lấy tên là Marie Beatrice Destham.
Năm 1925, học xong tú tài phần một, bà  được đưa về Việt Nam làm thủ thư ở Phủ Thống sứ Bắc Kỳ. Năm 1927, bà được đưa trở lại Pháp. Trở lại Paris, Albert Sarraut giới thiệu bà như là công chúa. Tổng thống nước Cộng hòa Paul Doumer, trở thành người cha đỡ đầu và cấp cho bà một khoản trợ cấp gây nên nhiều tranh cãi. Năm 1930, bà bắt đầu đóng phim. Vai diễn đầu tiên là vai một công chúa Trung Hoa tên là Li-Ti trong phim La Lettre (Bức thư) do hãng Paramout sản xuất tại Paris. Năm 1931 bà kết hôn với ông Robert Bourgès – người Pháp gốc Bỉ, sinh được một con trai là Jean Marie Bourgès (1935), bà tiếp tục có các vai diễn trong các phim  La donna Bianca (1931),  Le secret de l’émeraude (1935).
Năm 1940 bà ly hôn. Năm 1959, bà được Tổng thống Ngô Đình Diệm, người kế nhiệm vua Bảo  Đại, mời về Sài Gòn. Trong một chuyến công cán sang Paris, người em dâu của tổng thống, bà Ngô Đình Nhu, định thuyết phục bà trở về, nhưng không có kết quả.
Khoảng năm 1960-1961 Bà quyết định trở về Hà Nội với sự giúp đỡ của Phan Kế Toại, Phó Thủ tướng nước Việt Nam Dân Chủ Cộng Hòa, vì thấy đây là một lợi thế về chính trị với danh nghĩa Đề Thám.
Ban đầu bà về sống ở Hà Bắc. Năm 1974, bà về Hà Nội và sống tại phòng 31, khu tập thể Văn chương.
Kỷ niệm thời thơ ấu, được viết năm 1963 tại Hà Bắc (nay là Bắc Ninh và Bắc Giang). Đây là những dòng hồi ức chân thực về tuổi thơ về cuộc sóng gió của gia đình, đánh dấu những giai đoạn đấu tranh và trốn tránh trong núi rừng Yên Thế. 
TÁC GIẢ:
Hoàng Thị Thế (1901-1988) 
con gái thủ lĩnh nghĩa quân Yên Thế Hoàng Hoa Thám. Mẹ là Đặng Thị Nho, tục gọi là bà Ba Cẩn, vợ ba đồng thời là cộng sự của thủ lĩnh Đề Thám. Năm 1909 bà cùng mẹ bị bắt trong chiến dịch tấn công cuối cùng của quân Pháp vào Yên Thế. Mẹ bà bị kết án đày sang đảo Guyanne (Nam Mỹ) thuộc Pháp, rồi qua đời vì bệnh lao ở trại cách ly Alger trên đường đi, ngày 25-11-1910.
Năm 16 tuổi (1917) Hoàng Thị Thế được Albert Sarraut, Toàn quyền Đông Dương lúc bấy giờ đưa sang Pháp. Năm 1931 bà lấy người chồng Pháp tên là Robert Bourgès. Năm 1932, bà là người sơ cứu đầu tiên cho cha đỡ đầu, Paul Doumer, Tổng thống Cộng hòa Pháp bị ám sát.
Năm 1961, bà về sống ở Việt Nam. Hồi ký Kỷ niệm thời thơ ấu  được bà viết ở Hà Bắc năm 1963. 
",85.000 đ,,NXB Khoa Học Xã Hội,10-2017,14 x 20.5,Bìa Mềm,200,,https://www.fahasa.com/ky-niem-thoi-tho-au.html,,,,
46,Tưởng Nhớ Bác Hồ Vĩ Đại,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_34839.jpg,NHÂN VẬT - SỰ KIỆN ,Hải Ngọc Thái Nhân Hòa,"
Thật là may mắn cho tôi khi được đọc tập bản thảo sách Tưởng nhớ Bác Hồ vĩ đại của Nhà nghiên cứu Thái Nhân Hòa mà bạn bè thường gọi anh một cách thân mến bằng bút danh Hải Ngọc. May mắn là vì tuổi đời của tôi nay đã qua tuổi 80, nhưng vẫn còn ham muốn nghiên cứu về Bác Hồ, viết về Bác Hồ, kể chuyện Bác Hồ cho con cháu và người thân mình nghe, nay lại gặp được bạn cố tri cho xem một bản thảo mà anh đã hướng về Bác để hành động, để viết và để suy tư.
 Mở đầu tập bản thảo, tác giả đã dẫn lại hai tác văn vĩ đại có giá trị xuyên thế kỷ của Chủ tịch Hồ Chí Minh - Người anh hùng dân tộc, nhà văn hóa của nhân loại, nhà chính trị lỗi lạc, nhà thơ khoáng đạt và thanh cao. Đó là hai công trình văn viết đã đi vào lịch sử của dân tộc Việt Nam: TUYÊN NGÔN ĐỘC LẬP và DI CHÚC của Người.
 Tác giả không có ý định nghiên cứu, phân tích hai tác phẩm nói trên, vì rằng không có sự nghiên cứu, phân tích
nào có thể nói hết, nói đủ giá trị khoa học và nhân văn của hai tác phẩm này. Hình như, tác giả có ý định tự rèn luyện mình, đã từng làm theo lời Bác và nay tuổi đã ngoài 80 vẫn tâm nguyện làm theo lời Bác Hồ dạy. Bởi vì, tinh thần thiêng liêng của hai tác phẩm nói trên đã thu hút suốt cuộc đời của tác giả.
 Là một nhà trí thức đã từng làm công việc dạy học, giảng viên thông tấn, báo chí, huấn luyện viên tuyên huấn và khảo sát thực địa vùng đất thép Củ Chi khi cuộc chiến còn nóng bỏng cho đến lúc làm công tác hành chính ngồi vào chiếc ghế Tòa Đô chính sau ngày 30 tháng 4 năm 1975, cho đến khi tư duy viết hàng chục tác phẩm sách đã công bố và đã về hưu từ lâu, tác giả vẫn giữ vững được “niềm tin và sức mạnh”.
 Xin chúc anh khỏe mãi và chưa phải già để giữ vững bản lĩnh đã sẵn có. Học tập được ở Anh rất nhiều. Xin cảm ơn.

Thành phố Hồ Chí Minh, tháng 3 năm 2016
GS. MẠC ĐƯỜNG
Nguyên Viện trưởng Viện Khoa học Xã hội
tại Thành phố Hồ Chí Minh 
",60.000 đ,,NXB Tổng Hợp TPHCM,2016,20.5 x 14.5 x 1 cm,Bìa Mềm,232,,https://www.fahasa.com/tuong-nho-bac-ho-vi-dai.html,,,,
47,Võ Nguyên Giáp - Hào Khí Trăm Năm (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244718_1_1005.jpg,NHÂN VẬT - SỰ KIỆN ,Trần Thái Bình,"
Bên cạnh những sự kiện lịch sử đã quen thuộc với tất cả mọi người mà quyển sách dạng biên niên sử này không thể bỏ qua, 100 đề mục được thể hiện ở đây còn mang lại những thông tin lý thú về cuộc đời Đại tướng Võ Nguyên Giáp.
Tại sao ông lại làm được quá nhiều điều đến thế trong sự hữu hạn của đời người?
Tại sao những điều ông đã làm được lại tỏ ra nghiệm đúng hơn cả trong sự vô hạn của những phương án?
Kéo pháo vào rồi kéo pháo ra, lúc thì đánh chắc tiến chắc, lúc lại thần tốc, thần tốc hơn nữa, rồi xây dựng nền kinh tế tri thức làm then chốt bên cạnh chú trọng kinh tế biển đảo...
Người đọc có thể thấy được tính hợplý và linh hoạt của một cách đánh, một cách nghĩ, một cách làm, một cách sống mang tinh thần Võ Nguyên Giáp, vừa táo bạo phi thường, lại vừa gần gũi tình người. Trên hành trình gian lao và không ngừng nghỉ đó, toát lên một hào khí của một thời đại sôi động của đất nước, mà Đại tướng Võ Nguyên Giáp là nhân vật nổi bật xâu chuỗi tất cả. 
",200.000 đ,,NXB Trẻ,2021,23 x 15.5 cm,Bìa Mềm,468,,https://www.fahasa.com/vo-nguyen-giap-hao-khi-tram-nam-tai-ban.html,,,,
48,Di Sản Hồ Chí Minh - Di Chúc Của Chủ Tịch Hồ Chí Minh (Khổ Nhỏ) (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_187398.jpg,NHÂN VẬT - SỰ KIỆN ,Hồ Chí Minh,"
Bản in Di chúc của Chủ tịch Hồ Chí Minh được thể hiện bằng hình thức mới nhỏ gọn và nhẹ, thuận tiện cho người đọc ở mọi lúc, mọi nơi. 
",25.000 đ,,NXB Trẻ,2019,9 x 12.5,Bìa Mềm,52,,https://www.fahasa.com/di-san-ho-chi-minh-di-chuc-cua-chu-tich-ho-chi-minh-kho-nho-tai-ban-2019.html,,,,
49,Ông Già Nhìn Ra Thế Giới,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974147176_1.jpg,NHÂN VẬT - SỰ KIỆN ,Lý Quang Diệu,"
Ông Già Nhìn Ra Thế Giới
Sinh năm 1923, cuộc đời chính trị của cựu thủ tướng Singapore Lý Quang Diệu có liên quan mật thiết tới nhiều sự kiện quốc tế. Ông từng hội kiến các lãnh đạo chủ chốt của Trung Quốc từ Mao Trạch Đông tới Tập Cận Bình và thân thiết với các tổng thống Hoa Kỳ từ Lyndon Johnson tới Barack Obama.Trong quyển sách này, Lý Quang Diệu dựa trên kinh nghiệm phong phú và hiểu biết sâu rộng của mình để đưa ra quan điểm về thế giới đương đại với tầm nhìn hai mươi năm sau. Nhưng đây không phải một quyển sách giáo khoa bàn chuyện địa chính trị khô khan cũng như không nhằm tiết lộ những thâm cung bí sử trong những sự kiện thế giới. Thay vào đó, tác phẩm này phản ánh những quan điểm của ông về thế giới hiện tại trên phạm vi rộng lớn từ Mỹ, Trung Quốc tới châu Á và châu Âu. Trong bối cảnh ấy, ông phân tích sâu sắc các vấn đề xã hội cũng như tâm lý người dân và từ đó rút ra kết luận về cơ hội tồn tại của dân tộc đó và vị thế của họ trên thang bậc quyền lực tương lai.Với văn phong giản dị, điềm đạm và không ngại động chạm, ông mô tả một Trung Quốc vẫn ám ảnh với sự cai trị của một nhà nước trung ương tập quyền trên con đường trỗi dậy mãnh liệt; một Hoa Kỳ rồi đây phải chia sẻ ngôi vị thống trị độc tôn của mình bất chấp nền kinh tế đất nước này vẫn luôn luôn năng động; và một châu Âu luôn phải vật lộn với những thách thức nhằm duy trì liên minh để tồn tại. Quan điểm thẳng thắn và thường gây ngạc nhiên của ông - về lý do Nhật Bản khép kín với người nước ngoài, vì sao Mùa xuân Ả rập sẽ không mang lại phổ thông đầu phiếu cho Trung Đông, và vì sao nỗ lực ngăn chặn hiện tượng ấm lên toàn cầu sẽ không hiệu quả bằng cách chuẩn bị sẵn sàng khi nó diễn ra – khiến cho ấn phẩm này trở nên mới mẻ và có sức lôi cuốn khác thường. Lý Quang Diệu kết thúc tác phẩm bằng cái nhìn hướng tới viễn cảnh của Singapore – mối quan tâm của tất cả đời ông – và cũng hé mở đôi chút cho độc giả liếc qua cuộc sống riêng của mình cũng như cách ông chuẩn bị để giã biệt thế giới này. 
",210.000 đ,,NXB Trẻ,2017,23.3 x 15.5 x 1 cm,Bìa Mềm,332,,https://www.fahasa.com/ong-gia-nhin-ra-the-gioi-158476.html,,,,
50,Kể Chuyện Bác Hồ - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_34851.jpg,NHÂN VẬT - SỰ KIỆN ,"Trần Ngọc Linh, Lương Văn Phú, Nguyễn Hữu Đảng","
Bộ sách là tài liệu vô giá giúp ích nhiều trong việc giáo dục và rèn luyện tuổi trẻ học đường học tập tư tưởng Hồ Chí Minh đặc biệt góp phần hình thành nhân cách và giáo dục đạo lý sống, đạo lý làm người giúp các em học sinh phấn đấu để trở thành những con người hoàn mỹ.
Bộ sách xứng đáng được đặt ở vị trí trang trọng nhất trong thư viện các trường học và tủ sách của mỗi gia đình. 
",42.000 đ,,NXB Giáo Dục Việt Nam,2017,20.3 x 14.3 x 1 cm,Bìa Mềm,248,,https://www.fahasa.com/ke-chuyen-bac-ho-tap-2-2015.html,,,,
