,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu,tên dách
10,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/d/e/den_khong_hat_bong_tb6-01.jpg,Văn học kinh điển – cổ điển,NXB Hội Nhà Văn,"
Đèn không hắt bóng là tác phẩm văn học nổi tiếng nhất của Wanatabe Dzunichi – vừa là nhà văn vừa là Tiến sĩ Y khoa. Nhiều thế hệ thuộc lòng tiểu thuyết độc đáo này, bởi không khí xám bạc dịu dàng đặc trưng của Nhật Bản, bởi sự dằn vặt muôn thuở trước sự sống và cái chết, sự song hành giữa tình yêu và cô độc.

Tinh hoa văn học của nhân loại nào cũng cần được khám phá và tái khám phá. Mỗi tác phẩm lớn là một sự kỳ diệu và mỗi lần ta tìm đến là thực hiện những cuộc phiêu lưu hoan lạc. Đến với tiểu thuyết Đèn Không Hắt Bóng là chúng ta đang bước vào cánh cửa thứ nhất của Tủ sách tinh hoa văn học - cánh cửa với những tác phẩm được dịch trọn vẹn và giới thiệu cả tác giả lẫn tác phẩm trong bối cảnh văn hoá với những đặc điểm thiết yếu - cánh cửa Kiệt Tác. Tiểu thuyết Đèn Không Hắt Bóng là tác phẩm nổi tiếng nhất của Watanabe Dzunuchi được viết trong giai đoạn khoảng năm 1971.
Đèn Không Hắt Bóng không đơn thuần kể về đời sống bệnh viện. Nhìn ở góc độ khác, nó là câu chuyện tình yêu lạnh lùng, bí ẩn và đau đớn. Mối quan hệ giữa Noriko và bác sĩ Naoê phải chăng là tình yêu một chiều? Đứng bên cạnh vị bác sĩ tài hoa, hình ảnh của Noriko khá lặng lẽ. Yêu Naoê, tự nguyện gắn bó với anh, cô vẫn phải chứng kiến hàng loạt mối quan hệ bất thường của Naoê với những phụ nữ khác, từ vợ và con gái của bác sĩ viện trưởng, cô gái quán bar, cho đến nàng ca sĩ ngôi sao… Nhưng đau khổ hơn hết, cô nhận ra Naoê là một pháo đài riêng, không cho cô thâm nhập, ngay cả những giây phút gần gũi nhất cả về thân xác lẫn tình cảm.
Chỉ đến khi Naoê mất đi, bức màn bí mật mới được vén lên. Giữa bao nhiêu phụ nữ vây quanh, Naoê chỉ yêu một mình Noriko. Cô chính là mảnh gương cuộc đời để anh soi vào, là chỗ bấu víu duy nhất trong những cơn đau đớn tuyệt vọng vì cái chết gần kề… Nhưng vì kiêu hãnh và xót thương, anh không bao giờ phơi bày sự thật với cô. Tình yêu bền bỉ của Noriko đã được đền đáp, dù muộn mằn…

  
",198.000 đ,,,,,,,,,,,,,Đèn Không Hắt Bóng (Tái Bản 2018)
11,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935230005032.jpg,Văn học kinh điển – cổ điển,NXB Văn Học,"
Đất Rừng Phương NamCâu chuyện mượn hình ảnh một cậu bé bị lưu lạc trong thời kỳ kháng chiến chống Pháp ở Nam bộ để giới thiệu Đất rừng Phương Nam. Nơi đó, một vùng đất vô cùng giàu có, hào phóng và hùng vĩ với những con người trung hậu, trí dũng, một lòng một dạ theo kháng chiến.
Đất rừng phương Nam của Đoàn Giỏi như một xã hội của miền sông nước Tây Nam bộ thu nhỏ. Bởi ở nơi đó, người đọc đã tìm thấy hình ảnh người dân của vùng đất phương Nam từ sông Tiền, sông Hậu trải dài đến Kiên Giang - Rạch Giá, rồi xuống tận rừng U Minh, sau đó dừng lại ở Năm Căn Cà Mau. Bối cảnh trong Đất rừng phương Nam là cả một đất trời thiên nhiên ưu đãi, cánh đồng bát ngát mênh mông, sóng nước rì rầm, rừng rậm bạt ngàn trù phú, thú rừng hoang dã muôn loài...Có thể nói truyện đã mang đến cho người đọc nhiều thú vị. 
",62.000 đ,,,,,,,,,,,,,Đất Rừng Phương Nam
12,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_10168.jpg,Văn học kinh điển – cổ điển,NXB Văn Học,"
Trên con tàu ra đảo tìm kiếm kho vàng bọn cướp biển cất giấu xảy ra một chuyện bất ngờ: Chính tên cướp này đã trà trộn vào đoàn thủy thủ, hòng tương kế tựu kế.
Đảo Giấu Vàng là một chuyến phiêu lưu của cậu bé Jim Hawkin cùng những người bạn của mình đi tìm kho báu của băng cướp biển Flint. Thủy thủ già ( Bill Bones ) đến ở trọ, và vô tình lộ ra việc hắn ta vốn là thành viên cũ của băng cướp biển do thuyền trưởng Flint huyền thoại, đang trốn chạy đồng bọn. Trước khi chết, Bill đã tiết lộ cho Jim về kho báu của bằng Flint với bản đồ của Bill - người đã từng ở trong băng đản của Flint, Jim bắt đầu cuộc đối đầu đầy mạo hiểm với bọn cướp biển trên hành trình tới đảo giấu vàng để tìm ra kho báu.
Với những tình tiết hồi hộp thót tim, những nhân vật lạ lùng độc đáo, Đảo Giấu Vàng là một trong những tác phẩm xuất sắc nhất của tác giả Robert Louis Stevenson, được cả các nhà phê bình và bạn đọc đánh giá cao, với hơn 50 lần được đưa lên màn ảnh và sân khấu. 
",69.000 đ,,,,,,,,,,,,,Đảo Giấu Vàng
13,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_41509.jpg,Văn học kinh điển – cổ điển,Đỗ Ca Sơn,"
Trong chuyến săn tìm một sinh vật lạ mới xuất hiện ngoài biển khơi, đoàn thám hiểm của giáo sư Pierre Aronnax bất ngờ bị một con vật khổng lồ nuốt chửng vào bụng. Nhưng nhờ đó, họ đã được chu du khắp đại dương cùng thuyền trưởng Nemo...
Câu chuyện dẫn dắt bạn đọc vào cuộc phiêu lưu khám phá về quái vật biển kỳ bí, đám ma trang nghiêm của đại dương, vô vàn kho báu trong lòng biển xanh sâu thẳm và Nam Cực đầy rẫy những hiểm nguỷ... qua từng trang sách với những cảnh tượng hùng vĩ, tráng lệ đầy màu sắc, rung động lòng người. 
",98.000 đ,,,,,,,,,,,,,Hai Vạn Dặm Dưới Đáy Biển (Tái Bản 2020)
14,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_192690.jpg,Văn học kinh điển – cổ điển,NXB Văn Học,"
Những Ngày Thơ Ấu ""Những ngày thơ ấu có thể coi là một phẩm xuất sắc. Đây là tập hồi ký về tuổi thơ ghi lại những rung động cực điểm của một linh hồn trẻ dại"" - Thạch Lam ""Một nghệ sĩ đã thực hiện hết mình, đã mang được vào sự nghiệp sáng tác hết tất cả những cái đáng giá nhất mà mình muốn nói với người đời, là một người sung sướng nhất… Nguyên Hồng là nhà văn đã có cái hạnh phúc tuyệt vời ấy"" - Như Phong Trích đoạn Thầy tôi đã lạnh lùng đứng dậy, đi vào nhà trong mặc bà tôi ngồi kể lể. Tôi nhìn nét mặt thầy tôi thấy sao mà dữ, mà sợ. Chờ thầy tôi khuất hẳn, tôi vội trèo lên giường bà tôi, lay vai bà tôi, rơm rớm nước mắt nói: - Bà! Bà đừng khóc nữa. Cậu bán nhà này của bà đi rồi cậu làm nhà khác mà. Một giọng mếu máo đáp: - Có làm thêm mấy cái đèn bàn nữa đấy! Bố mẹ mày giết tao...Hồng ơi!... Tôi càng lay mạnh vai bà tôi: - Cậu con không làm được thì lớn lên con đi học con làm cho bà. Bà nín đi... 
",36.000 đ,,,,,,,,,,,,,Những Ngày Thơ Ấu (Tái Bản 2019)
15,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/t/r/tram_nam_co_don-01.jpg,Văn học kinh điển – cổ điển,"Nguyễn Trung Đức, Phạm Đình Lợi, Nguyễn Quốc Dũng","
Trăm Năm Cô Đơn
“Chỉ với một bước nhảy, Gabriel García Márquez đã vụt lên ngang hàng với Günter Grass và Vladimir Nabokov.”
- The New York Times
 
“Xuất sắc, hỗn độn, với tầm ảnh hưởng lớn…  Một thiên tiểu thuyết vĩ đại và đầy tính nhạc.”
- The Times
 
Ở Mỹ Latin, ai ai cũng đọc tác phẩm này, từ các giáo sư cho đến dân lao động và cả gái điếm.”
- The Sydney Morning Herald 
",169.000 đ,,,,,,,,,,,,,Trăm Năm Cô Đơn
16,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/1/1/11111111_2.jpg,Văn học kinh điển – cổ điển,NXB Văn Học,"
Làm Đĩ - Tái Bản 2019 (Bìa Cứng)
Vũ Trọng Phụng sinh năm 1912 tại Hà Nội trong một gia đình nghèo. Chính quê nhà văn ở làng Hảo (tức Bần, Yên Nhân, huyện Mỹ Hào, tỉnh Hưng Yên).
Vũ Trọng Phụng có truyện ngắn đăng trên nhiều tờ báo từ năm 1930. Tác phẩm của nhà văn hầu hết đăng báo trước khi in thành sách.
Tác phẩm chính: Không một tiếng vang (kịch, 1931), Cạm bẫy người (phóng sự, 1933), Dứt tình (tiểu thuyết, 1934), Kỹ nghệ lấy Tây (phóng sự, 1934), Giông tố (tiểu thuyết, 1936), Cơm thầy cơm cô (phóng sự, 1936), Vỡ đê (tiểu thuyết, 1936), Số đỏ (tiểu thuyết, 1936), Làm đĩ (tiểu thuyết, 1936), Lấy nhau vì tình (tiểu thuyết, 1937), Lục sì (phóng sự, 1937), Trúng số độc đắc (tiểu thuyết, 1938),... và nhiều truyện ngắn.
Ông mất ngày 13 tháng 10 năm 1939 vì bệnh lao.
Làm đĩ là một trong số những cuốn sách gây ra nhiều cuộc tranh luận trong hơn suốt nửa thế kỷ qua. Từ Nhất Linh, Thái Phỉ, Hoài Thanh trước đây đã có khá nhiều bài đăng trên các báo Tân văn, Tương lai, Ngày nay, Hà Nội báo... phê phán quan niệm văn chương của Vũ Trọng Phụng xung quanh tiểu thuyết Làm đĩ của ông; cho đến Hoàng Văn Hoan sau này, khi Vũ Trọng Phụng đã mất gần 25 năm, còn cố tình tìm mọi lời lẽ sặc mùi chính trị phê phán Làm đĩ là một cuốn sách dâm uế và có hại cho sự giáo hóa đạo đức và luân lý đối với thế hệ trẻ Việt Nam.(Vũ Trọng Phụng) 
",90.000 đ,,,,,,,,,,,,,Làm Đĩ - Tái Bản 2019 (Bìa Cứng)
17,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/3/5/35527339_1563528910423120_8015870289713823744_n.jpg,Văn học kinh điển – cổ điển,Huỳnh Lý,"
Không Gia Đình
KHÔNG GIA ĐÌNH kể về cuộc đời của cậu bé Rémi. Từ nhỏ, Rémi đã bị bắt cóc, rồi bị bố nuôi bán cho một đoàn xiếc thú. Em đã theo đoàn xiếc ấy đi lưu lạc khắp nước Pháp.
Rémi đã lớn lên trong gian khổ và lao động để sống. Lúc đầu em được sự dạy bảo của cụ Vitalis, về sau thì tự lập. Không những lo cho mình, em còn lo việc biểu diễn và kiếm sống cho cả một gánh hát rong… Nhưng dù ở đâu, trong cảnh ngộ nào, em vẫn noi theo nếp rèn dạy của cụ Vitalis giữ phẩm chất làm người. Đó là lòng yêu lao động, tự trọng, ngay thẳng, biết nhớ ơn nghĩa và luôn luôn muốn làm người có ích.
KHÔNG GIA ĐÌNH luôn cuốn hút, hấp dẫn người đọc vì đây chính là những cuộc phiêu lưu của lòng dung cảm và tình cảm gia đình. KHÔNG GIA ĐÌNH là quyển sách hay nhất về giáo dục, xứng đáng nhận giả thưởng của Viện Hàn lâm Văn học Pháp. 
",132.000 đ,,,,,,,,,,,,,Không Gia Đình
18,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_236472.jpg,Văn học kinh điển – cổ điển,Jack Frogg,"
“Vậy ra đó là kết cục của ái tình. Tổn thương và bị tổn thương...” 
Olivia là một thiếu nữ Anh Quốc với tâm hồn nhạy cảm, rung động sâu sắc trước nghệ thuật, và đặc biệt giàu cảm xúc. Cuộc đời mang đến cho cô đầy hứa hẹn ở tuổi trăng tròn khi cô được gia đình gửi tới một ngôi trường nữ sinh thượng lưu ở Pháp. Song nơi lẽ ra phải là vườn địa đàng màu mỡ này lại trở thành đại dương đầy sóng gió với tâm hồn non trẻ kia, khi từng ngày trôi qua, cảm xúc kì lạ của Olivia đối với cô giáo Julie xinh đẹp và cuốn hút ngày một lớn dần và đậm sâu. Nhưng đời tư của Julie lại không đơn giản như Olivia những tưởng. Khi mối quan hệ giữa hai người ngày càng thân mật, vòng xoáy của âm mưu và giông bão ngấm ngầm ẩn dưới vẻ ngoài xinh đẹp của mọi sự vật và con người nơi đây. Năm học ấy dường như đã được định sẵn là sẽ kết thúc trong bi kịch.
“Tôi từng nghĩ rằng một ngày nào đó mình sẽ viết một cuốn tiểu thuyết như OLIVIA. Tôi sẽ đặt tên nó là gì nhỉ? Cái tựa sách dường như rất hiển nhiên vào thời điểm ấy. Tôi sẽ gọi nó là ‘Oliver’. Nhưng rồi tôi nghĩ lại và gọi cuốn sách ấy bằng một cái tên khác. … Tôi đã đọc OLIVIA rất, rất nhiều lần, mua cuốn sách này cho vô số bạn bè, và coi nó như nguồn cảm hứng cho CALL ME BY YOUR NAME.” - ANDRÉ ACIMAN
“Một kiệt tác nho nhỏ.” - ANDRÉ GIDE
“Một cái nhìn thoáng qua tuyệt đẹp về ngọn lửa mong manh của tình yêu… OLIVIA là một tuyệt tác vào thời điểm cuốn sách được viết nên gần 100 năm trước, và tới ngày nay vẫn vậy. OLIVIA không chỉ vững vàng trước thách thức của thời gian, mà nhờ việc tinh tế chú tâm tới ngôn ngữ, cảm xúc, nhờ quyết tâm hết mình ươm mầm những xúc cảm và khát khao nơi người đọc, cuốn sách dễ dàng vượt lên trên nhiều câu chuyện tích cực hơn tiêu biểu cho văn học đồng tính hiện đại.” - POPMATTERS
DOROTHY STRACHEY (1865 - 1960) còn được biết đến dưới tên Dorothy Bussy, là một thành viên xuất chúng của Nhóm Bloomsbury và là chị gái của nhà văn Lytton Strachey. Bà cũng là một người bạn thân thiết của nhà văn André Gide, và đã dịch các tác phẩm của ông sang tiếng Anh. Dorothy kết hôn với hoạ sĩ Simon Bussy vào năm 1903. Cáo phó của bà trên tờ Times (London) miêu tả bà là “một con người duyên dáng, dí dỏm, vui tính và vui vẻ”.
Olivia là tiểu thuyết duy nhất của Dorothy Strachey, hầu như được viết dựa trên trải nghiệm của chính bà trong trường nội trú ở Pháp. Bà sử dụng chính bút danh “Olivia” trong lần xuất bản đầu tiên của tác phẩm này vào năm 1949. Dorothy Strachey đề tặng Olivia cho nhà văn Virginia Woolf.
---
Một ấn phẩm của WINGS BOOKS - Thương hiệu sách trẻ của NXB Kim Đồng. 
",50.000 đ,,,,,,,,,,,,,Olivia
19,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936067597264.jpg,Văn học kinh điển – cổ điển,"Kim Ân, Mộng Quỳnh","
Bông Hồng Vàng Và Bình Minh Mưa
Lời giới thiệu
K. G. Paustovsky (31/5/1892, 14/7/1968), là một nhà văn Nga nổi tiếng với thể loại truyện ngắn. Những tác phẩm vừa hiện thực vừa trữ tình, chất thơ trong văn xuôi cùng lối kể chuyện nhẹ nhàng của Pauxtôpxki đánh thức những rung động mỏng manh, khẽ khàng của tâm hồn, mở ra chiều sâu thăm thẳm của cái đẹp ẩn giấu sau những điều bình dị, giản đơn. Mỗi câu chuyện của Pauxtôpxki là một bài ca ngọt ngào về tình yêu con người và cuộc sống. Đặc biệt, bầu không khí trong ngần bao quanh thế giới nhân vật Pauxtôpxki để lại ấn tượng sâu đậm trong kí ức người viết cũng như bao bạn đọc từng tiếp xúc với tác phẩm của ông ngay từ lần đầu tiên.
Bông hồng vàng và bình minh mưa lấy bối cảnh nước Nga trước thế chiến thứ II, một cuốn sách êm đềm, nhẹ nhàng viết về thế giới của những người con nước Nga bình dị, đôn hậu và lóng lánh chất thơ. Những câu chuyện viết ra không có những câu văn cao vời, uốn lượn, không có những triết lý sâu xa, bằng lối viết giản dị, dịu dàng, đầy chất thơ, Pautopxki  đã khắc sâu vào trong lòng người đọc những tình cảm giữa cha mẹ với con, tình yêu đôi lứa, tình làng nghĩa xóm… của con người nước Nga những năm đầu thế kỷ trước. Trong đó, ngay cả nỗi buồn cũng trong trẻo và lãng mạn, đẹp như một bản thánh ca du dương. Thông qua tác phẩm đầy tính nhân văn này, Paustovski nhắc nhở chúng ta về những điều đẹp đẽ, những hạnh phú giản đơn mà chúng ta đã vô tình lãng quên trong cuộc sống vội vã của mình. 
",113.000 đ,,,,,,,,,,,,,Bông Hồng Vàng Và Bình Minh Mưa
20,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_48045.jpg,Văn học kinh điển – cổ điển,Mạch Chương,"
Emily Jane Bronte (30 tháng 7 năm 1818 - 19 tháng 12 1848) là tiểu thuyết giâ và là nhà thơ người Anh . Trong ba chị em nhà Bronte sống sót cho đến khi trưởng thành , Emily là người thứ hai , cô cả là Charlotte và em út là Anne.
Năm 1847 , Emily xuất bản cuốn tiểu thuyết duy nhất của mình , Đồi gió hu , thành 2 tập trong bộ 3 tập (tập cuối cùng là Agnes Grey do em gái Anne viết). Cấu trúc sáng tạo của tác phẩm làm các nhà phê bình bối rối . Mặc dù có nhiều ý kiến phê bình trái ngược khi mới xuất bản , nhưng sau đó Đồi gió hú trở thành một tác phẩm văn học kinh điển trong văn học Anh .  
",98.000 đ,,,,,,,,,,,,,Đồi Gió Hú
21,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_16197.jpg,Văn học kinh điển – cổ điển,Đỗ Lan Phương,"
Tây du ký (gần 100 hình minh hoạ)(trọn bộ 2 tập)
Tác giả Ngô Thừa Ân là một tiểu thuyết gia kiệt xuất của thời nhà Minh, tự là Nhữ Trung, hiệu Tạ Dương Sơn Nhân, là người ở Sơn Dương phủ Hoài An (nay là huyện
Hoài An, tỉnh Sơn Tây, Trung Quốc).
“Tây du ký” là một cuốn tiểu thuyết chương hồ tỏa ra mạnh mẽ hơi thở của chủ nghĩa lãng mạn, cũng là đỉnh cao của các tiểu thuyết huyền thoại trong lịch sử văn học Trung Quốc. Cùng với “Thủy hử”, “Tam quốc diễn nghĩa”, “Hồng lâu mộng”, “Tây du ký” được coi là bốn tác phẩm kinh điển của văn học cổ điển Trung Hoa. Tác phẩm giàu trí tưởng tượng, phép nhân hóa xuất thần, đã đạt tới đỉnh cao của sự sáng tạo, vì vậy trải qua hơn 400 năm mà sức sống không hề suy yếu; từ người già đến trẻ nhỏ, từ phụ nữ đến nam giới đều yêu thích, có ảnh hưởng đến nhiều thế hệ độc giả. Học giả của nhà Thanh,  trương Thư Thân, đã từng bình luận: “Cuốn sách ‘Tây du ký’ từ khi bắt đầu đến khi kết thúc đều nói về những điều rất chân thành, những điều mới mẻ mà lương thiện. Đây thực sự là một cuốn sách tuyệt vời”.
Toàn bộ cuốn sách gồ 100 hồ, có thể chia ra làm ba phần chính, chủ yếu miêu tả những câu chuyện về việc Tôn Ngộ Không ra đời và đại náo thiên cung, Đường Tăng xuất thế và nguyên do đi lấy chân kinh, và sau đó là việc bốn thầy trò trải qua chín chín tám mươi mốt kiếp nạn, cuối cùng đã lấy được chân kinh. 
",395.000 đ,,,,,,,,,,,,,Tây Du Ký (Trọn Bộ 2 Tập)
22,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_16853.jpg,Văn học kinh điển – cổ điển,NXB Mỹ Thuật,"
Tiểu thuyết 80 ngày vòng quanh thế giới là một trong những tác phẩm tiêu biểu nhất của Jules Verne. Câu chuyện khoa học viễn tưởng dự đoán trước được tương lai. Bắt đầu từ một vụ đánh cược ngẫu hứng, cuộc hành trình ly kỳ và khó tin đã diễn ra.
Tính cách của nhân vật chính Phileas Fogg và các tình tiết xunh quanh chuyến đi vòng quanh thế giới đã tạo nên sức cuốn hút kỳ lạ với độc giả. Nhân vật Phileas Fogg đại diện cho mẫu người của khoa học, của lý trí, có đầu óc tổ chức chặt chẽ và tính chính xác đến từng chi tiết cuả cuộc sống, có tình trầm tĩnh, gan góc, quyết đoán, làm chủ được mình và mọi hoàn cảnh, đồng thời sau cái vẻ lạnh lùng của lý trí ấy lại là một tấm lòng nhân hậu...
80 ngày, một khoảng thời gian khít khao trên lý thuyết cùng vô vàn sự cố bất ngờ và những phá hủy hữu ý, cuộc hành trình có hoiàn thành trước thời hạn? Mời các bạn cùng khám phá!
Một cuốn tiểu thuyết khoa học viễn tưởng. """"Viễn tưởng"""" ở chỗ nó đi trước thời gian, nó thực hiện một điều chưa thực hiện được vào thời điểm bấy giờ. 
",88.000 đ,,,,,,,,,,,,,80 Ngày Vòng Quanh Thế Giới (Tái Bản 2019)
23,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_223588.jpg,Văn học kinh điển – cổ điển,Lê Việt Dũng,"
Thở xa lắm, giữa lòng nước Pháp thế kỷ XIX, có một câu chuyện...
Câu chuyện về cậu bé bất hạnh Rémi lang bạt trên dặm trường thiên lý, dấn thân giữa tất cả những bần cùng đói khổ và những xa hoa lộng lẫy. Cậu thiếu niên nhỏ tuổi đã đi qua biết bao miền quê, thấy biết bao cảnh đời, mỗi bước chân đều in dấu ấn của những câu chuyện kỳ lạ, có lúc hoan hỉ mừng vui, có khi thê lương đau đớn nhưng luôn lấp lánh tình người. Cuộc hành trình của Rémi với đoàn xiếc khỉ, chó, với những người thợ mỏ, với cậu bé hát rong người Ý đưa người đọc trải nghiệm mọi cung bậc cảm xúc: thích thú, bất ngờ, hồi hộp, thương tâm, thậm chí cả tuyệt vọng và dạy cho ta - những người chưa, đang, hay đã trưởng thành - những bài học thấm thía về ý chí, nghị lực và lao động chân chính...
Bàn về Không gia đình không cần bất cứ lời bình luận hoa mỹ nào khác, chỉ gói gọn trong hai từ: Kinh điển!
-----
TÁC GIẢ
Hector Malot (1830 - 1907) là một nhà văn chuyên viết tiểu thuyết người Pháo, được bạn đọc khắp nơi yêu mến. Ông gây được tiếng vang lớn ngay từ tác phẩm đầu tay - Những người tính (Les Amants), và giữ được phong độ ổn định trong suốt sự nghiệp cầm bút với hơn bảy mươi tác phẩm. Đặc biệt các tiểu thuyết như Không gia đình (1878), Trong gia đình (1893), Romian Kalbris (1869) là người bạn đồng hành của nhiều thế hệ độc giả nhỏ tuổi.
Các tác phẩm tiêu biểu:
- Les Victimes d'Amour (bộ 3 quyển)
- Romain Kalbris (1869)
- Không gia đình (Sans famille - 1878)
- Baccara (1886)
- Trong gia đình (En Famille - 1893)
-----
TRÍCH DẪN
""... Cảnh vắng lặng ấy khiến cho tôi đâm sợ. Sợ gì? Tôi không biết. Một nỗi sợ hãi mơ hồ lẫn với một nỗi buồn vô hạn làm cho nước mắt tôi chảy giàn giụa. Tôi cảm thấy hình như tôi sắp chết tại chỗ này..."" 
",168.000 đ,,,,,,,,,,,,,Không Gia Đình (Tái Bản)
24,,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_10165.jpg,Văn học kinh điển – cổ điển,NXB Văn Học,"
Hoa Tuy líp đen - một câu chuyện nhẹ nhàng, lãng mạn, và cổ tích – Hoa Tulip đen khác hẳn so với những gì mà trước đó Alexandre Dumas (cha) đã viết. Nó nhẹ nhàng, lãng mạn, như một câu chuyện cổ tích đẹp và có hậu.
Từ câu chuyện của mình, tác giả Alexandre Dumas đã thầm thì với người đọc của mọi thế hệ rằng, cuộc sống dù giữa biết bao nhiêu những khó khăn, biết bao nhiêu những biến động, nhưng giữa những điều đó, vẻ đẹp vẫn luôn được ươm mầm và sinh sôi. Đó là cuộc sống, quá khứ như thế, hiện tại là thế, tương lai cũng sẽ như vậy, nhưng vẫn luôn có những câu chuyện cổ tích, đẹp thật sự. Điều duy nhất mà chúng ta, dù ở thế hệ, thời đại nào đi nữa cần phải giữ gìn, đó chính là sự hi vọng, đó là vẻ đẹp sáng ngời nhất.
TriVietBooks phát hành cuốn sách, để giới thiệu cho độc giả thêm một tác phẩm nổi tiếng của Alexandre Dumas (cha), để biết rõ thêm về những câu chuyện tình yêu nhẹ nhàng, sâu lắng và đầy sự tương tác để giúp nhau tiến bộ, phát triển. 
",65.000 đ,,,,,,,,,,,,,Hoa Tuylip Đen
