,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
357,Paul Gauguin,https://salt.tikicdn.com/cache/280x280/ts/product/42/68/8b/ada5247aee1d04560679c81cb65367b2.jpg,Mỹ thuật – hội họa ,"Là một nhà du hành đích thực, Paul Gauguin ghi tên mình vào danh sách các họa sĩ Pháp vĩ đại nhất thế kỷ XIX như người mở đường cho nghệ thuật hiện đại. Ở Gauguin, ta thấy dấu vết của trường phái Tượn...",239200.0,22 x 29 cm,132.0,Laure Caroline Semmer,,,,,Paul Gauguin,https://salt.tikicdn.com/cache/280x280/ts/product/42/68/8b/ada5247aee1d04560679c81cb65367b2.jpg,Mỹ thuật – hội họa ,Laure Caroline Semmer,"Là một nhà du hành đích thực, Paul Gauguin ghi tên mình vào danh sách các họa sĩ Pháp vĩ đại nhất thế kỷ XIX như người mở đường cho nghệ thuật hiện đại. Ở Gauguin, ta thấy dấu vết của trường phái Tượn...",239200.0,Omega Plus,2020-09-15 00:00:00,Bìa cứng,132.0,Nhà Xuất Bản Thế Giới,22 x 29 cm,,
358,Hướng Dẫn Thực Hành Thiết Kế Với Revit Architecture ,https://salt.tikicdn.com/cache/280x280/ts/product/ec/a7/c2/0dd7999e02c560fbeed81bd7c27a764b.jpg,Mỹ thuật – hội họa ,"Sách được hướng dẫn qua các chương bài học thực hành, nhằm giúp bạn nắm bắt những điểm cơ bản và nâng cao của Revit bằng cách sử dụng các ví dụ và kỹ thuật thực tế mà bạn sẽ sử dụng trong thiết kế. Qu...",84100.0,19 x 27 cm,172.0,"Nguyễn Thị Tâm Đan,Ngô Hồng Năng",,,,,Hướng Dẫn Thực Hành Thiết Kế Với Revit Architecture ,https://salt.tikicdn.com/cache/280x280/ts/product/ec/a7/c2/0dd7999e02c560fbeed81bd7c27a764b.jpg,Mỹ thuật – hội họa ,"Nguyễn Thị Tâm Đan,Ngô Hồng Năng","Sách được hướng dẫn qua các chương bài học thực hành, nhằm giúp bạn nắm bắt những điểm cơ bản và nâng cao của Revit bằng cách sử dụng các ví dụ và kỹ thuật thực tế mà bạn sẽ sử dụng trong thiết kế. Qu...",84100.0,NXB Xây Dựng,2019-01-01 00:00:00,Bìa mềm,172.0,,19 x 27 cm,,
359,Quang Học Kiến Trúc (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/95/7c/c7/56d9444ddd217703f1ef5dd5076454ce.jpg,Mỹ thuật – hội họa ,Sách gồm 3 phần : Kỹ thuật cơ sở của nghệ thuật chiếu sáng; Chiếu sáng tự nhiên; Chiếu sáng nhân tạo....,100400.0,19 x 27 cm,300.0,"Việt Hà,Nguyễn Ngọc Giả",,,,,Quang Học Kiến Trúc (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/95/7c/c7/56d9444ddd217703f1ef5dd5076454ce.jpg,Mỹ thuật – hội họa ,"Việt Hà,Nguyễn Ngọc Giả",Sách gồm 3 phần : Kỹ thuật cơ sở của nghệ thuật chiếu sáng; Chiếu sáng tự nhiên; Chiếu sáng nhân tạo....,100400.0,NXB Xây Dựng,2020-10-01 00:00:00,Bìa mềm,300.0,Nhà Xuất Bản Xây Dựng,19 x 27 cm,,
360,Trang Trí Nội Thất Nhà Ở,https://salt.tikicdn.com/cache/280x280/ts/product/49/35/25/15ee5ce736080051f848d4806c360f87.jpg,Mỹ thuật – hội họa ,"Cuốn sách là tài liệu giảng dạy và học tập của giảng viên và sinh viên ngành kiến trúc, đồng thời là tài liệu tham khảo cho bạn đọc công tác trong các chuyên ngành có liên quan tới kiến trúc....",53300.0,19 x 27 cm,140.0,Nhiều Tác Giả,,,,,Trang Trí Nội Thất Nhà Ở,https://salt.tikicdn.com/cache/280x280/ts/product/49/35/25/15ee5ce736080051f848d4806c360f87.jpg,Mỹ thuật – hội họa ,Nhiều Tác Giả,"Cuốn sách là tài liệu giảng dạy và học tập của giảng viên và sinh viên ngành kiến trúc, đồng thời là tài liệu tham khảo cho bạn đọc công tác trong các chuyên ngành có liên quan tới kiến trúc....",53300.0,NXB Xây Dựng,2015-01-01 00:00:00,Bìa mềm,140.0,,19 x 27 cm,,
361,Thành Phố Thông Minh - Khung Quản Trị Và Phát Triển,https://salt.tikicdn.com/cache/280x280/ts/product/84/47/bf/4f37bd3ffff439a056db6fdf95e1f632.jpg,Mỹ thuật – hội họa ,"Với mong muốn cung cấp kiến thức về ý tưởng xây dựng thành phố thông minh, Nhà buất bản Xây dựng xuất bản cuốn “Thành phố thông minh” của tác giả Giáo sư Tiến sĩ Zaigham Mahmood và đồng nghiệp.Nội d...",364320.0,17 x 24 cm,400.0,Zaigham Mahmood,,,,,Thành Phố Thông Minh - Khung Quản Trị Và Phát Triển,https://salt.tikicdn.com/cache/280x280/ts/product/84/47/bf/4f37bd3ffff439a056db6fdf95e1f632.jpg,Mỹ thuật – hội họa ,Zaigham Mahmood,"Với mong muốn cung cấp kiến thức về ý tưởng xây dựng thành phố thông minh, Nhà buất bản Xây dựng xuất bản cuốn “Thành phố thông minh” của tác giả Giáo sư Tiến sĩ Zaigham Mahmood và đồng nghiệp.Nội d...",364320.0,NXB Xây Dựng,2020-01-01 00:00:00,Bìa mềm,400.0,Nhà Xuất Bản Xây Dựng,17 x 24 cm,"Nhóm biên dịch : Nguyễn Cường, Trương Hồng Sơn",
362,Phương Pháp Vẽ Đầu Tượng và Vấn Đề Cơ Bản Của Vẽ Hình Họa,https://salt.tikicdn.com/cache/280x280/ts/product/3b/1c/7c/db3d43640502fb9e95be387007e720f9.jpg,Mỹ thuật – hội họa ,"Phương Pháp Vẽ Đầu Tượng và Vấn Đề Cơ Bản Của Vẽ Hình Họa Vẽ là một trong những khả năng cơ bản nhất của con người, thậm chí có thể nói rằng: Vẽ là một trong những bản năng tuyệt vời của con người....",115000.0,<p>30*20*1</p>,180.0,Uyên Huy,,,,,Phương Pháp Vẽ Đầu Tượng và Vấn Đề Cơ Bản Của Vẽ Hình Họa,https://salt.tikicdn.com/cache/280x280/ts/product/3b/1c/7c/db3d43640502fb9e95be387007e720f9.jpg,Mỹ thuật – hội họa ,Uyên Huy,"Phương Pháp Vẽ Đầu Tượng và Vấn Đề Cơ Bản Của Vẽ Hình Họa Vẽ là một trong những khả năng cơ bản nhất của con người, thậm chí có thể nói rằng: Vẽ là một trong những bản năng tuyệt vời của con người....",115000.0,NS Lộc,2018-05-07 08:45:38,Bìa mềm,180.0,,<p>30*20*1</p>,,
363,Cơ Sở Phương Pháp Luận Địa Chất Công Trình,https://salt.tikicdn.com/cache/280x280/ts/product/ae/f3/a2/39b6265576619091cdf561dd80332917.jpg,Mỹ thuật – hội họa ,"Cuốn sách giúp cho các nghiên cứu sinh, học viên cao học cũng như chuyên gia địa chất công trình có cái nhìn mới về môi trường địa chất, hướng dẫn, gợi mở tư duy và lựa chọn được phương pháp thích hợp...",65200.0,16 x 24 cm,118.0,Phạm Văn Ty,,,,,Cơ Sở Phương Pháp Luận Địa Chất Công Trình,https://salt.tikicdn.com/cache/280x280/ts/product/ae/f3/a2/39b6265576619091cdf561dd80332917.jpg,Mỹ thuật – hội họa ,Phạm Văn Ty,"Cuốn sách giúp cho các nghiên cứu sinh, học viên cao học cũng như chuyên gia địa chất công trình có cái nhìn mới về môi trường địa chất, hướng dẫn, gợi mở tư duy và lựa chọn được phương pháp thích hợp...",65200.0,NXB Xây Dựng,2020-01-01 00:00:00,Bìa mềm,118.0,Nhà Xuất Bản Xây Dựng,16 x 24 cm,,
364,Đi Vẽ - Nhật Ký Hội Họa 2014 Của Trịnh Lữ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/d/i/di_ve.jpg,Mỹ thuật – hội họa ,"Đi Vẽ - Nhật Ký Hội Họa 2014 Của Trịnh Lữ Đi Vẽ là nhật ký hội hoạ của hoạ sĩ Trịnh Lữ khi ông ghi lại những hình ảnh, cảm xúc trên đường đi vẽ. Xem tranh ông, đọc các ghi chép đi vẽ hàng ngày của ôn...",161500.0,15 x 23 cm,161.0,Trịnh Lữ - Phạm Long,,,,,Đi Vẽ - Nhật Ký Hội Họa 2014 Của Trịnh Lữ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/d/i/di_ve.jpg,Mỹ thuật – hội họa ,Trịnh Lữ - Phạm Long,"Đi Vẽ - Nhật Ký Hội Họa 2014 Của Trịnh Lữ Đi Vẽ là nhật ký hội hoạ của hoạ sĩ Trịnh Lữ khi ông ghi lại những hình ảnh, cảm xúc trên đường đi vẽ. Xem tranh ông, đọc các ghi chép đi vẽ hàng ngày của ôn...",161500.0,Phương Nam Book,2015-02-26 00:00:00,Bìa mềm,161.0,,15 x 23 cm,,
365,Phần Mềm Plaxis 3D Foundation: Ứng Dụng Vào Tính Toán Móng Và Công Trình Ngầm,https://salt.tikicdn.com/cache/280x280/ts/product/c0/86/db/d513dc5aaf2664389e77838a9787fd86.jpg,Mỹ thuật – hội họa ,"Abstract: Trình bày những nét chính về cơ sở lý thuyết, hướng dẫn sử dụng và các bước giải một số bài toán điển hình trong công trình xây dựng như xác định khả năng chịu tải của cọc khoan nhồi, tính l...",72000.0,19 x 27 cm,187.0,Đỗ Văn Đệ,,,,,Phần Mềm Plaxis 3D Foundation: Ứng Dụng Vào Tính Toán Móng Và Công Trình Ngầm,https://salt.tikicdn.com/cache/280x280/ts/product/c0/86/db/d513dc5aaf2664389e77838a9787fd86.jpg,Mỹ thuật – hội họa ,Đỗ Văn Đệ,"Abstract: Trình bày những nét chính về cơ sở lý thuyết, hướng dẫn sử dụng và các bước giải một số bài toán điển hình trong công trình xây dựng như xác định khả năng chịu tải của cọc khoan nhồi, tính l...",72000.0,NXB Xây Dựng,2018-10-01 00:00:00,Bìa mềm,187.0,,19 x 27 cm,,
366,Ứng Dụng Phần Mềm SAP2000 Giải Bài Toán Kết Cấu Công Trình,https://salt.tikicdn.com/cache/280x280/ts/product/c1/e6/59/e07fc17d61b77fd7773008e0da63a062.jpg,Mỹ thuật – hội họa ,Cuốn sách ỨNG DỤNG PHẦN MỀM SAP2000 GIẢI BÀI TOÁN KẾT CẤU CÔNG TRÌNH gồm:Chương 1: Các kiến thức cơ bản về phân tích kết cấu Sap2000 Version 15.Chương 2: Làm quen với Sap2000 Version 15.Chương 3: N...,135000.0,19 x 27 cm,308.0,ThS. Nguyễn Hải Hưng,,,,,Ứng Dụng Phần Mềm SAP2000 Giải Bài Toán Kết Cấu Công Trình,https://salt.tikicdn.com/cache/280x280/ts/product/c1/e6/59/e07fc17d61b77fd7773008e0da63a062.jpg,Mỹ thuật – hội họa ,ThS. Nguyễn Hải Hưng,Cuốn sách ỨNG DỤNG PHẦN MỀM SAP2000 GIẢI BÀI TOÁN KẾT CẤU CÔNG TRÌNH gồm:Chương 1: Các kiến thức cơ bản về phân tích kết cấu Sap2000 Version 15.Chương 2: Làm quen với Sap2000 Version 15.Chương 3: N...,135000.0,NXB Xây Dựng,2016-04-01 00:00:00,Bìa mềm,308.0,,19 x 27 cm,,
367,Vẽ Truyện Tranh Phong Cách Nhật Bản - Những Động Vật Ngộ Nghĩnh,https://salt.tikicdn.com/cache/280x280/ts/product/a9/f8/4f/63ba2b906a752b7f56c89938aec190dd.jpg,Mỹ thuật – hội họa ,Vẽ Truyện Tranh Phong Cách Nhật BảnĐây là bộ sách cẩm nang tuyệt vời dành cho các bạn đang bắt đầu học vẽ truyện tranh. Những kiến thức này có thể không giúp các bạn vẽ đẹp ngay lập tức nhưng sẽ là n...,20800.0,21 x 15 cm,166.0,Katawu Kaji,,,,,Vẽ Truyện Tranh Phong Cách Nhật Bản - Những Động Vật Ngộ Nghĩnh,https://salt.tikicdn.com/cache/280x280/ts/product/a9/f8/4f/63ba2b906a752b7f56c89938aec190dd.jpg,Mỹ thuật – hội họa ,Katawu Kaji,Vẽ Truyện Tranh Phong Cách Nhật BảnĐây là bộ sách cẩm nang tuyệt vời dành cho các bạn đang bắt đầu học vẽ truyện tranh. Những kiến thức này có thể không giúp các bạn vẽ đẹp ngay lập tức nhưng sẽ là n...,20800.0,Văn Lang,2011-01-01 00:00:00,Bìa mềm,166.0,,21 x 15 cm,,
368,Thiết Kế Mô Hình 3D Autocad 2008,https://salt.tikicdn.com/cache/280x280/ts/product/55/a6/6d/95da7d4a5ed92f632dbde294c668817f.jpg,Mỹ thuật – hội họa ,"AutoCAD (Automatic Computer Aided Design) phần mềm đồ họa cùa hãngAutodesk, là phần mềm mà các bản vẽ tạo ra trên máy v/ế tính có độ chỉnh xác rât cao, nên được nhiều người làm công tác kỹ thuật sừ d...",127800.0,19 x 27 cm,386.0,Nguyên Độ,,,,,Thiết Kế Mô Hình 3D Autocad 2008,https://salt.tikicdn.com/cache/280x280/ts/product/55/a6/6d/95da7d4a5ed92f632dbde294c668817f.jpg,Mỹ thuật – hội họa ,Nguyên Độ,"AutoCAD (Automatic Computer Aided Design) phần mềm đồ họa cùa hãngAutodesk, là phần mềm mà các bản vẽ tạo ra trên máy v/ế tính có độ chỉnh xác rât cao, nên được nhiều người làm công tác kỹ thuật sừ d...",127800.0,NXB Xây Dựng,2018-06-01 00:00:00,Bìa mềm,386.0,,19 x 27 cm,,
369,Phương Pháp Thực Hành Tính Kết Cấu Trong Xây Dựng Bằng Bảng Tính Excel (Kèm 1 CD) ,https://salt.tikicdn.com/cache/280x280/ts/product/f7/eb/a3/5181e8fefbb1ffff62f78a1f7310f574.jpg,Mỹ thuật – hội họa ,Mục lục:Chương 1: Các cấu kiện đơn giảnChương 2: Tính toán khung 1 nhịpChương 3: Tính toán khung 2 nhịpChương 4: Tính toán khung nhiều nhịpChương 5: Tính dầm trên nền đàn hồiChương 6: Tính toán ...,101500.0,19 x 27 cm,210.0,Kỹ sư Bạch Văn Đạt,,,,,Phương Pháp Thực Hành Tính Kết Cấu Trong Xây Dựng Bằng Bảng Tính Excel (Kèm 1 CD) ,https://salt.tikicdn.com/cache/280x280/ts/product/f7/eb/a3/5181e8fefbb1ffff62f78a1f7310f574.jpg,Mỹ thuật – hội họa ,Kỹ sư Bạch Văn Đạt,Mục lục:Chương 1: Các cấu kiện đơn giảnChương 2: Tính toán khung 1 nhịpChương 3: Tính toán khung 2 nhịpChương 4: Tính toán khung nhiều nhịpChương 5: Tính dầm trên nền đàn hồiChương 6: Tính toán ...,101500.0,NXB Xây Dựng,2016-02-01 00:00:00,Bìa mềm,210.0,,19 x 27 cm,,
370,Lịch Sử Vườn Cảnh,https://salt.tikicdn.com/cache/280x280/ts/product/40/40/18/ba6fa8525e7221e666ddf86222e1efaa.jpg,Mỹ thuật – hội họa ,"Có thể nói, từ khi con người bắt đầu định cư dọc theo các con sông lớn như sông Nile, sông Hằng, sông Lưỡng Hà, sông Trường Gianghay sông Hồ là sự khởi đầu cho các nghệ thuật làm vườn. Lịch sử vườn cả...",230900.0,20.5 x 20.5 cm,152.0,"TS.KTS Phạm Anh Tuấn,Lê Khánh Ly",,,,,Lịch Sử Vườn Cảnh,https://salt.tikicdn.com/cache/280x280/ts/product/40/40/18/ba6fa8525e7221e666ddf86222e1efaa.jpg,Mỹ thuật – hội họa ,"TS.KTS Phạm Anh Tuấn,Lê Khánh Ly","Có thể nói, từ khi con người bắt đầu định cư dọc theo các con sông lớn như sông Nile, sông Hằng, sông Lưỡng Hà, sông Trường Gianghay sông Hồ là sự khởi đầu cho các nghệ thuật làm vườn. Lịch sử vườn cả...",230900.0,NHÀ XUẤT BẢN XÂY DỰNG,2020-01-01 00:00:00,Bìa mềm,152.0,Nhà Xuất Bản Xây Dựng,20.5 x 20.5 cm,,
371,Ứng Dụng Chương Trình Rm Trong Phân Tích Tính Toán Kết Cấu Cầu Tập I-Các Ứng Dụng Cơ Bản,https://salt.tikicdn.com/cache/280x280/ts/product/83/14/78/2ebf192b0609ed75587ef78d18763e3d.jpg,Mỹ thuật – hội họa ,"Nội dung sách giới thiệu tổng quan về công nghệ thi công dầm bê tông cốt thép dự ứng lực, các ví dụ tính toán thiết kế dầm bê tông cốt thép dự ứng lực thi công theo công nghệ đúc hẫng cân bằng (FCM) v...",75600.0,19 x 27 cm,213.0,"Nguyễn Viết Trung,Nguyễn Trọng Nghĩa",,,,,Ứng Dụng Chương Trình Rm Trong Phân Tích Tính Toán Kết Cấu Cầu Tập I-Các Ứng Dụng Cơ Bản,https://salt.tikicdn.com/cache/280x280/ts/product/83/14/78/2ebf192b0609ed75587ef78d18763e3d.jpg,Mỹ thuật – hội họa ,"Nguyễn Viết Trung,Nguyễn Trọng Nghĩa","Nội dung sách giới thiệu tổng quan về công nghệ thi công dầm bê tông cốt thép dự ứng lực, các ví dụ tính toán thiết kế dầm bê tông cốt thép dự ứng lực thi công theo công nghệ đúc hẫng cân bằng (FCM) v...",75600.0,NXB Xây Dựng,2018-10-01 00:00:00,Bìa mềm,213.0,,19 x 27 cm,,
372,Sổ Tay Thiết Kế Đồ Án Trường Cao Đẳng Dạy Nghề,https://salt.tikicdn.com/cache/280x280/ts/product/ba/fa/c7/133e6d3db714ecfea81d1de40fba7afb.jpg,Mỹ thuật – hội họa ,"Với mong muốn hỗ trợ sinh viên đang theo học chương trình đào tạo bậc Đại học ngành Kiến trúc tại Khoa Kiến trúc, trường Đại học Kiến trúc TP.HCM (UAH), “Sổ tay thiết kế đồ án Trường cao đẳng dạy nghề...",67900.0,19 x 27 cm,126.0,TS. KTS Vũ Thị Hồng Hạnh,,,,,Sổ Tay Thiết Kế Đồ Án Trường Cao Đẳng Dạy Nghề,https://salt.tikicdn.com/cache/280x280/ts/product/ba/fa/c7/133e6d3db714ecfea81d1de40fba7afb.jpg,Mỹ thuật – hội họa ,TS. KTS Vũ Thị Hồng Hạnh,"Với mong muốn hỗ trợ sinh viên đang theo học chương trình đào tạo bậc Đại học ngành Kiến trúc tại Khoa Kiến trúc, trường Đại học Kiến trúc TP.HCM (UAH), “Sổ tay thiết kế đồ án Trường cao đẳng dạy nghề...",67900.0,NXB Xây Dựng,2020-01-01 00:00:00,Bìa mềm,126.0,Nhà Xuất Bản Xây Dựng,19 x 27 cm,Ths. KTS Phạm THị Thanh Thảo,
373,"Âm Học Kiến Trúc, Âm Học Đô Thị",https://salt.tikicdn.com/cache/280x280/ts/product/31/ee/04/86ca9b3f531cc7760d44ba0cbadce196.jpg,Mỹ thuật – hội họa ,Âm học kiến trúc được biên soạn nhằm giúp cho các bạn nắm bắt được những kiến thức cơ bản nhất về âm học và ứng dụng vào thiết kế công trình kiến trúc; biết cách vận dụng những kiến thức đã học vào th...,111600.0,17 x 24 cm,364.0,Phạm Đức Nguyên,,,,,"Âm Học Kiến Trúc, Âm Học Đô Thị",https://salt.tikicdn.com/cache/280x280/ts/product/31/ee/04/86ca9b3f531cc7760d44ba0cbadce196.jpg,Mỹ thuật – hội họa ,Phạm Đức Nguyên,Âm học kiến trúc được biên soạn nhằm giúp cho các bạn nắm bắt được những kiến thức cơ bản nhất về âm học và ứng dụng vào thiết kế công trình kiến trúc; biết cách vận dụng những kiến thức đã học vào th...,111600.0,NXB Xây Dựng,2014-12-01 00:00:00,Bìa mềm,364.0,,17 x 24 cm,,
374,Phân Tích Và Thiết Kế Nền Móng Công Trình Với Staad.Foundation V8I ,https://salt.tikicdn.com/cache/280x280/ts/product/d5/76/79/db877d5bf4c11f430a4c7b3a2865818f.jpg,Mỹ thuật – hội họa ,Giới thiệu về lý thuyết tính toán sử dụng trong phần mềm Staad foundation. Tổng quan về Staad foundation; hướng dẫn cơ bản về sử dụng phần mềm Staad foundation; một số ví dụ về tính toán các loại móng...,130000.0,21 x 31 cm,217.0,"Nguyễn Châu Lân,Nguyễn Trọng Nghĩa,Đỗ Tuấn Nghĩa",,,,,Phân Tích Và Thiết Kế Nền Móng Công Trình Với Staad.Foundation V8I ,https://salt.tikicdn.com/cache/280x280/ts/product/d5/76/79/db877d5bf4c11f430a4c7b3a2865818f.jpg,Mỹ thuật – hội họa ,"Nguyễn Châu Lân,Nguyễn Trọng Nghĩa,Đỗ Tuấn Nghĩa",Giới thiệu về lý thuyết tính toán sử dụng trong phần mềm Staad foundation. Tổng quan về Staad foundation; hướng dẫn cơ bản về sử dụng phần mềm Staad foundation; một số ví dụ về tính toán các loại móng...,130000.0,NXB Xây Dựng,2018-07-01 00:00:00,Bìa mềm,217.0,,21 x 31 cm,,
375,Các Bài Thực Hành PLC S7 - 300 & Win Cc ,https://salt.tikicdn.com/cache/280x280/ts/product/eb/48/ef/b87cc93d44ae93d57f0f4fedd3e956f5.jpg,Mỹ thuật – hội họa ,Chương 1. Tổng quan về phần mềm thiết kế và mô phỏng WinCC (Windows Control Center)1.1. Tổng quan hệ thống scada1.2. Giới thiệu chung1.3. Các đặc điểm chính1.4. Các cấu hình hệ thống cơ bản1.5. C...,78700.0,19 x 27 cm,167.0,Nhiều Tác Giả,,,,,Các Bài Thực Hành PLC S7 - 300 & Win Cc ,https://salt.tikicdn.com/cache/280x280/ts/product/eb/48/ef/b87cc93d44ae93d57f0f4fedd3e956f5.jpg,Mỹ thuật – hội họa ,Nhiều Tác Giả,Chương 1. Tổng quan về phần mềm thiết kế và mô phỏng WinCC (Windows Control Center)1.1. Tổng quan hệ thống scada1.2. Giới thiệu chung1.3. Các đặc điểm chính1.4. Các cấu hình hệ thống cơ bản1.5. C...,78700.0,NXB Xây Dựng,2017-03-01 00:00:00,Bìa mềm,167.0,,19 x 27 cm,,
376,Vẽ Truyện Tranh Phong Cách Nhật Bản - PP Vẽ Động Vật Theo Phong Cách Hoạt Hình,https://salt.tikicdn.com/cache/280x280/ts/product/48/a1/0f/f02c9700573e05483c0c2aa46d65e12a.jpg,Mỹ thuật – hội họa ,Vẽ Truyện Tranh Phong Cách Nhật BảnĐây là bộ sách cẩm nang tuyệt vời dành cho các bạn đang bắt đầu học vẽ truyện tranh. Những kiến thức này có thể không giúp các bạn vẽ đẹp ngay lập tức nhưng sẽ là n...,20800.0,21 x 15 cm,114.0,Quang Minh,,,,,Vẽ Truyện Tranh Phong Cách Nhật Bản - PP Vẽ Động Vật Theo Phong Cách Hoạt Hình,https://salt.tikicdn.com/cache/280x280/ts/product/48/a1/0f/f02c9700573e05483c0c2aa46d65e12a.jpg,Mỹ thuật – hội họa ,Quang Minh,Vẽ Truyện Tranh Phong Cách Nhật BảnĐây là bộ sách cẩm nang tuyệt vời dành cho các bạn đang bắt đầu học vẽ truyện tranh. Những kiến thức này có thể không giúp các bạn vẽ đẹp ngay lập tức nhưng sẽ là n...,20800.0,Nhà sách Minh Lâm,2012-01-01 00:00:00,Bìa mềm,114.0,,21 x 15 cm,,
377,Màu Hoa Bí - Tt Ca Khúc Trữ Tình Mang Âm Hưởng Dân Ca,https://salt.tikicdn.com/cache/280x280/ts/product/69/96/3f/4b26e7ca8b447f04f1e88d4c748aed65.jpg,Mỹ thuật – hội họa ,Màu Hoa Bí - Tt Ca Khúc Trữ Tình Mang Âm Hưởng Dân Ca...,49200.0,,,"Nhiều Tác Giả,Nhiều Tác Giả,Nhiều tác giả,Nhiều Tác Giả ,Nhiều Tác giả",,,,,Màu Hoa Bí - Tt Ca Khúc Trữ Tình Mang Âm Hưởng Dân Ca,https://salt.tikicdn.com/cache/280x280/ts/product/69/96/3f/4b26e7ca8b447f04f1e88d4c748aed65.jpg,Mỹ thuật – hội họa ,"Nhiều Tác Giả,Nhiều Tác Giả,Nhiều tác giả,Nhiều Tác Giả ,Nhiều Tác giả",Màu Hoa Bí - Tt Ca Khúc Trữ Tình Mang Âm Hưởng Dân Ca...,49200.0,NXB Hồng Đức,,,,,,,
378,Bí Quyết Vẽ Màu Nước,https://salt.tikicdn.com/cache/280x280/ts/product/c8/f0/d1/55d25a6807140a36d7dc98f4684a6ff0.jpg,Mỹ thuật – hội họa ,"Bí Quyết Vẽ Màu NướcMàu nước (tiếng Anh: watercolour, tiếng Pháp: aquarelle) là một chất liệu hội họa phổ biến. Màu nước do các chất màu hòa tan trong nước tạo ra một dung dịch có màu sắc, vẽ trên gi...",96000.0,19 x 27 cm,143.0,Hùynh Phạm Hương Trang,,,,,Bí Quyết Vẽ Màu Nước,https://salt.tikicdn.com/cache/280x280/ts/product/c8/f0/d1/55d25a6807140a36d7dc98f4684a6ff0.jpg,Mỹ thuật – hội họa ,Hùynh Phạm Hương Trang,"Bí Quyết Vẽ Màu NướcMàu nước (tiếng Anh: watercolour, tiếng Pháp: aquarelle) là một chất liệu hội họa phổ biến. Màu nước do các chất màu hòa tan trong nước tạo ra một dung dịch có màu sắc, vẽ trên gi...",96000.0,Văn Lang,,Bìa mềm,143.0,,19 x 27 cm,,
379,Công Nghệ Mới Chống Xói Lở Và Bảo Vệ Bờ Biển,https://salt.tikicdn.com/cache/280x280/ts/product/2b/ea/55/31cef0761f4ba3a8b36661e2c85f82b5.jpg,Mỹ thuật – hội họa ,"Hiện nay, trên thế giới cũng như ở Việt Nam, tình trạng xói lở bờ biển đã trở thành vấn đề rất nghiêm trọng với diễn biến ngày càng phức tạp. Với mục đích giới thiệu một số công nghệ mới chống xói lở ...",123700.0,19 x 27 cm,252.0,Nhiều Tác Giả,,,,,Công Nghệ Mới Chống Xói Lở Và Bảo Vệ Bờ Biển,https://salt.tikicdn.com/cache/280x280/ts/product/2b/ea/55/31cef0761f4ba3a8b36661e2c85f82b5.jpg,Mỹ thuật – hội họa ,Nhiều Tác Giả,"Hiện nay, trên thế giới cũng như ở Việt Nam, tình trạng xói lở bờ biển đã trở thành vấn đề rất nghiêm trọng với diễn biến ngày càng phức tạp. Với mục đích giới thiệu một số công nghệ mới chống xói lở ...",123700.0,NXB Xây Dựng,2020-03-15 00:00:00,Bìa mềm,252.0,Nhà Xuất Bản Xây Dựng,19 x 27 cm,,
380,Autodesk Revit Tổng Hợp 3 Trong 1 ,https://salt.tikicdn.com/cache/280x280/ts/product/57/26/11/9b381c4b37d766888b37351f79f7687a.jpg,Mỹ thuật – hội họa ,"Với thời đại công nghệ 4.0 và kinh tế phát triển, nhu cầu đời sống của người dân ngày càng cao, cần những phần mềm tính toán chính xác và thiết kế chuẩn để xây dựng những tòa nhà cao tầng và kết cấu h...",188100.0,19 x 27 cm,412.0,Lê Duy Phương,,,,,Autodesk Revit Tổng Hợp 3 Trong 1 ,https://salt.tikicdn.com/cache/280x280/ts/product/57/26/11/9b381c4b37d766888b37351f79f7687a.jpg,Mỹ thuật – hội họa ,Lê Duy Phương,"Với thời đại công nghệ 4.0 và kinh tế phát triển, nhu cầu đời sống của người dân ngày càng cao, cần những phần mềm tính toán chính xác và thiết kế chuẩn để xây dựng những tòa nhà cao tầng và kết cấu h...",188100.0,NXB Xây Dựng,2018-08-01 00:00:00,Bìa mềm,412.0,,19 x 27 cm,,
