,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
601,Cẩm Nang Giải Nhanh Bài Toán Vật Lý THPT,https://salt.tikicdn.com/cache/280x280/ts/product/e8/16/6d/c975a031697f2269114132932e817ece.jpg,Ôn thi THPT quốc gia,"            Cẩm Nang Giải Nhanh Bài Toán Vật Lý THPT        Nhằm thực hiện chủ trương đổi mới cơ bản và toàn diện giáo dục của Bộ Giáo dục & Đào tạo, nhóm tác giả mong muốn đem    đến cho q...",80000.0,17 x 24 cm,276.0,"Nguyễn Trọng Dũng,TS. Nguyễn Quang Học,Vũ Thị Phương Anh,Nguyễn Quốc Huy",,,,,Cẩm Nang Giải Nhanh Bài Toán Vật Lý THPT,https://salt.tikicdn.com/cache/280x280/ts/product/e8/16/6d/c975a031697f2269114132932e817ece.jpg,Ôn thi THPT quốc gia,"Nguyễn Trọng Dũng,TS. Nguyễn Quang Học,Vũ Thị Phương Anh,Nguyễn Quốc Huy","            Cẩm Nang Giải Nhanh Bài Toán Vật Lý THPT        Nhằm thực hiện chủ trương đổi mới cơ bản và toàn diện giáo dục của Bộ Giáo dục & Đào tạo, nhóm tác giả mong muốn đem    đến cho q...",80000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2017-01-01 00:00:00,Bìa mềm,276.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
602,Combo Vitamin Hóa - Sinh,https://salt.tikicdn.com/cache/280x280/ts/product/b0/2b/5c/ee2768f796cce47ffa156fefcb66ab8f.jpg,Ôn thi THPT quốc gia,"Combo Vitamin Hóa – Sinh gồm 2 cuốn:Tiếp cận 23 phương pháp giải nhanh hiện đại Hóa HọcChinh phục lý thuyết và bài tập chuyên đề di truyền, biến dị sinh họcCombo 2 cuốn Hóa - Sinh giúp học sinh h...",174200.0,"20.5 x 29.5 cm 
",,"TS. Nguyễn Thị Việt Nga,Trần Văn Thanh,PGS. TS. Nguyễn Văn Đính",,,,,Combo Vitamin Hóa - Sinh,https://salt.tikicdn.com/cache/280x280/ts/product/b0/2b/5c/ee2768f796cce47ffa156fefcb66ab8f.jpg,Ôn thi THPT quốc gia,"TS. Nguyễn Thị Việt Nga,Trần Văn Thanh,PGS. TS. Nguyễn Văn Đính","Combo Vitamin Hóa – Sinh gồm 2 cuốn:Tiếp cận 23 phương pháp giải nhanh hiện đại Hóa HọcChinh phục lý thuyết và bài tập chuyên đề di truyền, biến dị sinh họcCombo 2 cuốn Hóa - Sinh giúp học sinh h...",174200.0,Megabook,2017-10-17 00:00:00,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,"20.5 x 29.5 cm 
",,
603,Bộ Đề Trắc Nghiệm Môn Toán,https://salt.tikicdn.com/cache/280x280/ts/product/b8/88/93/910511894518e6982a6e3bed236b7b16.jpg,Ôn thi THPT quốc gia,"Quyển sách tập hợp các dạng toán, bài toán thường gặp trong đề thi THPT Quốc gia. Nội dung được phân loại và sắp xếp từ dễ đến khó, phù hợp thời gian làm bài 90 phút. Những bài toán hay, những phương ...",82650.0,17 x 24 cm,433.0,Nguyễn Phú Khánh,,,,,Bộ Đề Trắc Nghiệm Môn Toán,https://salt.tikicdn.com/cache/280x280/ts/product/b8/88/93/910511894518e6982a6e3bed236b7b16.jpg,Ôn thi THPT quốc gia,Nguyễn Phú Khánh,"Quyển sách tập hợp các dạng toán, bài toán thường gặp trong đề thi THPT Quốc gia. Nội dung được phân loại và sắp xếp từ dễ đến khó, phù hợp thời gian làm bài 90 phút. Những bài toán hay, những phương ...",82650.0,Nhà Sách Hồng Ân,2021-06-01 00:00:00,Bìa mềm,433.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,HOÀNG AN DINH - ĐẶNG NGỌC HIỀN - TRẦN HOÀNG LONG - LÊ BÁ BẢO,
604,Bứt Phá Điểm Thi Môn Toán 1 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/18/72/d4/bc89b5189a357a6d56bd4e0f79ff5b35.jpg,Ôn thi THPT quốc gia,"Bứt phá điểm thi THPT Quốc gia môn Toán cuốn sách bổ ích dành cho các em học sinh lớp 12 đang ôn thiThời gian ôn tập không còn nhiều trong khi kiến thức thì bao la, rộng lớn. Nhằm giúp đỡ các em học ...",120900.0,19 x 26 cm,360.0,"Lương Văn Huy,Nguyễn Thành Long,Trần Đinh Thái",,,,,Bứt Phá Điểm Thi Môn Toán 1 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/18/72/d4/bc89b5189a357a6d56bd4e0f79ff5b35.jpg,Ôn thi THPT quốc gia,"Lương Văn Huy,Nguyễn Thành Long,Trần Đinh Thái","Bứt phá điểm thi THPT Quốc gia môn Toán cuốn sách bổ ích dành cho các em học sinh lớp 12 đang ôn thiThời gian ôn tập không còn nhiều trong khi kiến thức thì bao la, rộng lớn. Nhằm giúp đỡ các em học ...",120900.0,TKBooks,2018-12-01 00:00:00,Bìa mềm,360.0,,19 x 26 cm,,
605,Mega Luyện Đề THPTQG 2018 Sinh Học – Tích Hợp Video Bài Giảng 8+,https://salt.tikicdn.com/cache/280x280/ts/product/31/c0/3e/6ad85cdf46cd99419f6823ecf4ee7dea.jpg,Ôn thi THPT quốc gia,Mega Luyện Đề THPTQG 2018 Sinh Học – Tích Hợp Video Bài Giảng 8+ 5 ĐIỂM KHÁC BIỆT CHỈ CÓ Ở BỘ SÁCH “MEGA LUYỆN ĐỀ THPT QUỐC GIA 2018”:Chuẩn cấu trúc đề thi 2018 - Đánh bại các câu phân hóaTích h...,127200.0,20.5 x 29.5 cm,392.0,"Phạm Thị Hương,Phùng Thị Ngọc Quyền",,,,,Mega Luyện Đề THPTQG 2018 Sinh Học – Tích Hợp Video Bài Giảng 8+,https://salt.tikicdn.com/cache/280x280/ts/product/31/c0/3e/6ad85cdf46cd99419f6823ecf4ee7dea.jpg,Ôn thi THPT quốc gia,"Phạm Thị Hương,Phùng Thị Ngọc Quyền",Mega Luyện Đề THPTQG 2018 Sinh Học – Tích Hợp Video Bài Giảng 8+ 5 ĐIỂM KHÁC BIỆT CHỈ CÓ Ở BỘ SÁCH “MEGA LUYỆN ĐỀ THPT QUỐC GIA 2018”:Chuẩn cấu trúc đề thi 2018 - Đánh bại các câu phân hóaTích h...,127200.0,Megabook,2018-01-01 00:00:00,Bìa mềm,392.0,,20.5 x 29.5 cm,,
606,Ôn Luyện Thi THPT Quốc Gia Năm 2019 Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/44/47/f3/d3db1fca701fbbc10ed0fb1144b3cbbe.jpg,Ôn thi THPT quốc gia,"Kỳ thi THPT Quốc gia năm 2019 sắp đến gần kề, đây là kỳ thi vô cùng quan trọng đối với teen 2k1. Trong thời gian này em cần phải ôn luyện gấp rút để chuẩn bị cho kỳ thi quan trọng. Đặc biệt là đối với...",74000.0,19 x 26 cm,304.0,"Ngô Quang Thiện,Nguyễn Kiều Oanh",,,,,Ôn Luyện Thi THPT Quốc Gia Năm 2019 Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/44/47/f3/d3db1fca701fbbc10ed0fb1144b3cbbe.jpg,Ôn thi THPT quốc gia,"Ngô Quang Thiện,Nguyễn Kiều Oanh","Kỳ thi THPT Quốc gia năm 2019 sắp đến gần kề, đây là kỳ thi vô cùng quan trọng đối với teen 2k1. Trong thời gian này em cần phải ôn luyện gấp rút để chuẩn bị cho kỳ thi quan trọng. Đặc biệt là đối với...",74000.0,CCGROUP,2019-01-01 00:00:00,Bìa mềm,304.0,,19 x 26 cm,,
607,Sử Dụng Hình Học Giải Tích Giải Bài Toán Hình Học Không Gian,https://salt.tikicdn.com/cache/280x280/ts/product/04/07/a2/6200ad53ee8709cfe7fedcbf5c9bf0e1.jpg,Ôn thi THPT quốc gia,"Chúng tôi cho rằng mổi sự kiện hình học không gian đều có thể diễn đạt theo cách của hình học giải tích không gian. Do đó,có thể giải các bài toán Hình học không gian bằng cách tọa độ hóa giả tiết , t...",67260.0,17 x 24 cm,351.0,Huỳnh Văn Minh,,,,,Sử Dụng Hình Học Giải Tích Giải Bài Toán Hình Học Không Gian,https://salt.tikicdn.com/cache/280x280/ts/product/04/07/a2/6200ad53ee8709cfe7fedcbf5c9bf0e1.jpg,Ôn thi THPT quốc gia,Huỳnh Văn Minh,"Chúng tôi cho rằng mổi sự kiện hình học không gian đều có thể diễn đạt theo cách của hình học giải tích không gian. Do đó,có thể giải các bài toán Hình học không gian bằng cách tọa độ hóa giả tiết , t...",67260.0,Nhà Sách Hồng Ân,2021-06-01 00:00:00,Bìa mềm,351.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
608,Bộ Đề Đánh Giá Năng Lực Môn Địa Lí,https://salt.tikicdn.com/cache/280x280/ts/product/e2/67/23/4fd6d4e7de0d96aa8887e76d02b3cec7.jpg,Ôn thi THPT quốc gia,"Trong những năm gần đây, việc thay đổi trong kiểm tra, đánh giá năng lực và kết quả học tập của học sinh đã trở thành nhu cầu tất yếu. Trong đó việc sử dụng hình thức thi trắc nghiệm trong kiểm tra, đ...",72000.0,,216.0,Đỗ Ngọc Tiến,,,,,Bộ Đề Đánh Giá Năng Lực Môn Địa Lí,https://salt.tikicdn.com/cache/280x280/ts/product/e2/67/23/4fd6d4e7de0d96aa8887e76d02b3cec7.jpg,Ôn thi THPT quốc gia,Đỗ Ngọc Tiến,"Trong những năm gần đây, việc thay đổi trong kiểm tra, đánh giá năng lực và kết quả học tập của học sinh đã trở thành nhu cầu tất yếu. Trong đó việc sử dụng hình thức thi trắc nghiệm trong kiểm tra, đ...",72000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2021-01-01 11:27:57,Bìa mềm,216.0,Nhà Xuất Bản Dân Trí,,,thông thường
609,"Ôn Tập Luyện Thi Trắc Nghiệm Trung Học Phổ Thông Quốc Gia 2018 Khoa Học Tự Nhiên - Vật Lí, Hóa Học, Sinh Học",https://salt.tikicdn.com/cache/280x280/ts/product/01/5f/33/9f0a05feeaef51d0a40c35f47a759231.jpg,Ôn thi THPT quốc gia,"            Ôn Tập Luyện Thi Trắc Nghiệm Trung Học Phổ Thông Quốc Gia 2018 Khoa Học Tự Nhiên - Vật Lí, Hóa Học, Sinh Học        Sách sẽ giúp các em nắm vững kiến thức và vận dụng kiến thức làm b...",63200.0,16 x 24 cm,319.0,Nhiều Tác Giả,,,,,"Ôn Tập Luyện Thi Trắc Nghiệm Trung Học Phổ Thông Quốc Gia 2018 Khoa Học Tự Nhiên - Vật Lí, Hóa Học, Sinh Học",https://salt.tikicdn.com/cache/280x280/ts/product/01/5f/33/9f0a05feeaef51d0a40c35f47a759231.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"            Ôn Tập Luyện Thi Trắc Nghiệm Trung Học Phổ Thông Quốc Gia 2018 Khoa Học Tự Nhiên - Vật Lí, Hóa Học, Sinh Học        Sách sẽ giúp các em nắm vững kiến thức và vận dụng kiến thức làm b...",63200.0,Nhà sách Minh Trí,2018-01-01 00:00:00,Bìa mềm,319.0,,16 x 24 cm,,
610,Mega 2020 - Siêu Tốc Luyện Đề THPT Quốc Gia 2020 Địa Lý,https://salt.tikicdn.com/cache/280x280/ts/product/9c/8f/29/decb9f85cfde6f5a1e6e5ba6a9b6b50f.jpg,Ôn thi THPT quốc gia,"Mega 2020 – Siêu tốc luyện đề THPT Quốc Gia là bộ sách luyện đề Đại học số 1 trên thị trường sách tham khảo hiện nay. Sau quá trình 5 năm liên tục đổi mới, không ngừng hoàn thiện, góp phần giúp hàng n...",103350.0,20.5 x 29.5 cm,216.0,Phan Thị Thủy,,,,,Mega 2020 - Siêu Tốc Luyện Đề THPT Quốc Gia 2020 Địa Lý,https://salt.tikicdn.com/cache/280x280/ts/product/9c/8f/29/decb9f85cfde6f5a1e6e5ba6a9b6b50f.jpg,Ôn thi THPT quốc gia,Phan Thị Thủy,"Mega 2020 – Siêu tốc luyện đề THPT Quốc Gia là bộ sách luyện đề Đại học số 1 trên thị trường sách tham khảo hiện nay. Sau quá trình 5 năm liên tục đổi mới, không ngừng hoàn thiện, góp phần giúp hàng n...",103350.0,Megabook,2019-12-01 00:00:00,Bìa mềm,216.0,,20.5 x 29.5 cm,,
611,Bộ Đề Đánh Giá Năng Lực Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/4e/85/26/0c8b2c04ceb768cc475fd2d14a8744a2.jpg,Ôn thi THPT quốc gia,"Bộ Đề Đánh Giá Năng Lực Môn Ngữ VănTác giả: Lê Duy Tân - Phan Thị Thanh Hòa - Lê Thị Thủy - Hoàng Bích NgọcNhà XB: NXB Dân tríNăm XB: 2/2021 - Số trang: 180Trong những năm gần đây, việc thay đổi t...",85000.0,,180.0, Lê Thị Thủy,,,,,Bộ Đề Đánh Giá Năng Lực Môn Ngữ Văn,https://salt.tikicdn.com/cache/280x280/ts/product/4e/85/26/0c8b2c04ceb768cc475fd2d14a8744a2.jpg,Ôn thi THPT quốc gia, Lê Thị Thủy,"Bộ Đề Đánh Giá Năng Lực Môn Ngữ VănTác giả: Lê Duy Tân - Phan Thị Thanh Hòa - Lê Thị Thủy - Hoàng Bích NgọcNhà XB: NXB Dân tríNăm XB: 2/2021 - Số trang: 180Trong những năm gần đây, việc thay đổi t...",85000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,2021-02-23 20:28:22,Bìa mềm,180.0,Nhà Xuất Bản Dân Trí,,,Lần thứ nhất
612,Bứt Phá Điểm Thi Môn Toán 3 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/c6/0a/04/1c010d80ba55f7dcd70e8edf03e36130.jpg,Ôn thi THPT quốc gia,Bứt Phá Điểm Thi Môn Toán 3 –  Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Toán đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấp ...,120900.0,19 x 26 cm,360.0,Đỗ Đường Hiếu,,,,,Bứt Phá Điểm Thi Môn Toán 3 - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/c6/0a/04/1c010d80ba55f7dcd70e8edf03e36130.jpg,Ôn thi THPT quốc gia,Đỗ Đường Hiếu,Bứt Phá Điểm Thi Môn Toán 3 –  Phiên Bản Đặc Biệt 2019Cuốn sách là bộ tài liệu ôn thi Toán đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp 12 với 5 ưu-điểm-vượt-trội đặc biệt nâng cấp ...,120900.0,TKBooks,2018-01-12 00:00:00,Bìa mềm,360.0,,19 x 26 cm,,
613,PENBOOK – Luyện đề thi tốt nghiệp THPT môn Hóa học,https://salt.tikicdn.com/cache/280x280/ts/product/29/a5/a6/cb26620e60646720a3f0fb06a8d15a0d.png,Ôn thi THPT quốc gia,"PENBOOK- Cập nhật xu hướng mới nhất của kỳ thi năm 2021Hệ thống kiến thức trọng tâm, dạng bài quan trọng nhất định sẽ thi năm 2021Bộ 20 đề chuẩn phủ 4 cấp độ câu hỏi nhận biết, thông hiểu, vận dụng...",168000.0,,386.0,Vũ Khắc Ngọc,,,,,PENBOOK – Luyện đề thi tốt nghiệp THPT môn Hóa học,https://salt.tikicdn.com/cache/280x280/ts/product/29/a5/a6/cb26620e60646720a3f0fb06a8d15a0d.png,Ôn thi THPT quốc gia,Vũ Khắc Ngọc,"PENBOOK- Cập nhật xu hướng mới nhất của kỳ thi năm 2021Hệ thống kiến thức trọng tâm, dạng bài quan trọng nhất định sẽ thi năm 2021Bộ 20 đề chuẩn phủ 4 cấp độ câu hỏi nhận biết, thông hiểu, vận dụng...",168000.0,Đại Học Quốc Gia Hà Nội,2020-11-20 09:46:30,Bìa mềm,386.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,2021
614,Phương Pháp Trắc Nghiệm Giải Chi Tiết Các Chuyên Đề Quan Trọng Trong Hoá Học,https://salt.tikicdn.com/cache/280x280/ts/product/80/19/33/daea304e89354a8278a4ea8655a55e1a.jpg,Ôn thi THPT quốc gia,"Môn Hóa học đối với hầu hết các học sinh, là một môn học nặng nề với những lí thuyết dài dòng, khó nhớ. Đặc biệt trong các kì thi tuyển sinh, các em luôn xem môn Hóa học là một môn “khó khăn” với các ...",50160.0,17 x 24 cm,269.0,Nguyễn Đình Độ,,,,,Phương Pháp Trắc Nghiệm Giải Chi Tiết Các Chuyên Đề Quan Trọng Trong Hoá Học,https://salt.tikicdn.com/cache/280x280/ts/product/80/19/33/daea304e89354a8278a4ea8655a55e1a.jpg,Ôn thi THPT quốc gia,Nguyễn Đình Độ,"Môn Hóa học đối với hầu hết các học sinh, là một môn học nặng nề với những lí thuyết dài dòng, khó nhớ. Đặc biệt trong các kì thi tuyển sinh, các em luôn xem môn Hóa học là một môn “khó khăn” với các ...",50160.0,Nhà Sách Hồng Ân,2021-04-01 00:00:00,Bìa mềm,269.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
615,Rèn Luyện Kỹ Năng Và Thuật Giải Toán Trắc Nghiệm Giải Tích - Lớp 12,https://salt.tikicdn.com/cache/280x280/ts/product/38/c7/a8/2cdeb6a0ebff310e4f82b161c6cb9b81.jpg,Ôn thi THPT quốc gia,Rèn Luyện Kỹ Năng Và Thuật Giải Toán Trắc Nghiệm Giải Tích - Lớp 12Sách Rèn Kĩ Năng Giải Toán Trắc Nghiệm Lớp 12 được biên soạn giúp bồi dưỡng học sinh và chuẩn bị cho các kỳ thi có phần trắc nghiệm ...,124800.0,19 x 27 cm,312.0,ThS. Võ Hữu Phước,,,,,Rèn Luyện Kỹ Năng Và Thuật Giải Toán Trắc Nghiệm Giải Tích - Lớp 12,https://salt.tikicdn.com/cache/280x280/ts/product/38/c7/a8/2cdeb6a0ebff310e4f82b161c6cb9b81.jpg,Ôn thi THPT quốc gia,ThS. Võ Hữu Phước,Rèn Luyện Kỹ Năng Và Thuật Giải Toán Trắc Nghiệm Giải Tích - Lớp 12Sách Rèn Kĩ Năng Giải Toán Trắc Nghiệm Lớp 12 được biên soạn giúp bồi dưỡng học sinh và chuẩn bị cho các kỳ thi có phần trắc nghiệm ...,124800.0,Khang Việt Book,2018-01-01 00:00:00,Bìa mềm,312.0,Nhà Xuất Bản Thanh Niên,19 x 27 cm,,
616,999 Câu Hỏi Viết Trắc Nghiệm Tiếng Anh (Bộ Sách Cô Mai Phương) ,https://salt.tikicdn.com/cache/280x280/ts/product/09/81/e9/bbdc12dff59111df7af366be0fad4a5a.jpg,Ôn thi THPT quốc gia,999 Câu Hỏi Viết Trắc Nghiệm Tiếng AnhChỉ cần 30 giây cũng có thể chọn được ngay đáp án đúng cho dạng bài viết lại câu tiếng Anh trong đề thi THPT Quốc gia môn tiếng AnhNếu so sánh kỳ thi THPT Quốc ...,133250.0,17 x 24 cm,536.0,Vũ Thị Mai Phương,,,,,999 Câu Hỏi Viết Trắc Nghiệm Tiếng Anh (Bộ Sách Cô Mai Phương) ,https://salt.tikicdn.com/cache/280x280/ts/product/09/81/e9/bbdc12dff59111df7af366be0fad4a5a.jpg,Ôn thi THPT quốc gia,Vũ Thị Mai Phương,999 Câu Hỏi Viết Trắc Nghiệm Tiếng AnhChỉ cần 30 giây cũng có thể chọn được ngay đáp án đúng cho dạng bài viết lại câu tiếng Anh trong đề thi THPT Quốc gia môn tiếng AnhNếu so sánh kỳ thi THPT Quốc ...,133250.0,TKBooks,2017-01-01 00:00:00,Bìa mềm,536.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
617,Combo Bứt Phá Điểm Thi Môn Toán - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/ff/ef/4e/0e8a10c575bf17f877d937027d7f26af.jpg,Ôn thi THPT quốc gia,Combo Bứt phá điểm thi môn Toán 2019 - Phiên bản đặc biệtChắc Kiến Thức - Tư Duy Nhanh - Thi Là ĐỗCuốn sách là bộ tài liệu ôn thi Môn Toán đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp...,362700.0,19 x 26 cm,,Nhiều Tác Giả,,,,,Combo Bứt Phá Điểm Thi Môn Toán - 2019 - Tích Hợp Video Bài Giảng + Thi Thử Online,https://salt.tikicdn.com/cache/280x280/ts/product/ff/ef/4e/0e8a10c575bf17f877d937027d7f26af.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,Combo Bứt phá điểm thi môn Toán 2019 - Phiên bản đặc biệtChắc Kiến Thức - Tư Duy Nhanh - Thi Là ĐỗCuốn sách là bộ tài liệu ôn thi Môn Toán đầy đủ và toàn vẹn nhất cho tất cả các em học sinh lớp...,362700.0,TKBooks,2018-01-12 00:00:00,Bìa mềm,,,19 x 26 cm,,
618,Làm Chủ Môn Hóa Trong 30 Ngày - Tập 1 (Tái Bản Lần 3) Tặng Kèm Mindmap,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/a/mat-1--lam-chu-mon-hoa-trong-30-ngay-1-hoa-huu-co.u5869.d20171030.t161524.818345.jpg,Ôn thi THPT quốc gia,"Làm Chủ Môn Hóa Trong 30 Ngày - Tập 1 (Tái Bản Lần 3) Sách trình bày các kiến thức Hóa hữu cơ có trong chương trình học và thi Trung học phổ thông như: Hidrocacbon, Ancol – phenol, Anđehit – Xeton –...",125000.0,19 x 26.5 cm,376.0,Lê Đăng Khương,,,,,Làm Chủ Môn Hóa Trong 30 Ngày - Tập 1 (Tái Bản Lần 3) Tặng Kèm Mindmap,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/a/mat-1--lam-chu-mon-hoa-trong-30-ngay-1-hoa-huu-co.u5869.d20171030.t161524.818345.jpg,Ôn thi THPT quốc gia,Lê Đăng Khương,"Làm Chủ Môn Hóa Trong 30 Ngày - Tập 1 (Tái Bản Lần 3) Sách trình bày các kiến thức Hóa hữu cơ có trong chương trình học và thi Trung học phổ thông như: Hidrocacbon, Ancol – phenol, Anđehit – Xeton –...",125000.0,SP book,2017-10-30 00:00:00,Bìa mềm,376.0,,19 x 26.5 cm,,
619,Ôn Luyện Thi Tốt Nghiệp THPT Năm 2021 Bài Thi Khoa Học Tự Nhiên,https://salt.tikicdn.com/cache/280x280/ts/product/48/d3/27/14039a76ae0c9cab3d04936d82a4d6bd.jpg,Ôn thi THPT quốc gia,"Bộ sách hướng tới hai mục tiêu: đảm bảo yêu cầu cơ bản cho học sinh ôn luyện thi để xét công nhận tốt nghiệp THPT và cung cấp kiến thức phân hóa cao để xét tuyển Đại học, Cao đẳng năm 2021.Nội dung b...",50000.0,17 x 24 cm,312.0,Nhiều Tác Giả,,,,,Ôn Luyện Thi Tốt Nghiệp THPT Năm 2021 Bài Thi Khoa Học Tự Nhiên,https://salt.tikicdn.com/cache/280x280/ts/product/48/d3/27/14039a76ae0c9cab3d04936d82a4d6bd.jpg,Ôn thi THPT quốc gia,Nhiều Tác Giả,"Bộ sách hướng tới hai mục tiêu: đảm bảo yêu cầu cơ bản cho học sinh ôn luyện thi để xét công nhận tốt nghiệp THPT và cung cấp kiến thức phân hóa cao để xét tuyển Đại học, Cao đẳng năm 2021.Nội dung b...",50000.0,Công ty Cổ phần sách và Công nghệ giáo dục Việt Nam - Eduking,,Bìa mềm,312.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,17 x 24 cm,,
620,Chuyên Đề Phương Trình Bất Phương Trình Vô Tỉ,https://salt.tikicdn.com/cache/280x280/ts/product/38/21/38/92d21fd049c3c6c408ceab5159e6422d.jpg,Ôn thi THPT quốc gia,"Cuốn sách bao quát phần lớn kiến thức trọng tâm về Khảo sát hàm sốTrong mỗi vấn đề có phần tóm tắt giáo khoa, các ví dụ minh họa và bài tập rèn luyện. Các ví dụ được chọn lọc cẩn thận, sắp xếp theo t...",102600.0,19 x 27 cm,614.0,"Nguyễn Văn Thổ,Nguyễn Văn Nho",,,,,Chuyên Đề Phương Trình Bất Phương Trình Vô Tỉ,https://salt.tikicdn.com/cache/280x280/ts/product/38/21/38/92d21fd049c3c6c408ceab5159e6422d.jpg,Ôn thi THPT quốc gia,"Nguyễn Văn Thổ,Nguyễn Văn Nho","Cuốn sách bao quát phần lớn kiến thức trọng tâm về Khảo sát hàm sốTrong mỗi vấn đề có phần tóm tắt giáo khoa, các ví dụ minh họa và bài tập rèn luyện. Các ví dụ được chọn lọc cẩn thận, sắp xếp theo t...",102600.0,Nhà Sách Hồng Ân,2021-04-01 00:00:00,Bìa mềm,614.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,19 x 27 cm,,
621,Đột phá 8+ môn Tiếng Anh - tập 2 (phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/4c/b0/0f/4487c610efe005497533097575267248.png,Ôn thi THPT quốc gia,"Trong kỳ thi THPT Quốc gia 2020 vừa qua, tiếng Anh được nhận xét là môn thi khó nhất. Tỷ trọng các câu vận dụng cao đã tăng từ 10 lên 15% (từ 5 câu lên 8 câu). Ngay cả với 70% câu hỏi còn lại cũng có ...",175000.0,,384.0,"Hà Thị Như Hoa ,Phạm Thị Mai Anh,Trần Thanh Tâm,Trần Thị Trang,Trương Thị Quỳnh Trang",,,,,Đột phá 8+ môn Tiếng Anh - tập 2 (phiên bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/4c/b0/0f/4487c610efe005497533097575267248.png,Ôn thi THPT quốc gia,"Hà Thị Như Hoa ,Phạm Thị Mai Anh,Trần Thanh Tâm,Trần Thị Trang,Trương Thị Quỳnh Trang","Trong kỳ thi THPT Quốc gia 2020 vừa qua, tiếng Anh được nhận xét là môn thi khó nhất. Tỷ trọng các câu vận dụng cao đã tăng từ 10 lên 15% (từ 5 câu lên 8 câu). Ngay cả với 70% câu hỏi còn lại cũng có ...",175000.0,CCBook,2020-08-24 11:45:39,Bìa mềm,384.0,ĐHQG Hà Nội,,,
