tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
500 Chữ Kanji Cơ Bản - Vol.1 (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/350648_p90232m500.jpg,Tiếng Nhật ,"  Thông tin tác giả    Hiệp hội giảng dạy tiếng Nhật AJALT     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong quá trình học tiếng Nhật, việc học từ vựng Kanji và chữ Kanji rất quan trọng. Tuy nhiên, người học thường gặp những khó khăn vì số lượng chữ Kanji nhiều, cách đọc âm on, âm kun phức tạp. Nhằm giải quyết được những khó khăn đó, Hiệp hội giảng dạy tiếng Nhật (AJALT) đã nghiên cứu và cho ra đời phương pháp học chữ Kanji hiệu quả thông qua bộ sách 500 chữ Kanji cơ bản.Bộ sách 500 chữ Kanji cơ bản được biên soạn cho những người học tiếng Nhật tương ứng với cấp độ N4, N5 của kỳ thi năng lực Nhật ngữ. Đây là lựa chọn tối ưu cho những ai đang phải vất vả tìm cách nhớ chữ Kanji và muốn học chữ Kanji theo ngữ cảnh thay vì học từng chữ riêng biệt. Khi học theo trình tự từ quyển 1 đến quyển 2, người học sẽ được trang bị khả năng vận dụng một cách tổng hợp kiến thức về chữ Kanji để không chỉ nâng cao kỹ năng đọc hiểu sách báo tiếng Nhật, mà còn nhiều kỹ năng khác nữa.Practical Kanji Vol.1 – 500 chữ Kanji cơ bản Vol.1 là quyển đầu tiên trong bộ giáo trình 500 Chữ Kanji cơ bản. Hướng dẫn cho người mới học 250 chữ Kanji (hay còn gọi là Hán tự ) đầu tiên theo cách dễ hiểu và thiết thực. Cuốn sách do Hiệp hội giảng dạy tiếng Nhật AJALT biên soạn, được thực hiện bởi First News, Nhà xuất bản Đại học Quốc gia TP.HCM ấn hành.Tuyển tập tài liệu giảng dạy chữ Kanji này cung cấp:Cho người học tiếng Nhật tương ứng với cấp độ 4, 5 Kỳ thi năng lực Nhật ngữ (N4, N5 / JLPT).Ở phần nghe, sách giúp người học dễ dàng ghi nhớ bằng cách liên kết phần âm thanh, phần hình và phần nghĩa của chữ Kanji. Quyển sách bao gồm 23 bài. Mỗi bài gồm 9 - 12 chữ Hán mới và nội dung được trình bày theo cấu trúc rất rõ ràngGiới thiệu từ vựng và cách đọc âm on, âm kun của chữ Kanji có tần suất sử dụng cao.Giới thiệu chữ Kanji trong những tình huống và ngữ cảnh thực tế. Các chữ Kanji đã học sẽ xuất hiện nhiều lần trong phần luyện tập của mỗi bài và phần Bài tập tổng hợp để học viên có thể luyện cách đọc và viết các từ vựng.Mỗi chữ Kanji có một số thứ tự duy nhất và có cả bảng Index chữ Kanji ở phần sau sách. Vì vậy nếu có quên thì học viên vẫn có thể dễ dàng tìm lại để ôn tập.Có kèm phần dịch tiếng Anh - tiếng Việt cho chữ Kanji và phần từ vựng.Giúp người học dễ dàng ghi nhớ chữ Kanji bằng cách dùng thanh mica đỏ che cách đọc và nghĩa tiếng Việt của chữ Kanji đã học.Học viên có thể thực hành viết chữ Kanji thông qua Bảng luyện tập chữ Kanji kèm theo sách hoặc tải từ CD – ROM.Cung cấp các bài luyện tập kèm theo phần nghe ở đĩa CD và file MP3; có thể tải miễn phí tại website: firstnews.com.vnCó những trang trình bày kiến thức nền, giúp ích cho việc ghi nhớ âm thanh và hình dạng chữ Kanji. 500 chữ Kanji cơ bản là lựa chọn tốt nhất giúp học viên rèn luyện tất cả bốn kỹ năng cần thiết khi học ngoại ngữ. Chúng tôi hy vọng rằng, phương pháp luyện tập chữ Kanji này sẽ giúp các bạn thích thú với việc học chữ Kanji và đạt được kết quả tốt trong việc học tiếng Nhật.Mời bạn đón đọc. ",218.0, 20.5 x 26 cm , 09/2019 , Trí Việt , Nxb Đại học Quốc gia TPHCM ,280.0, Hiệp hội giảng dạy tiếng Nhật AJALT , Bìa mềm , Nguyễn Đỗ An Nhiên 
Luyện Thi Năng Lực Nhật Ngữ N5: Hán Tự - Từ Vựng - Ngữ Pháp - Đọc Hiểu - Nghe Hiểu,https://www.vinabook.com/images/thumbnails/product/240x/349440_p90098mn5.jpg,Tiếng Nhật ,"  Thông tin tác giả    Matsumoto Noriko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Sasaki Hitoko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bộ sách gồm 1 quyển: ""Hán tự (Kanji) - Từ vựng (Goi) - Đọc hiểu (Dokkai) - Nghe hiểu (Choukai) - Ngữ pháp (Bunpou) Đây là một tựa sách học tiếng Nhật hàng đầu trong hệ thống phân phối sách Kinokuniya lớn nhất Nhật Bản. Bộ sách này giúp những bạn chuẩn bị tham gia Kỳ thi năng lực Nhật ngữ JLPT nắm được những nội dung kiến thức cần phải có trong năng lực Nhật ngữ - trình độ N5 một cách nhanh chóng, hiệu quả và tổng quát nhất trong khoảng thời gian từ 4 đến 6  tuần. Mời bạn đón đọc. ",65.0, 19 x 26 cm , 09/2019 , NXB Trẻ , Nxb Trẻ ,130.0," Matsumoto Noriko , Sasaki Hitoko ", Bìa mềm ,
Luyện Thi Năng Lực Nhật Ngữ N4: Ngữ Pháp - Đọc Hiểu - Nghe Hiểu,https://www.vinabook.com/images/thumbnails/product/240x/349442_p90097mn4.jpg,Tiếng Nhật ,"  Thông tin tác giả    Matsumoto Noriko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Sasaki Hitoko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bộ sách gồm 2 quyển: ""Hán tự (Kanji) - Từ vựng (Goi)"" và ""Đọc hiểu (Dokkai) - Nghe hiểu (Choukai) - Ngữ pháp (Bunpou)"". Đây là một tựa sách học tiếng Nhật hàng đầu trong hệ thống phân phối sách Kinokuniya lớn nhất Nhật Bản. Bộ sách này giúp những bạn chuẩn bị tham gia Kỳ thi năng lực Nhật ngữ JLPT nắm được những nội dung kiến thức cần phải có trong năng lực Nhật ngữ - trình độ N4 một cách nhanh chóng, hiệu quả và tổng quát nhất trong khoảng thời gian từ 4 đến 6  tuần. Mời bạn đón đọc. ",65.0, 19 x 26 cm , 09/2019 , NXB Trẻ , Nxb Trẻ ,132.0," Matsumoto Noriko , Sasaki Hitoko ", Bìa mềm ,
Cẩm Nang Giao Tiếp Khám Phá Nhật Bản,https://www.vinabook.com/images/thumbnails/product/240x/349640_p90076mscan0001.jpg,Tiếng Nhật ," Nhật Bản luôn được biết đến là một đất nước có nền văn hóa lâu đời, kết hợp hài hòa nét hiện đại và truyền thống tạo nên nét đặc trưng riêng biệt, độc đáo. Những nét văn hóa mang đậm bản sắc thể hiện trong chính cuộc sống thường ngày như văn hóa trà đạo, ẩm thực, Kimono, ngay cả chữ viết của người Nhật cũng biểu đạt phần nào nét văn hóa đó. Vì thế học tiếng Nhật là con đường giúp bạn khám phá và đến gần hơn với văn hóa, con người của đất nước này. Những câu nói thông dụng bằng tiếng Nhật trong cuốn Cẩm nang giao tiếp khám phá Nhật Bản sẽ giúp ích cho bạn rất nhiều trong chuyến du lịch đến xứ sở hoa anh đào. Ngoài ra đây cũng là một cuốn cẩm nang rất hữu ích cho những bạn muốn học giao tiếp tiếng Nhật một cách nhanh chóng và hiệu quả.Cẩm nang giao tiếp khám phá Nhật Bản được biên soạn bởi NXB ASK Publishing. Quyển cẩm nang này có phần tiếng Nhật được viết bằng chữ Katakana / Kanji và chữ La-tinh với phần tiếng Việt được trình bày song ngữ. Bạn có thể tải file MP3 miễn phí tại website: firstnews.com.vnCuốn cẩm nang này sẽ giúp bạn giao tiếp Tiếng Nhật dễ dàng bằng việc:- Cung cấp những từ vựng và cụm từ tiếng Nhật đơn giản nhất. - Không chú trọng quá nhiều về sự chuẩn xác hay các yếu tố phức tạp trong ngữ pháp và chữ viết mà chủ yếu hướng đến giới thiệu từ vựng tiếng Nhật đơn giản được sử dụng trong giao tiếp hằng ngày. - Có rất nhiều hình ảnh minh họa sinh động sau mỗi câu từ, giúp cho người đọc có thể tiếp thu nhanh hơn.Cẩm nang được chia theo từng phần, tùy hoàn cảnh mà bạn có thể chọn bắt đầu từ bất cứ nội dung nào bạn muốn:- Phần 1: Phần này giới thiệu về phong tục tập quán của người Nhật cùng  những kiến thức cơ bản về tiếng Nhật.- Phần 2 & 3: giới thiệu  các từ và cụm từ tiếng Nhật hữu dụng khi đi mua sắm ở cửa hàng tiện lợi, giao tiếp ở nhà hàng và bệnh viện. Phần 3 hướng dẫn những từ và cụm từ tiếng Nhật được dùng trong những tình huống như giới thiệu về bản thân, sử dụng các phương tiện truyền thông hay hẹn gặp ai đó.- Phần 4: Giới thiệu các địa điểm tham quan tại Nhật Bản, hướng dẫn cách thực hành nghi lễ đúng khi vào tham quan đền và chùa ở Nhật, cách tắm suối nước nóng Onsen cũng như cách đọc các bảng hướng dẫn tại các điểm du lịch.Mời bạn đón đọc. ",98.0, 11 x 18 cm , 09/2019 , Trí Việt , Nxb Đại học Quốc gia TPHCM ,156.0,, Bìa mềm , Kim Kiều 
Bộ Thẻ Học Tiếng Nhật Hiệu Quả Kanji - Volume 2 (Trình Độ Trung Cấp) - Kèm 1 CD,https://www.vinabook.com/images/thumbnails/product/240x/348216_p88794mscan0001.jpg,Tiếng Nhật ,"  Thông tin tác giả    Alexander DC Kask     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Emiko Konomi     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mọi điểm bạn cần học về những chữ căn bản trong tiếng Nhật đều có trong chiếc hộp này!- 200 thẻ học từ có bấm sẵn lỗ, mỗi thẻ giới thiệu một Kanji phổ thông.- Đĩa CD ghi lại giọng phát âm của người Nhật bản xứ, với hơn 1.400 từ và cụm từ trong tiếng Nhật.- Một sách hướng dẫn có một số mẹo luyện tiếng Nhật.- Các hình ảnh gợi nhắc các nét trong Kanji, giúp người học nhớ được mặt chữ và cả phần nghĩa.- Công cụ ôn bài lý tưởng cho người học thi JLPT, cấp độ căn bản hay các kỳ thi Tiếng Nhật khác có mức độ tương đương.Mời bạn đón đọc. ",168.0, 8.5 x 5.5 cm , 09/2019 , Trí Việt , Nxb Đại học Quốc gia TPHCM ,200.0," Alexander DC Kask , Emiko Konomi ", Thẻ học thông minh , Nhóm MOMIJI 
Giao Tiếp Tiếng Nhật Trong Kinh Doanh - Basic 2 (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/343543_p88195mbia2.jpg,Tiếng Nhật ,"  Thông tin tác giả    Nichibei Kaiwa Gakuin     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Viện Ngôn ngữ tiếng Nhật     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nhật Bản là quốc gia đứng đầu về tổng vốn ODA đầu tư vào Việt Nam. Làn sóng đầu tư mạnh mẽ của các doanh nghiệp Nhật Bản trong vài năm trở lại đây đã khiến cho nhu cầu nhân lực biết tiếng Nhật đã tăng lên đáng kể. Ngày nay, tiếng Nhật là một trong số những ngôn ngữ quan trọng giúp các bạn trẻ gia tăng khả năng cạnh tranh và dễ dàng kiếm việc với mức lương như ý.Tuy vậy, một trong những khó khăn của nhiều người khi học tiếng Nhật là tuy nắm vững ngữ pháp nhưng phản xạ không đủ nhanh, không tự tin sử dụng tiếng Nhật trong các tình huống và môi trường làm việc thực tế.Vì vậy, First News - Trí Việt trân trọng giới thiệu 2 cuốn sách thuộc bộ giáo trình Giao tiếp tiếng Nhật trong kinh doanh. Trong cuốn sách này, người học có thể luyện tập những mẫu câu thiết thực trong đời sống, có thể ứng dụng và giao tiếp hằng ngày bằng tiếng Nhật trong các tình huống thường gặp nơi công sở.Giáo trình Giao tiếp tiếng Nhật trong kinh doanh – Nihongo Express  gồm 16 bài học, tập trung vào việc cung cấp các điểm ngữ pháp cơ bản, và câu nói thông dụng trong giao tiếp nơi công sở cùng hình ảnh minh họa phong phú, sinh động giúp người đọc dễ dàng hiểu được ngữ cảnh của các đoạn hội thoại.Cuốn sách bao gồm các phần: Đoạn hội thoại mẫu, bài luyện tập, điểm ngữ pháp, bài kiểm tra, phụ lục, sách tham khảo.Sách Giao tiếp tiếng Nhật trong kinh doanh được trình bày song ngữ Nhật – Việt và có phiên âm chữ Romaji. Sách có danh mục từ vựng giúp việc học có hệ thống và đính kèm đĩa CD-ROM chứa các Đoạn hội thoại mẫu, Luyện tập, Điểm ngữ pháp và Bài kiểm tra được đọc bởi người bản xứ giúp người học có thể tự học ngữ pháp tại nhà, luyện nghe hiểu và phát âm chuẩn như người Nhật. CD-ROM chứa tương đương bảy đĩa CD.Bộ sách được nhóm tác giả của Trung tâm giáo dục Quốc tế (IEC), Viện ngôn ngữ Tiếng Nhật Nichibei Kaiwa Gakuin (JLI) biên soạn, hiệu đính bởi Ths. Nguyễn Thu Hương – Nguyên Phó trưởng khoa Nhật Bản học – Trường ĐH KHXH&NV Tp.HCM.BOXViện ngôn ngữ Tiếng Nhật (JLI) được thành lập vào năm 1967 như một tổ chức thành viên của trung tâm giao lưu giáo dục quốc tế  (IEC). JLI cung cấp các chươn trình đào tạo tiếng Nhật thiết thực cho nhiều môi trường sử dụng tiếng Nhật đa dạng, ở công sở cũng như trong cuộc sống hàng ngày. IEC, tổ chức sáng lập ra JLI, cũng đã đẩy mạnh giáo dục quốc tế và hiểu biết giữa các nền văn hóa từ năm 1948. Một trong các dự án phải kể đến của IEC là Cuộc thi Hùng biện tiếng Nhật Quốc tế (được phát sóng trên đài truyền hình NHK).Mời bạn đón đọc. ",268.0, 19 x 26 cm , 06/2019 , Trí Việt , Nxb Đại học Quốc gia TPHCM ,344.0," Nichibei Kaiwa Gakuin , Viện Ngôn ngữ tiếng Nhật ", Bìa mềm , First News 
Luyện Thi Năng Lực Nhật Ngữ N1 - Đọc Hiểu,https://www.vinabook.com/images/thumbnails/product/240x/345896_p88510mluyenthi.jpg,Tiếng Nhật ,"  Thông tin tác giả    Matsumoto Noriko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Sasaki Hitoko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Luyện thi Năng lực Nhật ngữ N1 gồm 5 quyển: Hán tự (Kanji), Từ vựng (Goi), Đọc hiểu (Dokkai), Nghe hiểu (Choukai) và Ngữ pháp (Bunpou).Đây là một tựa sách học tiếng Nhật hàng đầu trong hệ thống phân phối sách Kinokuniya lớn nhất Nhật Bản. Bộ sách này giúp những bạn chuẩn bị tham gia Kỳ thi năng lực Nhật ngữ JLPT nắm được những nội dung kiến thức cần phải có trong năng lực Nhật ngữ - trình độ N1 một cách nhanh chóng, hiệu quả và tổng quát nhất trong khoảng thời gian từ 4 đến 6 tuần.Mời bạn đón đọc. ",65.0, 19 x 26 cm , 08/2019 , NXB Trẻ , Nxb Trẻ ,130.0," Matsumoto Noriko , Sasaki Hitoko ", Bìa mềm , Phi Ngọc 
Cách Học Kanji Dễ Nhớ Nhất (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/338423_p87612mcachhockanjidenhonhatxpba01.jpg,Tiếng Nhật ,"  Thông tin tác giả    Michael L. Kluemper 
                                                                                                                                            Tác giả Michael L. Kluemper từng là một thành viên của Chương trình trao đổi và giảng dạy Nhật Bản (JET) từ năm 1990 – 1993 và bắt đầu giảng dạy ngôn ngữ và văn hóa  Nhật Bản từ đó. Ông cũng từng là thành viên quản trị của Hội đồng Giảng viên tiếng Nhật Quốc gia ",138.0, 20 x 20 cm , 05/06/2019 , Trí Việt , Nxb Đại học Quốc gia TPHCM ,216.0, Michael L. Kluemper , Bìa mềm , Nhóm MOMIJI 
Giao Tiếp Tiếng Nhật Trong Kinh Doanh - Basic 1 (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/343540_p88194mbia1.jpg,Tiếng Nhật ,"  Thông tin tác giả    Nichibei Kaiwa Gakuin     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Viện Ngôn ngữ tiếng Nhật     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nhật Bản là quốc gia đứng đầu về tổng vốn ODA đầu tư vào Việt Nam. Làn sóng đầu tư mạnh mẽ của các doanh nghiệp Nhật Bản trong vài năm trở lại đây đã khiến cho nhu cầu nhân lực biết tiếng Nhật đã tăng lên đáng kể. Ngày nay, tiếng Nhật là một trong số những ngôn ngữ quan trọng giúp các bạn trẻ gia tăng khả năng cạnh tranh và dễ dàng kiếm việc với mức lương như ý.Tuy vậy, một trong những khó khăn của nhiều người khi học tiếng Nhật là tuy nắm vững ngữ pháp nhưng phản xạ không đủ nhanh, không tự tin sử dụng tiếng Nhật trong các tình huống và môi trường làm việc thực tế.Vì vậy, First News - Trí Việt trân trọng giới thiệu 2 cuốn sách thuộc bộ giáo trình Giao tiếp tiếng Nhật trong kinh doanh. Trong cuốn sách này, người học có thể luyện tập những mẫu câu thiết thực trong đời sống, có thể ứng dụng và giao tiếp hằng ngày bằng tiếng Nhật trong các tình huống thường gặp nơi công sở.Giáo trình Giao tiếp tiếng Nhật trong kinh doanh – Nihongo Express  gồm 16 bài học, tập trung vào việc cung cấp các điểm ngữ pháp cơ bản, và câu nói thông dụng trong giao tiếp nơi công sở cùng hình ảnh minh họa phong phú, sinh động giúp người đọc dễ dàng hiểu được ngữ cảnh của các đoạn hội thoại.Cuốn sách bao gồm các phần: Đoạn hội thoại mẫu, bài luyện tập, điểm ngữ pháp, bài kiểm tra, phụ lục, sách tham khảo.Sách Giao tiếp tiếng Nhật trong kinh doanh được trình bày song ngữ Nhật – Việt và có phiên âm chữ Romaji. Sách có danh mục từ vựng giúp việc học có hệ thống và đính kèm đĩa CD-ROM chứa các Đoạn hội thoại mẫu, Luyện tập, Điểm ngữ pháp và Bài kiểm tra được đọc bởi người bản xứ giúp người học có thể tự học ngữ pháp tại nhà, luyện nghe hiểu và phát âm chuẩn như người Nhật. CD-ROM chứa tương đương bảy đĩa CD.Bộ sách được nhóm tác giả của Trung tâm giáo dục Quốc tế (IEC), Viện ngôn ngữ Tiếng Nhật Nichibei Kaiwa Gakuin (JLI) biên soạn, hiệu đính bởi Ths. Nguyễn Thu Hương – Nguyên Phó trưởng khoa Nhật Bản học – Trường ĐH KHXH&NV Tp.HCM.BOXViện ngôn ngữ Tiếng Nhật (JLI) được thành lập vào năm 1967 như một tổ chức thành viên của trung tâm giao lưu giáo dục quốc tế  (IEC). JLI cung cấp các chươn trình đào tạo tiếng Nhật thiết thực cho nhiều môi trường sử dụng tiếng Nhật đa dạng, ở công sở cũng như trong cuộc sống hàng ngày. IEC, tổ chức sáng lập ra JLI, cũng đã đẩy mạnh giáo dục quốc tế và hiểu biết giữa các nền văn hóa từ năm 1948. Một trong các dự án phải kể đến của IEC là Cuộc thi Hùng biện tiếng Nhật Quốc tế (được phát sóng trên đài truyền hình NHK).Mời bạn đón đọc. ",258.0, 19 x 26 cm , 06/2019 , Trí Việt , Nxb Đại học Quốc gia TPHCM ,320.0," Nichibei Kaiwa Gakuin , Viện Ngôn ngữ tiếng Nhật ", Bìa mềm , First News 
Tập Viết Tiếng Nhật Thông Dụng (Tái Bản 2019),https://www.vinabook.com/images/thumbnails/product/240x/334885_p87184mscan0001.jpg,Tiếng Nhật ,"  Thông tin tác giả    Thảo Nguyên 
                                                                                                                                            Thảo Nguyên
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong những năm trở lại đây, với sự đầu tư mạnh từ các nước bên ngoài, nhu cầu học ngoại ngữ đã trở nên bức thiết. trong số các ngoại ngữ thông dụng, ngoài tiếng Anh và tiếng Pháp, tiếng Nhật đã đang trở nên phổ biến. Tiếng Nhật là một trong các loại chữ vuông nên việc viết chúng chính xác cũng đòi hỏi nhiều công phu. Để thỏa mãn nhu cầu tập viết tiếng Nhật, tác giả đã biên soạn cuốn “Tập Viết Tiếng Nhật Thông Dụng”.Để học tốt tiếng Nhật là một điều không hề dễ dàng đối với bất kì ai và bạn sẽ không thể thành thạo ngôn ngữ này nếu bạn không có một hướng đi và một phương pháp đúng đắn trong quá trình học nó.Bạn cần phải học thuộc hai bảng chữ cái cơ bản của tiếng Nhật là: Hiragana và Katakana. Bạn nên học theo trình tự: đọc – hiểu – nghe – viết – nói. và cần kiên trì, chăm chỉ trong việc tự học tiếng Nhật.Mời bạn đón đọc. ",48.0, 17 x 24 cm , 03/2019 , Tân Việt , NXB Dân Trí ,176.0, Thảo Nguyên , Bìa mềm ,
Tiếng Nhật Cho Mọi Người Sơ Cấp 1 - 25 Bài Luyện Nghe,https://www.vinabook.com/images/thumbnails/product/240x/366929_p94071mimage236763.jpg,Tiếng Nhật ,"  Thông tin tác giả    	Makino Akiko, Tanaka Yone, Kitagawa Itsuko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách nằm trong bộ Minna no Nihongo - Tiếng Nhật dành cho mọi người - Bản mới. Là sách bổ trợ giúp người học nâng cao kỹ năng nghe thông qua các bài tập nghe, bao gồm các đoạn hội thoại, phỏng vấn hay bản tin",75.0, 26 x 19 cm , 20/12/2020 , NXB Trẻ , Nxb Trẻ ,132.0," Makino Akiko, Tanaka Yone, Kitagawa Itsuko ", Bìa mềm ,
15 Ngày Cũng Cố Kiến Thức Nền Tảng N5 - Giải Pháp Cho Kỳ Thi Năng Lực Tiếng Nhật,https://www.vinabook.com/images/thumbnails/product/240x/366280_p93799mimage231214.jpg,Tiếng Nhật ,"  Thông tin tác giả    Endu Yuko     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách này là tài liệu học tập dành cho những bạn dự định tham gia kỳ thi Năng lực tiếng Nhật JLPT N5. Nội dung cuốn sách nhắm đến việc củng cố chắc chắn các nội dung có thể xuất hiện trong đề thị N5, đặc biệt là kiến thức ngôn ngữ (chữ viết, từ vựng, ngữ pháp). Sau khi nắm được các điểm quan trọng của mỗi phần chữ Hán, từ vựng, ngữ pháp, bạn học có thể làm bài luyện tập để tự kiểm tra lại mức độ hiểu bài của mình. Đề thi mô phỏng ở cuối sách được thiết kế bao gồm cả bài đọc hiểu, để các bạn có thể vận dụng vào bài thi thực. Hơn nữa, cuốn sách này cũng là một tài liệu rất có ích với những bạn muốn củng cố phần cơ bản của tiếng Nhật sơ cấp và những bạn muốn học kiến thức cơ bản của tiếng Nhật. Hãy nắm chắc các phần kiến thức có trong cuốn sách này và học lên trình độ tiếp theo. Với cuốn sách này, chúng tôi rất mong có thế hỗ trợ các bạn tiếp cận gần hơn với giấc mơ của mình.ĐẶC TRƯNG VÀ CÁCH SỬ DỤNG SÁCH Bao quát nội dung ra đề N5Cuốn sách này bao quát hầu hết các mục xuất hiện trong đề chữ viết, từ vựng, ngữ pháp N5 nên có thể chất lọc những phần quan trọng để học hiệu quả, không lãng phí, Hơn nữa sách được sắp xếp khoa học các điểm quan trọng theo từng ngày nên hãy học và nắm vững nội dung từng bài.Lập kế hoạch học tập rõ ràng 3 phần chữ Hán, từ vựng, ngữ pháp mỗi phần đều có thể hoàn thành trong 15 ngày học tập, Các phần chữ Hán, từ vựng, ngữ pháp đều có thể học mỗi ngày vài trang, và hoàn thành tất cả các phần trong vòng 15 ngàyHọc từng bước chắc chắnPhần học của mỗi ngày đều được sắp xếp theo thứ tự “điểm quan trọng bài luyện tập”, cho nên bạn học có thể tự kiểm tra mức độ hiểu bài của mình. Những bài luyện tập mô phỏng theo đề thi chính thức của Kỳ thi năng lực tiếng Nhật nên các bạn có thể làm quen với dạng đề thi, Khi làm sai thì bạn không nên bỏ qua mà cần ôn tập lại nội dung quan trọng của phần đó một lần nữa, cùng cổ thực lực của mình.Có phần dịch kèm hỗ trợ tự họcTừ vựng và câu ví dụ trong phần ngữ pháp có cả phần dịch tiếng Anh và tiếng Việt nên rất hữu ích cho việc tự học,Tự kiểm tra thực lực.Đây là phần được biên soạn dựa trên các dạng bài thực tế xuất hiện trong kỳ thi năng lực tiếng Nhật. Bài thi thử không những giúp bạn đọc xác nhận lại những câu hỏi về kiến thức, từ vựng, ngữ pháp đã học trong giáo trình, mà còn giúp bạn đọc có thể đánh giá được năng lực của bản thân với bài tập vẽ phần đọc hiểu. Bạn đọc hãy vừa đặt mình vào bài thì thật, vừa đo thời gian làm bài thi, và cố gắng đặt mục tiêu đạt được trên 35 điểm ở mỗi phần “Chữ Hán — từ vựng — ngữ pháp (tổng 60 điểm)” và ""Đọc hiểu (tổng 60 điểm)"". ",95.0, 20.5 x 14.5 cm , 2021 , Mcbooks , NXB Hồng Đức ,200.0, Endu Yuko , Bìa mềm ,
