tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Giáo Trình Thực Hành Microsoft Word (Dùng Cho Các Phiên Bản),https://www.vinabook.com/images/thumbnails/product/240x/237343_p72322mimg306.jpg,Tin học văn phòng,"  Thông tin tác giả    Phạm Quang Hiển 
                                                                                                                                            Phạm Quang Hiển
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Phương Hoa 
                                                                                                                                            Phạm Phương Hoa
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội dung sách trình bày những kiến thức không quá sâu, nhằm phục vụ cho những người mới bắt đầu làm quen vơi việc soạn thảo và chỉnh sửa văn bản, đồng thời là tài liệu tham khảo cho giáo viên giảng dạy tại các trung tâm, các trường Cao đẳng, Đại học, giảng dạy liên quan đến chương trình Word.Mời bạn đón đọc. ",92.0, 16 x 24 cm , 11/2016 , STK , NXB Thanh Niên ,352.0," Phạm Quang Hiển , Phạm Phương Hoa ", Bìa mềm ,
Tin Học Văn Phòng Microsoft Office 2013 Dành Cho Người Bắt Đầu,https://www.vinabook.com/images/thumbnails/product/240x/224944_p70294mimg611.jpg,Tin học văn phòng,"  Thông tin tác giả    Trần Tường Thụy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Quang Huy 
                                                                                                                                            Phạm Quang Huy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tin Học Văn Phòng Microsoft Office 2013 Dành Cho Người Bắt ĐầuPowerpointWord Excel VisioHướng dẫn thực hành từng bước.Dùng cho các phiên bản 2016 - 2013 - 2010.Mời bạn đón đọc. ",85.0, 16 x 24 cm , 03/2016 , STK , NXB Thanh Niên ,352.0," Trần Tường Thụy , Phạm Quang Huy ", Bìa mềm ,
Tự Học Microsoft Excel 2016 (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/218170_p69365mbt.jpg,Tin học văn phòng,"  Thông tin tác giả     VL-COMP.     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách ""Tự học microsoft excel 2016""Tạo bảng tínhQuản lý và xem bảng tínhSử dụng các công thức và hàmĐịnh dạng các ôĐịnh dạng bảng tínhIn ấn bảng tínhTùy biến ExcelTóm tắt dữ liệu bằng cách sử dụng các biểu đồThêm các hình ảnh vào bảng tínhSử dụng các phím tắt(Giá = Sách + 1 CD)Mời bạn đón đọc. ",80.0, 13.5 x 21 cm , 06/2016 , Văn Lang , NXB Hồng Đức ,224.0, VL-COMP. , Bìa mềm ,
Tự Học Microsoft PowerPoint 2016 (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/218152_p69361mbt.jpg,Tin học văn phòng,"  Thông tin tác giả     VL-COMP.     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách ""Tự Học Microsoft PowerPoint 2016 ""Khởi đầu với PowerPoint 2016""Điều hướng PowerPointThay đổi các tùy chọn PowerPointSoạn thảo và định dạng văn bảnBố trí các Slide Tổ chức các SlideLàm việc với chế độ xem OutlineSử dụng các chủ đềThêm hình ảnh và đồ họaTrình bày bản thuyết trình và in ấnSử dụng các phím tắt(Giá = Sách + 1 CD)Mời bạn đón đọc. ",79.0, 13.5 x 21 cm , 06/2016 , Văn Lang , NXB Hồng Đức ,224.0, VL-COMP. , Bìa mềm ,
Tự Học Microsoft Excel 2010 - Tái bản 12/2012,https://www.vinabook.com/images/thumbnails/product/240x/174223_p62677mdau001.jpg,Tin học văn phòng,"  Thông tin tác giả    IT-CLUB     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Sách được chia thành 11 bài, từ căn bản đến nâng cao kèm bài tập thực hành nhằm giúp bạn học một cách nhanh chóng và dễ hiểu như:Làm quen với Microsoft Excel 2010Khái niệm cơ bản bảng tínhTạo các phép tính cơ bảnLàm việc với bảng tính, Macro, TemplatesKhai thác cơ sở dữ liệuĐịnh dạng trang và inCác thao tác dữ liệuSử dụng các hàmCác phím tắtChúng tôi mong rằng qua bộ sách này, bạn sẽ tự học và thực hành theo lối cầm tay chỉ việc một cách nhanh chóng nhất.Mời bạn đón đọc. ",49.0, 14.5 x 20.5 cm , 12/2012 , Mcbooks , Nxb Văn hóa Thông tin ,252.0, IT-CLUB , Bìa mềm ,
Các Tuyệt Chiêu Microsoft Word 2010 Bằng Hình Minh Họa (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/152904_p58985mbiatruoc.jpg,Tin học văn phòng,  Thông tin tác giả    VL. Comp (Tổng Hợp  &amp; Biên Soạn)     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội dung:Các tuyệt chiêu văn bảnCác tuyệt chiệu tạo bảng và biểu đồCác tuyệt chiêu đồ họaCác tuyệt chiêu tùy biến WordCác tuyệt chiêu đặc biệtCác tuyệt chiêu in ấn(Giá = Sách + 1 CD) Mời bạn đón đọc. ,50.0, 13.5 x 21 cm , 02/2014 , Văn Lang , Nxb Văn hóa Thông tin ,160.0, VL. Comp (Tổng Hợp & Biên Soạn) , Bìa mềm ,
Microsoft Office 2013 Dành Cho Người Bắt Đầu,https://www.vinabook.com/images/thumbnails/product/240x/151220_p58723mxx908.jpg,Tin học văn phòng,"  Thông tin tác giả    Trần Tường Thụy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Đây là giáo trình 4 trong 1 hướng dẫn bạn sử dụng
 4 phần mềm phổ biến nhất trong bộ Microsoft Office 2010 gồm Word, 
Excel, PowerPoint và Visio. Tài liệu được biên soạn dành cho các đối 
tượng tự học “xem tới đâu thực hành tới đó” giúp người đọc có thể tự 
tham khảo và thực hành ứng dụng vào thực tế. Tài liệu dùng chung cho 
những người sử dụng Microsoft Office 2010. Trong phiên bản 2013, bạn đọc
 sẽ khám phá các tính năng mới, các thao tác xử lý văn bản, bảng tính, 
trình diễn, vẽ kỹ thuật … nhanh và tiện lợi hơn so với các phiên bản 
trước đó. Với Office 2013, bạn có trong tay đầy đủ các công cụ và lệnh 
để sử dụng trong văn phòng .Mời bạn đón đọc. ",85.0, 16 x 24 cm , 09/2014 , STK , NXB Thời Đại ,352.0, Trần Tường Thụy , Bìa mềm ,
Tự Học Microsoft Powerpoint 2010,https://www.vinabook.com/images/thumbnails/product/240x/144665_p58108mxx141.jpg,Tin học văn phòng,"
																						Tự Học Powerpoint 2010:Powerpoint 2010 được bổ sung nhiều tính năng mới với sự cải tiến giao diện Ribbon thuận lợi hơn cho người sử dụng. Do vậy, những người đã từng sử dụng thành thạo hoặc những người mới bắt đầu tìm hiểu Powerpoint 2010 đều phải học qua cách sử dụng chương trình này. Tuy nhiên, những người đã thành thạo Powerpoint sẽ tốn ít thời gian hơn so với những người mới bắt đầu.Tài liệu này có 8 bài và phụ lục. Các chương được tổ chức theo từng nhóm nội dung lớn tương ứng với quá trình xây dựng bài thuyết trình của bạn trong Powerpoint. Do vậy, các bạn mới bắt đầu học nên đọc tài liệu từ đầu đến cuối để có cái nhìn và sự hiểu biết tổng quát về chương trình này. Các bạn đã biết về chương trình Powerpoint 2010 thì chỉ cần đọc qua các nội dung mới trong phiên bản Powerpoint 2010 và xem thêm những vấn đề mà mình quan tâm. Tài liệu được thiết kế theo hướng vừa học vừa làm và chú trọng vào thực hành nên các bạn cố gắng hoàn thành từng phần trong tài liệu.Tự Học Microsoft Powerpoint 2010 giúp bạn có thể sử dụng công cụ biên tập và trình bày báo cáo trên máy tính một cách linh hoạt và thành thạo.Mời bạn đón đọc.  
                                                										",55.0, 14.5 x 20.5 cm , 2012 , Mcbooks , Nxb Văn hóa Thông tin ,292.0,, Bìa mềm ,
Tin Học Văn Phòng - Microsoft Excel Phiên Bản Mới Nhất - Tái bản 2011,https://www.vinabook.com/images/thumbnails/product/240x/133541_xx143.jpg,Tin học văn phòng,"  Thông tin tác giả    VN-Guide 
                                                                                                                                            VN-Guide
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tin Học Văn Phòng - Microsoft Excel Phiên Bản Mới NhấtHình ảnh thay cho lời dài dòng.Bạn sẽ tiến bộ trong một sớm một chiều.Những ưu điểm đặc biệt của sách:* Hướng dẫn sử dụng phần mềm Microsoft Excel bằng hình ảnh trực quan.* Đóng vai trò như sách tham khảo, bạn tra cứu những điều cần biết và cứ thế mà làm.* Giải thích chính xác, dễ hiểu và ngắn gọn về những điều cần biết.* Giá tiền phải chăng do mua sách vi tính tự thân nó không phải là một khoản đầu tư.Mục lục:Chương 1: Những kỹ thuật cơ bản trong Microsoft Office.Chương 2: Làm việc trong các chương trình.Chương 3: Tổng quan về Microsoft Excel.Chương 4: Nhập dữ liệu và công thức.Chương 5: Lập cấu trúc mạng.Chương 6: Định dạng trang.Chương 7: Sử dụng biểu đồ Excel.Chương 8: Kỹ thuật lập cơ sở dữ liệu trong Excel.Chương 9: Những kỹ thuật đặc biệt trong Excel.Chương 10: Excel và Web.Mời bạn đón đọc. ",29.0, 14.5 x 20.5 cm , 2011 , Văn Lang , Nxb Giao thông vận tải ,212.0, VN-Guide , Bìa mềm ,
Tự Học Nhanh Word 2003 &  2007,https://www.vinabook.com/images/thumbnails/product/240x/49393_55936.jpg,Tin học văn phòng,"  Thông tin tác giả    Trí Việt 
                                                                                                                                            Trí Việt
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Hà Thành     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Tự Học Nhanh Word 2003 & 2007Với mục đích củng cố kiến thức cơ bản; cập nhật các tính năng mới; trang bị các kỹ năng về ứng dụng WinWord cho người sử dụng máy tính, cuốn sách này sẽ trình bày với độc giả về MS Office Word 2003 với những tính năng cơ bản và tiện dụng, bên cạnh đó cũng giới thiệu với đọc giả về Office Word 2007 hiện đại và tối ưu hóa giao diện.Hy vọng sẽ mang đến cho độc giả có thể tự thực hiện những công việc với MS Word và giúp độc giả có một lựa chọn tối ưu nhất cho việc làm quen và chấp nhận công nghệ mới nhât và Microsoft đưa ra.Mời bạn đón đọc. ",48.0, 14.5 x 20.5 cm , 2013 , TTTV Hà Nội , NXB Thời Đại ,268.0," Trí Việt , Hà Thành ", Bìa mềm ,
Excel 2013 Dành Cho Người Tự Học,https://www.vinabook.com/images/thumbnails/product/240x/49372_55915.jpg,Tin học văn phòng,"  Thông tin tác giả    Trần Tường Thụy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Quang Huy 
                                                                                                                                            Phạm Quang Huy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong lĩnh vực Điện toán văn phòng, Microsoft Excel là một trong những chương trình thuộc bộ Microsoft Office đã và đang ứng dụng rộng rãi trong nhiều lĩnh vực: Kinh tế, kế toán, thương mại, quản lý và nhiều hơn nữa. Với Excel 2013, bạn có trong tay các công cụ và lệnh để tạo các bảng tính khác nhau, tạo những cơ sở dữ liệu cho từng thời kỳ, lập nên biểu đồ diễn biến, dự đoán xu thế phát triển, từ đó đề ra kế hoạch phát triển.Tại Việt Nam, hiện Excel rất phổ biến. Hầu như các máy tính mới lắp ráp đều có yêu cầu sử dụng Excel. Tuy rất phổ cập và có nhiều sách trình bày cách sử dụng chương trình này, nhưng để có được tài liệu tự học kiểu ""Xem tới đâu thực hành tới đó"" giúp cho người đọc có thể tự tham khảo và thực hành ứng dụng Excel trong thực tế thì không có nhiều. ""Excel 2013 dành cho người tự học"" trình bày những kiến thức không quá sâu, nhằm phục vụ cho những người mới bắt đầu làm quen với điện toán văn phòng, đồng thời làm tài liệu tham khảo cho giáo viên giảng dạy tại các trung tâm dạy nghề, các trường Cao đẳng, Đại học, giảng dạy liên quan đến chương trình Excel.Sách gồm có 14 chương:Chương 1 và 2: Trình bày tổng quan về Excel 2013 và thiết lập môi trường làm việc.Chương 3 và 4: Hướng dẫn thao tác lập bảng tính và xây dựng đồ thị.Chương 5 và 6: Giới thiệu các hàm Excel và các phép tính cơ bản.Chương 7 và 8: Thực hành các bài tập ứng dụng những hàm Excel, sắp xếp dữ liệu, dò tìm đối tượng và kỹ thuật in bảng tính.Chương 9: Gồm các bài tập ứng dụng thực tế tạo bảng.Chương 10 và 11: Gồm các bài tập ứng dụng giải phương trình, hệ phương trình, giải toán trên Excel.Chương 12: Gồm các bài tập ứng dụng thực tế và tạo bảng Pivot.Chương 13: Tạo Macro.Chương 14: Các bài tập làm thêm.Mời bạn đón đọc. ",70.0, 16 x 24 cm , 11/2013 , STK , Nxb Từ điển Bách khoa ,286.0," Trần Tường Thụy , Phạm Quang Huy ", Bìa mềm ,
Word 2013 Dành Cho Người Tự Học,https://www.vinabook.com/images/thumbnails/product/240x/49027_55570.jpg,Tin học văn phòng,"  Thông tin tác giả    Phạm Quang Huy 
                                                                                                                                            Phạm Quang Huy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Trần Tường Thụy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Word 2013 Dành Cho Người Tự HọcTrong lĩnh vực Tin học văn phòng, Microsoft Word là một trong những chương trình thuộc bộ Microsoft Office đã và đang được ứng dụng rộng rãi trong nhiều lĩnh vực: kinh tế, kế toán, thương mại, quản lý và nhiều hơn nữa. Với Word 2010, bạn có trong tay đầy đủ các công cụ và lệnh để tạo các văn bản phục vụ cho công việc hàng ngày.          Tại Việt Nam, Word rất phổ biến. Hầu như các máy tính mới lắp ráp đều có yêu cầu sử dụng Word. Tuy rất phổ cập và có nhiều sách trình bày cách sử dụng chương trình này, nhưng để có được tài liệu tự học kiểu ""xem tới đâu thực hành tới đó"" giúp cho người đọc có thể tự tham khảo và thực hành ứng dụng vào trong thực tế thì không có nhiều. Trong lần biên soạn này, giới thiệu đến các bạn tập sách chuyên về tạo và xử lý văn bản- Hướng dẫn sử dụng Word phiên bản mới nhất 2013 có nội dung như sau:MICROSOFT WORD 2013 DÀNH CHO NGƯỜI TỰ HỌC.          Nội dung sách trình bày những kiến thức không quá sâu, nhằm phục vụ cho những người mới bắt đầu làm quen với việc soạn thảo và chỉnh sửa văn bản, đồng thời là tài liệu tham khảo cho giáo viên giảng dạy tại các trung tâm, các trường Cao đẳng, Đại học, giảng dạy liên quan đến chương trình Word.Sách gồm 14 chương:• Chương 1: Làm quen với giao diện word 2013• Chương 2: Nhập và soạn thảo văn bản. • Chương 3: Định dạng đoạn văn. • Chương 4: Định dạng theo khu vực. • Chương 5: Các kiểu định dạng. • Chương 6: Template (dạng mẫu). • Chương 7: Các công cụ phụ trợ. • Chương 8: Các phương thức hiển thị. • Chương 9: In trong word 2013. • Chương 10: Khung (frame). • Chương 11: Tài liệu dài. • Chương 12: Autotext và macro. • Chương 13: Bảng biểu (table). • Chương 14: Đồ họa. Mời bạn đón đọc.   ",70.0, 16 x 24 cm , 10/2013 , STK , Nxb Từ điển Bách khoa ,296.0," Phạm Quang Huy , Trần Tường Thụy ", Bìa mềm ,
Hướng Dẫn Tự Học Microsoft Power Point 2013,https://www.vinabook.com/images/thumbnails/product/240x/48832_55375.jpg,Tin học văn phòng,"  Thông tin tác giả    VL.Comp     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hướng Dẫn Tự Học Microsoft Power Point 2013Khảo sát Microsoft PowerPoint 2013:   -  Tạo các diễn hình   -  Làm việc với các Slide   -  Thêm các cải tiến trực quan đơn giản   -  Xem lại và phân phối các diễn hình   -  Trình bày nội dung trong các bảng   -  Tinh chỉnh các phần tử trực quan   -  Thêm các hiệu ứng hoạt hình, audio và video   -  Chia sẻ và duyệt lại các diễn hình   -  Tạo các phần tử diễn hình tùy ýMời bạn đón đọc. ",70.0, 13.5 x 21 cm , 2013 , Văn Lang , Nxb Từ điển Bách khoa ,267.0, VL.Comp , Bìa mềm ,
Hướng Dẫn Tự Học Microsoft Excel 2013 (Kèm 1 CD),https://www.vinabook.com/images/thumbnails/product/240x/150946_p55374mhuongdantuhoc.jpg,Tin học văn phòng,  Thông tin tác giả    VL.Comp     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Khảo sát Microsoft Excel 2013:- Thiết lập một Workbook    -  Làm việc với dữ liệu và các bảng Excel    -  Thực hiện các phép tính trên dữ liệu    -  Thay đổi diện mạo Workbook    -  Sắp xếp lại thứ tự và tổng kết dữ liệu    -  Phân tích các tập hợp dữ liệu luân phiên    -  Tạo ra các biểu đồ và đồ họa    -  In ấn(Giá = Sách + 1 CD)Mời bạn đón đọc. ,72.0, 13.5 x 21 cm , 06/2013 , Văn Lang , Nxb Từ điển Bách khoa ,272.0, VL.Comp , Bìa mềm ,
Hướng Dẫn Sử Dụng Microsoft Excel 2013,https://www.vinabook.com/images/thumbnails/product/240x/47190_53733.jpg,Tin học văn phòng,"  Thông tin tác giả    ThS. Hoàng Nguyên     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hướng Dẫn Sử Dụng Microsoft Excel 2013    Trình bày đầy đủ và chi tiết về các tính năng mới trong Word 2013    Hướng dẫn thực hiện các thao tác bảng tính cụ thể với Excel 2013    Bố cục chặt chẽ từ đầu đến cuối, kèm hình ảnh minh họa phù hợp Sách bao gồm 14 chương, các bài học được bố cục rất rõ ràng để người học dễ dàng nắm bắt cách thực hiện các tác vụ từ đơn giản đến phức tạp trong Excel 2013 như khởi động, tạo, mở và lưu tài liệu; phân tích dữ liệu ngay tức thì; nhúng dữ liệu bảng tính trong một trang web, chia sẻ bảng tính Excel trong cuộc họp trực tuyến, xem ảnh động trong biểu đồ, cùng nhiều điểm mới khác thêm và điều chỉnh các hình ảnh",89.0, 16 x 24 cm , 04/2013 , 45 Đinh Tiên Hoàng , NXB Hồng Đức ,304.0, ThS. Hoàng Nguyên , Bìa mềm ,
Hướng Dẫn Tự Học Microsoft Word 2013,https://www.vinabook.com/images/thumbnails/product/240x/48828_55371.jpg,Tin học văn phòng,"  Thông tin tác giả    VL.Comp     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hướng Dẫn Tự Học Microsoft Word 2013Khảo sát Microsoft Word 2013:   -  Nhập, biên tập và đọc sửa văn bản   -  Chỉnh sửa cấu trúc và diện mạo của văn bản   -  Tổ chức thông tin trong các cột và bảng   -  Thêm các phần tử đồ họa đơn giản   -  Xem trước, in và phân phối các tài liệu   -  Chèn và chỉnh sửa các sơ đồ   -  Chèn và chỉnh sửa các biểu đồ   -  Tổ chức và sắp xếp các nội dung   -  Liên kết với thông tin nội dungMời bạn đón đọc. ",68.0, 13.5 x 21 cm , 2013 , Văn Lang , Nxb Từ điển Bách khoa ,255.0, VL.Comp , Bìa mềm ,
Hướng Dẫn Sử Dụng Microsoft Office,https://www.vinabook.com/images/thumbnails/product/240x/356768_p91024mscan0020.jpg,Tin học văn phòng,"  Thông tin tác giả    Phạm Quang Huy 
                                                                                                                                            Phạm Quang Huy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Quang Huấn 
                                                                                                                                            Phạm Quang Huấn
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chúc mừng bạn đến với tủ sách STK qua bộ sách “HƯỚNG DẪN SỬ DỤNG MICROSOFT OFFICE”, một chương trình tin học văn phòng đầy quyền năng. Trong lĩnh vực tin học văn phòng, Microsoft Word, Excel, PowerPoint, Visio là những chương trình thuộc bộ Microsoft Office đã và đang được ứng dụng rộng rãi trong nhiều lĩnh vực: Kinh tế, kế toán, thương mại, quản lý, vẽ kỹ thuật và nhiều hơn nữa. Với Microsoft Office, bạn có trong tay đầy đủ các công cụ và lệnh để thực hiện các tiện ích trong điện toán văn phòng.Tại Việt Nam, Microsoft Office rất phổ biến. Hầu như các máy tính mới lắp ráp đều cài đặt sẵn một trong những bộ Office phiên bản 2003, 2007, 2010, 2013, 2016 hay 2019. Tuy rất phổ cập và có nhiều sách trình bày cách sử dụng Microsoft Office, nhưng để có được tài liệu tự học kiểu “Xem tới đâu thực hành tới đó” giúp người đọc có thể tự tham khảo và thực hành ứng dụng vào trong thực tế thì không nhiều.Trong lần biên soạn này, tủ sách STK giới thiệu đến các bạn 4 chương trình Word, Excel, PowerPoint, Visio và phần lập trình VBA.Nội dung sách trình bày những kiến thức không quá sâu, nhằm phục vụ cho những người mới bắt đầu làm quen với việc soạn thảo văn bản (Word), bảng tính (Excel), trình chiếu (PowerPoint) và vẽ kỹ thuật (Visio), đồng thời là tài liệu tham khảo chương trình Microsoft Office cho giáo viên, học sinh tại các trung tâm, trường học.Mời bạn đón đọc. ",142.0, 16 x 24 cm , 01/2020 , STK , NXB Thanh Niên ,392.0," Phạm Quang Huy , Phạm Quang Huấn ", Bìa mềm ,
Tin Học Văn Phòng - Tự Học Excel Bằng Hình Ảnh (Tái Bản 2020),https://www.vinabook.com/images/thumbnails/product/240x/356758_p91022mscan0027.jpg,Tin học văn phòng,"  Thông tin tác giả    Trần Tường Thụy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Quang Huấn 
                                                                                                                                            Phạm Quang Huấn
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     100 bài tập khám phá những bí mật, hướng dẫn và giải thích các thủ thuật giúp các bạn tiết kiệm thời gian cũng như đạt năng suất hơn khi làm việc với Excel phiên bản 2019-2016-2013.Với bố cục chặt chẽ, trình bày rõ ràng, dễ dàng sử dụng cho phép bạn thực hành xuyên suốt tất cả các bài tập từ bắt đầu đến kết thúc hoặc chuyển đến bài tập nào tùy ý.Mời bạn đón đọc. ",134.0, 16 x 24 cm , 01/2020 , STK , NXB Thanh Niên ,368.0," Trần Tường Thụy , Phạm Quang Huấn ", Bìa mềm ,
Excel Dành Cho Người Bắt Đầu,https://www.vinabook.com/images/thumbnails/product/240x/356784_p91021mscan0006.jpg,Tin học văn phòng,"  Thông tin tác giả    Trần Tường Thụy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Quang Hiển 
                                                                                                                                            Phạm Quang Hiển
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội dung:Chương 1: Làm quen với ExcelChương 2: Làm việc với các RangeChương 3: Làm việc với các Range NameChương 4: Định dạng các Range trong ExcelChương 5: Xây dựng các công thứcChương 6: Thao tác với bảng tính",156.0, 16 x 24 cm , 01/2020 , STK , NXB Thanh Niên ,452.0," Trần Tường Thụy , Phạm Quang Hiển ", Bìa mềm ,
Tin Học Văn Phòng Microsoft Office Dành Cho Người Bắt Đầu (Dùng Cho Các Phiên Bản 2019-2016-2013),https://www.vinabook.com/images/thumbnails/product/240x/343943_p88274mtinhoc.jpg,Tin học văn phòng,"  Thông tin tác giả    Phạm Quang Huy 
                                                                                                                                            Phạm Quang Huy
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Chúc mừng bạn đến với tủ sách STK qua bộ sách “HƯỚNG DẪN SỬ DỤNG MICROSOFT OFFICE”, một chương trình tin học văn phòng đầy quyền năng. Trong lĩnh vực tin học văn phòng, Microsoft Word, Excel, PowerPoint, Visio là những chương trình thuộc bộ Microsoft Office đã và đang được ứng dụng rộng rãi trong nhiều lĩnh vực: Kinh tế, kế toán, thương mại, quản lý, vẽ kỹ thuật và nhiều hơn nữa. Với Microsoft Office, bạn có trong tay đầy đủ các công cụ và lệnh để thực hiện các tiện ích trong điện toán văn phòng.Tại Việt Nam, Microsoft Office rất phổ biến. Hầu như các máy tính mới lắp ráp đều cài đặt sẵn một trong những bộ Office phiên bản 2003, 2007, 2010, 2013, 2016 hay 2019. Tuy rất phổ cập và có nhiều sách trình bày cách sử dụng Microsoft Office, nhưng để có được tài liệu tự học kiểu “Xem tới đâu thực hành tới đó” giúp người đọc có thể tự tham khảo và thực hành ứng dụng vào trong thực tế thì không nhiều. Trong lần biên soạn này, tủ sách STK giới thiệu đến các bạn 4 chương trình Word, Excel, PowerPoint, Visio và phần lập trình VBA.Nội dung sách trình bày những kiến thức không quá sâu, nhằm phục vụ cho những người mới bắt đầu làm quen với việc soạn thảo văn bản (Word), bảng tính (Excel), trình chiếu (PowerPoint) và vẽ kỹ thuật (Visio), đồng thời là tài liệu tham khảo chương trình Microsoft Office cho giáo viên, học sinh tại các trung tâm, trường học.Mời bạn đón đọc. ",125.0, 16 x 24 cm , 06/2019 , STK , NXB Thanh Niên ,392.0, Phạm Quang Huy , Bìa mềm ,
Giáo Trình Thực Hành Excel (Dùng Cho Các Phiên Bản 2016-2013-2010) - Tái Bản 2019,https://www.vinabook.com/images/thumbnails/product/240x/343947_p88276mgiaotrinh.jpg,Tin học văn phòng,"  Thông tin tác giả    Phạm Quang Hiển 
                                                                                                                                            Phạm Quang Hiển
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Phạm Phương Hoa 
                                                                                                                                            Phạm Phương Hoa
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nội dung sách trình bày những kiến thức không quá sâu, nhằm phục vụ cho những người mới bắt đầu làm quen với điện toán văn phòng, đồng thời làm tài liệu tham khảo cho giáo viên giảng dạy tại các trung tâm dạy nghề, các trường Cáo đẳng, Đại học, giảng viên liên quan đến chương trình Excel.Nội dung sách đề cập đến những vấn đề liên quan đến thủ thuật, kỹ thuật nâng cao khai thác Excel trong quản lý. Sách chủ yếu là thực hành qua 100 bài tập, trước mỗi bài tập đều có phần lý thuyết trình bày ngắn gọn để bạn đọc dễ theo dõi khi thực hành. Nội dung sách gồm 10 chương. Tương ứng với mỗi chương đều có những bài tập gắn liền với thực tế, giúp người đọc nhanh chóng nắm bắt được những kỹ thuật, thủ thuật khi làm việc với Excel từ đó khai thác có hiệu quả và ứng dụng nhanh Excel vào công việc.Mời bạn đón đọc. ",128.0, 16 x 24 cm , 03/2019 , STK , NXB Thanh Niên ,384.0," Phạm Quang Hiển , Phạm Phương Hoa ", Bìa mềm ,
Tự Học Microsoft Word 2016 (Kèm 1 CD) - Tái Bản 2017,https://www.vinabook.com/images/thumbnails/product/240x/301149_p82073mscan0001.jpg,Tin học văn phòng,"  Thông tin tác giả     VL-COMP.     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cuốn sách ""Tự Học Microsoft Word 2016"":Khởi đầu với Microsoft Word""Làm việc với các tài liệuNhập văn bảnĐịnh dạng văn bảnĐịnh dạng văn bản và tạo các trangThêm các định dạng nâng caoTạo các bảngXem tài liệuIn tài liệuSử dụng các công cụ đồ họa và các phím tắtMời bạn đón đọc. ",80.0, 13.5 x 21 cm , 06/2017 , Văn Lang , NXB Hồng Đức ,224.0, VL-COMP. , Bìa mềm ,
