tên sách,ảnh bìa,thể loại,nội dung tóm tắt,giá bìa,kích thước,ngày xuất bản,nhà phát hành,nhà xuất bản,số trang,tác giả,loại bìa,dịch giả
Phong Thủy Cho Không Gian Sống,https://www.vinabook.com/images/thumbnails/product/240x/41934_48477.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Treena Dean     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Con người luôn bị một tác động bởi một nguồn năng lượng vô hình vận hành trong mô trường sống. Hiểu và ứng dụng được thuật phong thủy, chúng ta có thể thay đổi cuộc sống một cách đáng kể.Thuật phong thủy đã lý giải rất thuyết phục về nguồn năng lượng vô hình ấy, đồng thời đưa ra những phương cách bài trí nhà cửa, sắp xếp đồ vật giúp không gian sống của mỗi người, cả bên trong lẫn bên ngoài trở nên hài hòa.Bạn có thể bị tràn ngập thông tin về phong thủy giữa một rừng sách vở và không đủ thời gian cũng như sự kiên nhẫn để tìm hiểu sâu về lĩnh vực vốn đã đầy huyền bí này, Phong thủy cho không gian sống sẽ giúp bạn chọn lựa những hiểu biết căn bản và thực tiễn để áp dụng cho ngôi nhà của mình.Mời bạn đón đọc. ",35.0, 13.5 x 21 cm , 12/2011 , Văn Lang , Nxb Mỹ thuật ,144.0, Treena Dean , Bìa mềm , Huỳnh Văn Thanh 
Phong Thủy Cho Văn Phòng - Tái bản 2011,https://www.vinabook.com/images/thumbnails/product/240x/39813_46356.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Triều Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phong Thuỷ Cho Văn Phòng - Vận dụng khoa học phong thuỷ phương Đông trong việc bài trí không gian làm việc để đạt hiệu quả tốt nhất trong công việc.Nhiều người chúng ta dành phần lớn thời gian trong đời cho công việc, vì vậy mà môi trường làm việc có ảnh hưởng rất lớn đến chất lượng cuộc sống của chúng ta, tác động đến nhiều khía cạnh khác trong đời mỗi người. Bên cạnh năng lực và sự yêu thích công việc là những yếu tố không thể thiếu thì việc bài trí không gian làm việc một cách hài hoà, cân đối sẽ góp phần giúp bạn đạt được hiệu quả tốt nhất trong việc phát triển năng lực bản thân cũng như đạt được những kết quả thuận lợi cho công việc của mình.Dù nơi làm việc của bạn chỉ là một chiếc bàn nhỏ hẹp hay là một căn phòng thông thoáng, rộng rãi thì bạn vẫn có thể tạo cho mình một không gian lý tưởng và thích hợp với công việc hiện tại của mình. Hình dạng và kích thước của bàn làm việc, sự tiện nghi của chiếc ghế ngồi, màu sắc của những bức tường hay của các vật trang trí ",25.0, 13.5 x 20.5 cm , 2011 , Huy Hoàng , NXB Thời Đại ,128.0, Triều Sơn , Bìa mềm ,
Phong Thủy Biệt Thự,https://www.vinabook.com/images/thumbnails/product/240x/39743_46286.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Từ Cao Bình     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcLựa chọn mảnh đất phong thủy tốt xây dựng ngôi biệt thự may mắnI. Thế nước cát tườngII. Đại ngọc ôm lưngIII. Tìm một kháo sơn tốtIV. Lựa chọn khu đất tốtTrang hoàng biệt thự, chào đón vận mayI. Cửa chính nói lên thân phận và địa vị chủ nhàII. Biến cửa sổ trở thành con mắt sáng nhất trong ngôi biệt thựIII. Không được coi nhẹ tác dụng phong thủy của huyền trangIV. Bố cục phòng khách có liên quan đến toàn bộ vận thế của biệt thựV. Phòng ngủ có phong thủy tốt mang lại cho bạn giấc ngủ ngon và những giấc mơ đẹpVI. Vị trí văn xương trong phong thủy phòng làm việcVII. Bố cục phòng ănVIII. Bếp có quan hệ đến họa phúc và sức khỏe của con ngườiIX. Thiết kế  khu công trình phụ mang lại cảm giác thư giãn tuyệt vờiX. Ban công, nơi ""tử khí đông lai""XI. Phòng tập: Đem lại sức khỏe và thư giãn",125.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,160.0, Từ Cao Bình , Bìa mềm ,
Bố Trí Đồ Vật Theo Phong Thủy,https://www.vinabook.com/images/thumbnails/product/240x/39344_45887.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Triều Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Một ngôi nhà đẹp không thể thiếu những bức trang trang trí, thế nhưng việc chọn và treo tranh phụ thuộc vào chức năng của từng không gian và đối tượng sống trong ngôi nhà. Treo một bức tranh đẹp, đúng với sở thích và phù hợp phong thuỷ không chỉ giúp làm đẹp không gian sống nhà bạn mà còn khiến bạn có thể thư giãn với nó, nó còn mang lại sự may mắn và thịnh vượng cho gia đình bạn.Nhằm hướng dẫn bạn đọc chọn và treo tranh cho phù hợp, để vừa có thể tạo không gian đẹp và thoáng đãng, lại có thể mời gọi được nhiều tài lộc và may mắn về nhà.Mời bạn đón đọc. ",128.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,320.0, Triều Sơn , Bìa mềm ,
Cát Tường Trạch Địa,https://www.vinabook.com/images/thumbnails/product/240x/39338_45881.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Trương Thuận Nhiệm     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nhà ở cát tường là gì? Cách nhìn của người hiện đại và người xưa cố nhiên có điều khác biệt, tuy một vài triết lý cơ bản là vĩnh viễn không bao giờ thay đổi nhưng là một người hiện đại, cần phải có cái nhìn chính xác về nhà ở cát tường hiện đại.Về nhà ở cát tường ngày nay, tôi cho rằng phải bắt đầu về thay đổi tư tưởng, cuộc sống nội tâm cân bằng, lành mạnh và vui vẻ mới là nhà ở cát tường tốt nhất. Dù cho căn nhà lớn cỡ nào, chỉ cần có sách, có trà, có đèn, có giường là căn nhà ấm cúng sẽ trở nên tràn đầy sức sống thì đó chính là nhà ở cát tường. Việc chọn lựa căn nhà tốt cũng không được quá tùy tiện, căn nhà chật hẹp sơ sài cũng được, chỉ cần trong lòng vui vẻ, thế giới cảnh quan sẽ biến thành thế giới tâm hồn. Chính là nhà ở cát tường.Có được bố cục bài trí không gian tốt (vượng trạch phúc địa) chính là điều mà chúng ta mong mỏi.Mời bạn đón đọc.  ",50.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,224.0, Trương Thuận Nhiệm , Bìa mềm ,
Phong Thủy Phòng Ngủ (HH),https://www.vinabook.com/images/thumbnails/product/240x/39341_45884.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Triều Sơn     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phòng ngủ không chỉ là nơi để con người nghỉ ngơi, thư giãn mà còn là chốn kín đáo, riêng tư của mỗi thành viên trong gia đình. Bởi vậy, nó cũng thể hiện một cuộc sống chân thực và cá tính thật nhất của một người. Trong cuộc sống hiện đại, chúng ta luôn theo đuổi một cuộc sống chất lượng cao, việc bài trí trong phòng ngủ không chỉ cần phải xem xét đến các yếu tố khiến cho căn phòng trở nên dễ chịu, ấm cúng mà còn phải chú ý đến một vài yếu tố phong thuỷ có liên quan.Cuốn sách sẽ liệt kê ra những thiết kế phòng ngủ tốt nhất, ưu việt nhất, với những cách trang trí phòng ngủ tuyệt đẹp, kết hợp với những kiến thức phong thuỷ chuẩn xác nhất để tạo nên một không gian phòng ngủ đem lại sự cát tường như ý, góp phần xây dựng nên một cuộc sống ấm êm, hạnh phúc.Mời bạn đón đọc. ",75.0, 16 x 24 cm , 2011 , Huy Hoàng , Nxb Văn hóa Thông tin ,128.0, Triều Sơn , Bìa mềm ,
Tẩy Độc Bếp - Vì Không Thể Sống Mà Không Ăn Gì,https://www.vinabook.com/images/thumbnails/product/240x/363092_p92641mnxbtrefull18342020043400.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Pha Lê     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cùng tác giả của cuốn sách bán chạy ""Ăn gì cho không độc hại"".Mỗi món ngon ra đời là kết quả của cả quá trình đằng sau - không đơn thuần là kỹ thuật nấu nướng mà là chuyện về muối đường tương mắm, các dụng cụ, nồi niêu, bếp nấu… Một khi nắm rõ các vấn đề, các khía cạnh của bếp, chúng ta sẽ biết lý do đằng sau mỗi món ngon và món chưa ngon. Chúng ta sẽ hiểu sức mình làm việc bếp núc tới đâu là vừa. Chúng ta cũng sẽ biết, trong ma trận những nội dung quảng cáo, chia sẻ về những thứ “cần có trong gian bếp của bạn”, cái gì thực sự cần thiết, phù hợp với điều kiện, hoàn cảnh mỗi người và tốt cho sức khỏe, cái gì đã bị thổi phồng về công năng, tác dụng. Từ đó, mỗi người có thể bắt đầu quá trình detox (tẩy độc) cho gian bếp, từ nồi niêu, dụng cụ đến gia vị, để có một gian bếp sạch theo cả nghĩa đen lẫn nghĩa bóng. Nếu ""Ăn gì cho không độc hại"" là hành trình “học ăn”, ""Tẩy độc bếp: Vì không thể sống mà không ăn gì"" là bước đầu của hành trình “học nấu” một các tường tận, nghiêm túc, bắt đầu từ việc hiểu về bếp.Tác giả Pha Lê tốt nghiệp trường ẩm thực danh tiếng Le Cordon Bleu (Vương quốc Anh), hiện là cây bút ẩm thực - văn hóa chủ lực của soi.today và Tuổi Trẻ Cuối Tuần.Mời bạn đón đọc! ",180.0," 15,5 x 23 cm ", 11/2020 , NXB Trẻ , Nxb Trẻ ,300.0, Pha Lê , Bìa mềm ,
Nhà Cửa - Một Nửa Tâm Hồn,https://www.vinabook.com/images/thumbnails/product/240x/351473_p90350mnhacua.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Kate Watson-Smyth     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     «Bởi nó là tổ ấm của bạn. Dẫu nó bừa bộn đến đâu, bạn vẫn yêu ngôi nhà của mình.»Với cuốn sách này, bạn hoàn toàn có thể tự tay thiết kế ngôi nhà của mình«Nhà cửa – một nửa tâm hồn» không phải một cuốn sách chứa đầy các quy tắc trong trang trí nhà cửa. Nó giống như một cuốn cẩm nang với những mẹo nhỏ gợi cảm hứng cho bạn thì đúng hơn. Bởi chúng ta vốn dĩ là những sinh vật bậc cao với bộ não không giới hạn và sức sáng tạo dồi dào, bằng việc nắm được một số tiêu chuẩn căn bản, bạn toàn toàn có thể tự tay thiết kế ngôi nhà mang đậm dấu ấn cá nhân nhất – một tổ ấm khiến bạn yêu điên dại!Cuốn sách sẽ đưa ra những lời khuyên từ việc tìm kiếm cảm hứng sáng tạo, tìm kiếm phong cách cũng như hướng dẫn chi tiết những nguyên tắc thiết kế cho từng căn phòng trong nhà: phòng ăn, phòng khách, phòng ngủ,…Tác giả dày dạn kinh nghiệm trong lĩnh vực nội thấtKate Watson-Smyth – tác giả cuốn sách - không phải kiến trúc sư. Nhưng cô là một nhà báo đã có hơn 20 năm kinh nghiệm viết về lĩnh vực nội thất cho các ấn phẩm lớn. Trong thời gian đó , cô đã từng phỏng vấn những bộ óc lỗi lạc nhất trong lĩnh vực này. Với trải nghiệm đó, kết hợp cùng niềm đam mê của mình, Kate đã lập trang blog madaboutthehouse.com và phát triển nó thành blog nội thất số một tại Anh, đem về nhiều giải thưởng. Cuốn sách này chính là kết quả của blog đó.Mời bạn đón đọc. ",165.0, 16 x 24 cm , 12/11/2019 , AZ books , Nxb Thế giới ,248.0, Kate Watson-Smyth , Bìa mềm , Trang Dung 
Muốn Ít Đi - Hạnh Phúc Nhiều Hơn,https://www.vinabook.com/images/thumbnails/product/240x/269120_p76795m002.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Michelle     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Lối sống tối giản (Danshari) là một phong cách sống đến từ Nhật Bản, không còn quá mới mẻ với hầu hết chúng ta, hướng tới sự giải thoát khỏi những ám ảnh về cả vật chất lẫn tinh thần.Muốn ít đi - Hạnh phúc nhiều hơn ghi lại những trải nghiệm sắp xếp đồ đạc trong ngôi nhà của Michelle - người phụ nữ có một gia đình đông đúc với cuộc sống thường xuyên phải dịch chuyển. Để có một không gian thoải mái, thuận tiện mà vẫn gọn gàng dù sống ở Mỹ hay Nhật, cô đã chọn cách tối giản để bắt đầu cuộc “cách mạng” nhà cửa của mình.Không cầu kỳ hay phức tạp, những quy tắc nho nhỏ của Michelle rất thú vị và hữu ích, ai cũng có thể áp dụng vào chính căn nhà của mình. Bên cạnh đó, cô còn chia sẻ những nguyên tắc giản dị để có một cuộc sống đơn giản mà vẫn thật thoải mái, đủ đầy. Sự tối giản qua lăng kính của Michelle trở nên dễ hiểu và gần gũi hơn bao giờ hết, ai cũng có thể tự mình tinh giản nhà cửa, buông bỏ ràng buộc để cảm nhận sự thảnh thơi trong tâm hồn.Không chỉ đơn thuần là cuốn sách về nghệ thuật sắp đặt, Muốn ít đi - hạnh phúc nhiều hơn giống một thước phim đẹp đẽ, bình thản ghi lại từng khoảnh khắc an nhiên trong hành trình buông bỏ, đặt xuống những đồ đạc vướng bận để thu về sự thanh thản, tự do. Bởi “sắp xếp nhà cửa, xét cho cùng, cũng chính là sắp xếp mọi sự trong lòng”.Mời bạn đón đọc. ",82.0, 14.5 x 20 cm , 14/08/2017 , AZ books , Nxb Thế giới ,128.0, Michelle , Bìa mềm ,
Dọn Dẹp Cùng Marie Kondo,https://www.vinabook.com/images/thumbnails/product/240x/358665_p91299mdondep.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Marie Kondo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     “Dọn dẹp cùng Marie Kondo” được tái bản từ cuốn “Nghệ thuật bài trí của người Nhật”. Cuốn sách này được dịch ra 42 thứ tiếng và bán được hơn 11 triệu bản trên toàn thế giới. “Dọn dẹp cùng Marie Kondo” cũng liên tục đứng đầu trên các bảng xếp hạng của Amazon, New York Times, Brazilian Newspaper, German Newspaper…Hãy biến ngôi nhà của bạn thành một không gian luôn ngăn nắp và sạch sẽ với phương pháp KonMari kỳ diệu. Chuyên gia sắp xếp và dọn dẹp người Nhật – Marie Kondo sẽ giúp bạn dọn sạch các căn phòng một lần cho mãi mãi với các phương pháp truyền cảm hứng được thực hiện theo từng bước.Điểm mấu chốt để thành công trong việc dọn dẹp nhà cửa là bạn phải thực hiện theo thứ tự đúng, chỉ giữ lại những thứ bạn thật sự yêu thích và làm tất cả cùng lúc – và thật nhanh. Sau đó, trong suốt phần đời còn lại, bạn chỉ cần lựa chọn giữ lại thứ gì và bỏ đi thứ gì.Phương pháp KonMari sẽ không chỉ biến đổi không gian của bạn. Khi bạn giữ được trật tự cho ngôi nhà của mình, toàn bộ cuộc sống của bạn cũng sẽ thay đổi. Bạn có thể cảm thấy tự tin hơn, trở nên thành công hơn, và có thể có năng lượng và động lực để tạo ra cuộc sống mà bạn mong muốn.Sau khi đọc cuốn sách “Nghệ thuật bài trí của người Nhật: Phép màu thay đổi cuộc sống”, bạn sẽ có can đảm để bứt ra khỏi những khía cạnh tiêu cực trong cuộc sống: Bạn có thể nhận ra và chấm dứt một mối quan hệ chẳng ra gì; bạn có thể không cảm thấy lo lắng nữa, và cuối cùng bạn có thể giảm cân như ý.Phương pháp của Marie Kondo dựa trên tôn chỉ cận “đã sạch sẽ một lần thì sẽ không bao giờ bừa bộn nữa”. Nếu bạn nghĩ điều đó thật không tưởng, chắc chắn là bạn nên đọc cuốn sách hấp dẫn này.Mời bạn đón đọc. ",89.0, 13 x 20.5 cm , 16/06/2020 , Thái Hà , Nxb Lao động ,264.0, Marie Kondo , Bìa mềm , Thanh Minh 
Trang Trí Nhà,https://www.vinabook.com/images/thumbnails/product/240x/291544_p79846mp75210mimg467.jpg,Nhà ở - nội thất,  Thông tin tác giả    Nguyễn Thị Vân Anh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Dương Ngọc Lê     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương 1: Trang trí trần nhà phòng ởChương 2: Trang trí tườngChương 3: Trang trí nền nhàChương 4: Thiết kế và sản xuất một số đồ dùng trong nhàChương 5: Sửa chữa thường xuyên một số thiết bị trong nhàMời bạn đón đọc. ,26.0, 13 x 20.5 cm , 2015 , Thăng Long , Nxb Văn hóa Thông tin ,104.0," Nguyễn Thị Vân Anh , Dương Ngọc Lê ", Bìa mềm ,
Nghệ Thuật Bài Trí Của Người Nhật,https://www.vinabook.com/images/thumbnails/product/240x/292569_p79994mp68637mbt.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Marie Kondo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hãy biến ngôi nhà của bạn thành một không gian luôn ngăn nắp và sạch sẽ với phương pháp KonMari kỳ diệu. Chuyên gia sắp xếp và dọn dẹp người Nhật, Marie Kondo, sẽ giúp bạn dọn sạch các căn phòng một lần cho mãi mãi với các phương pháp truyền cảm hứng được thực hiện theo từng bước.Điểm mấu chốt để thành công trong việc dọn dẹp nhà cửa là bạn phải thực hiện theo thứ tự đúng, chỉ giữ lại những thứ bạn thật sự yêu thích và làm tất cả cùng lúc – và thật nhanh. Sau đó, trong suốt phần đời còn lại, bạn chỉ cần lựa chọn giữ lại thứ gì và bỏ đi thứ gì.Phương pháp KonMari sẽ không chỉ biến đổi không gian của bạn. Khi bạn giữ được trật tự cho ngôi nhà của mình, toàn bộ cuộc sống của bạn cũng sẽ thay đổi. Bạn có thể cảm thấy tự tin hơn, trở nên thành công hơn, và có thể có năng lượng và động lực để tạo ra cuộc sống mà bạn mong muốn.Sau khi đọc cuốn sách “Nghệ thuật bài trí của người Nhật: Phép màu thay đổi cuộc sống”, bạn sẽ có can đảm để bứt ra khỏi những khía cạnh tiêu cực trong cuộc sống: Bạn có thể nhận ra và chấm dứt một mối quan hệ chẳng ra gì; bạn có thể không cảm thấy lo lắng nữa, và cuối cùng bạn có thể giảm cân như ý.Phương pháp của Marie Kondo dựa trên tôn chỉ cận “đã sạch sẽ một lần thì sẽ không bao giờ bừa bộn nữa”. Nếu bạn nghĩ điều đó thật không tưởng, chắc chắn là bạn nên đọc cuốn sách hấp dẫn này.Cuốn sách đã được xuất bản sang 33 thứ tiếng. Đã bán được 1,5 triệu bản tiếng Nhật và hơn 2 triệu bản tiếng Anh. Và liên tục đứng đầu trên các bảng xếp hạng của: Amazon, New York Times, Brazilian Newspaper, German Newspaper….Mời bạn đón đọc. ",79.0, 13 x 20.5 cm , 19/04/2016 , Thái Hà , Nxb Lao động ,264.0, Marie Kondo , Bìa mềm , Thanh Minh 
Trang Trí Nhà,https://www.vinabook.com/images/thumbnails/product/240x/258399_p75210mimg467.jpg,Nhà ở - nội thất,  Thông tin tác giả    Nguyễn Thị Vân Anh     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Dương Ngọc Lê     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Mục lụcChương 1: Trang trí trần nhà phòng ởChương 2: Trang trí tườngChương 3: Trang trí nền nhàChương 4: Thiết kế và sản xuất một số đồ dùng trong nhàChương 5: Sửa chữa thường xuyên một số thiết bị trong nhàMời bạn đón đọc. ,26.0, 13 x 20.5 cm , 2015 , Thăng Long , Nxb Văn hóa Thông tin ,104.0," Nguyễn Thị Vân Anh , Dương Ngọc Lê ", Bìa mềm ,
Nghệ Thuật Bài Trí Của Người Nhật,https://www.vinabook.com/images/thumbnails/product/240x/323343_p68637mscan0001.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Marie Kondo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Hãy biến ngôi nhà của bạn thành một không gian luôn ngăn nắp và sạch sẽ với phương pháp KonMari kỳ diệu. Chuyên gia sắp xếp và dọn dẹp người Nhật, Marie Kondo, sẽ giúp bạn dọn sạch các căn phòng một lần cho mãi mãi với các phương pháp truyền cảm hứng được thực hiện theo từng bước.Điểm mấu chốt để thành công trong việc dọn dẹp nhà cửa là bạn phải thực hiện theo thứ tự đúng, chỉ giữ lại những thứ bạn thật sự yêu thích và làm tất cả cùng lúc – và thật nhanh. Sau đó, trong suốt phần đời còn lại, bạn chỉ cần lựa chọn giữ lại thứ gì và bỏ đi thứ gì.Phương pháp KonMari sẽ không chỉ biến đổi không gian của bạn. Khi bạn giữ được trật tự cho ngôi nhà của mình, toàn bộ cuộc sống của bạn cũng sẽ thay đổi. Bạn có thể cảm thấy tự tin hơn, trở nên thành công hơn, và có thể có năng lượng và động lực để tạo ra cuộc sống mà bạn mong muốn.Sau khi đọc cuốn sách “Nghệ thuật bài trí của người Nhật: Phép màu thay đổi cuộc sống”, bạn sẽ có can đảm để bứt ra khỏi những khía cạnh tiêu cực trong cuộc sống: Bạn có thể nhận ra và chấm dứt một mối quan hệ chẳng ra gì; bạn có thể không cảm thấy lo lắng nữa, và cuối cùng bạn có thể giảm cân như ý.Phương pháp của Marie Kondo dựa trên tôn chỉ cận “đã sạch sẽ một lần thì sẽ không bao giờ bừa bộn nữa”. Nếu bạn nghĩ điều đó thật không tưởng, chắc chắn là bạn nên đọc cuốn sách hấp dẫn này.Cuốn sách đã được xuất bản sang 33 thứ tiếng. Đã bán được 1,5 triệu bản tiếng Nhật và hơn 2 triệu bản tiếng Anh. Và liên tục đứng đầu trên các bảng xếp hạng của: Amazon, New York Times, Brazilian Newspaper, German Newspaper….Mời bạn đón đọc. ",79.0, 13 x 20.5 cm , 19/04/2016 , Thái Hà , Nxb Lao động ,264.0, Marie Kondo , Bìa mềm , Thanh Minh 
Bài Trí Ngôi Nhà Cát Tường Theo Phong Thủy - Tái bản 2009,https://www.vinabook.com/images/thumbnails/product/240x/133869_xx412.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Huy Chiến     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả       Dương Hồng 
                                                                                                                                            Dương Hồng
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Bài Trí Ngôi Nhà Cát Tường Theo Phong ThủyMột
 căn nhà được bài trí đúng cách có thể tích tụ, lưu giữ được sinh khí 
của trời đất, mang lại sự thoải mái, may mắn và an lành cho gia chủ. Tuy
 nhiên để có được căn nhà như vậy không phải là một điều đơn giản, thực 
chất đây là cả một khoa học và nghệ thuật.Nhằm
 cung cấp thêm cho bạn đọc một tài liệu tham khảo bổ ích, tác giả đã 
biên soạn cuốn sách ""Bài Trí Ngôi Nhà Cát Tường Theo Phong Thuỷ"". Cuốn 
sách được tổng hợp và biên soạn dựa trên cơ sở chắt lọc những tinh hoa 
của Phong thuỷ học truyền thống và hiện đại, giúp bạn đọc tham khảo, tạo
 cho mình và người thân một ""chốn bình an"" hạnh phúc và thịnh vượng.Với
 cách trình bày đơn giản, dễ hiểu, đề cập đến những vấn đề liên quan tới
 Phong thuỷ, các kiến thức cơ bản trong việc bài trí nội thất ngôi nhà, 
đặc biệt là tầm quan trọng của việc bố trí Phong thuỷ hợp lý cho ngôi 
nhà của bạn. Hy vọng bạn đọc sẽ tự lựa chọn được cho mình một cách bài 
trí ngôi nhà phù hợp, để đạt được tiêu chí: vừa thu hút được tài vận, 
lại vừa có thể giảm bớt, tránh được tai ương, vận xấu.Mục lục:Lời nói đầuChương 1: Phong thuỷ và những vấn đề liên quanTìm hiểu về phong thuỷSơ lược lịch sử phát triển của phong thuỷKhái niệm về ""Phong"" (gió) trong phong thuỷKhái niệm về ""Thuỷ"" (nước) trong phong thuỷ",27.0, 13.5 x 20.5 cm , 2009 , Huy Hoàng , Nxb Văn hóa Thông tin ,179.0," Huy Chiến , Dương Hồng ", Bìa mềm ,
Phong Thủy Tốt - Xấu Trong Mỗi Ngôi Nhà,https://www.vinabook.com/images/thumbnails/product/240x/48313_54856.jpg,Nhà ở - nội thất,"  Thông tin tác giả    Đường Minh Quân 
                                                                                                                                            Đường Minh Quân
                                                                   Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Phong Thủy Tốt - Xấu Trong Mỗi Ngôi NhàCuốn sách này trình bày cụ thể về thuật phong thủy, chỉ dẫn sắp xếp, tạo ra sự hòa điệu với môi trường xung quanh, hướng dẫn các quy tắc và giải pháp giúp độc giả có được phương thức giải quyết những vấn đề nơi bạn ở và cuộc sống từng thành viên trong gia đình.Mời bạn đón đọc.  ",38.0, 13 x 19 cm , 09/2011 , Thị Nghè , NXB Đồng Nai ,220.0, Đường Minh Quân , Bìa mềm ,
Sắc Màu Tổ Ấm - Tập 7.3: Đường Nét Cổ Điển,https://www.vinabook.com/images/thumbnails/product/240x/46816_53359.jpg,Nhà ở - nội thất," Sắc Màu Tổ Ấm - Tập 7.3: Đường Nét Cổ ĐiểnQuý vị đang cầm trên tay tuyển tập thiết kế nhà ở ""Sắc Màu Tổ Ấm"" tập 7, với 3 chuyên đề: ""Biệt thự hiện đại"", ""Không gian nhà phố"" và ""Đường nét cổ điển"".   Đây là bộ sách được biên tập công phu gồm những tác phẩm thiết kế mới   nhất của Công ty Cổ phần Kiến trúc Xây dựng Nhà Vui trong hai năm 2011 -   2012. Kể từ năm 2007 ra tuyển tập ""Sắc Màu Tổ Ấm"" đầu   tiên, chúng tôi đã luôn nhận được nhiều sự khen ngợi, động viên từ các   bạn đọc, đáng quý nhất là những góp ý chân thành, những câu hỏi rất sâu,   rất thực tế về từng mẫu thiết kế. Qua đó, chúng tôi hiểu được sự mong   chờ của bạn đọc đối với tuyển tập hàng năm, không chỉ là sự đón xem các   mẫu nhà đẹp, mà còn là sự xét đoán rất khắt khe các thiết kế của Nhà  Vui  qua từng thời kỳ xây dựng với sự phát triển của các công nghệ mới,  vật  liệu mới và những xu hướng thẩm mỹ ngày càng cao.Sự   đối chiếu giữa năng lực thiết kế của đội ngũ với nhu cầu ngày càng lớn   của khách hàng là tiêu chí hàng đầu để Nhà Vui hiểu rõ những thế mạnh  và  điểm yếu của mình. Mang sứ mạng và lĩnh ấn tiên phong trong lĩnh vực   thiết kế nhà ở tư nhân tại Việt Nam từ năm 2000.Đã   xuất hiện các văn phòng thiết kế tại TPHCM, Hà Nội, Hải Phòng, Huế và   các công trình trên khắp cả nước, Nhà Vui đang tự tin về nghề và đang   gấp rút hoàn thiện về chất lượng dịch vụ hoàn hảo nhất trong chuỗi chu   trình thiết kế - thi công - nội thất trọn gói cho khách hàng. Tuy vẫn   còn thiếu các mẫu thiết kế mang đẳng cấp quốc tế, thiếu những thiết kế   được nghiên cứu khoa học, chuẩn hóa, tiết kiệm vật liệu để tiến tới công   nghệ xây dựng nhà ở Việt Nam ngày càng xanh hơn, thân thiện với môi   trường; vẫn còn nhiều mơ ước cải tiến dịch vụ trong một công việc tưởng   chừng đơn giản nhưng hàm chứa bao trách nhiệm: Xây dựng những ngôi nhà   ""Nhiều niềm vui""! Chúng tôi hiểu sự hoàn thiện về nghề và nghiệp làm  nhà  còn rất dài nhưng xứng đáng để hướng tới.Nói   về chuyện thiết kế, ba tập sách của lần xuất bản này chia rõ các thể   loại công việc thiết kế: Nhà biệt thự hay nhà phố, nhà mang phong cách   hiện đại - đương đại, hay phong cách sử dụng các đường nét cổ điển làm   chủ đạo. Càng ngày các thiết kế của Nhà Vui càng dễ đối thoại và gần đến   ý muốn của chủ nhà. Sự tập hợp chuyên biệt các mẫu nhà trong 3 xu  hướng  thiết kế cũng giúp độc giả dễ cảm nhận đâu là ngôi nhà mơ ước của  riêng  mình. Chúng tôi mong muốn trong những lần xuất bản tới, ngôi nhà  của  chính quý vị sẽ thành hình, sẽ viết tiếp, đầy ấn tượng những tập  sách ""Sắc Màu Tổ Ấm"".Mời bạn đón đọc. ",180.0, 21 x 27 cm , 10/2012 , CTCP Truyền Thông Gia Phúc , Nxb Trẻ ,98.0,, Bìa cứng ,
