,tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,công ty phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả,path,phiên bản,thương hiệu,xuất xứ,xuất xứ thương hiệu, khối lượng, kích thước, mã sản phẩm, ngày phát hành, nhà phát hành, nhà xuất bản, số trang, định dạng, ngôn ngữ, tác giả
991,"Luật Phòng, Chống Mua Bán Người Và Văn Bản Hướng Dẫn Thi Hành",https://www.vinabook.com/images/thumbnails/product/240x/46025_52568.jpg,Các bộ luật khác,,"  Thông tin tác giả    Quốc Huy     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả      Luật Phòng, Chống Mua Bán Người Và Văn Bản Hướng Dẫn Thi Hành1. Trong những năm gần đây, mua bán người đã trở thành một vấn nạn, gây bức xúc trong toàn xã hội, không chỉ ở Việt Nam mà trên phạm vi toàn thế giới. Tình hình tội phạm mua bán người nói chung và mua bán phụ nữ, trẻ em nói riêng diễn biến ngày càng phức tạp; tính chất và thủ đoạn hoạt động ngày càng nghiêm trọng, tinh vi, xảo quyệt; nhiều trường hợp có tổ chức chặt chẽ và có tính xuyên quốc gia. Đáng chú ý là đã xuất hiện một số đường dây đưa người sang Trung Quốc bán nội tạng cho các bệnh viện tư, dẫn đến nạn nhân bị tử vong.2. Đảng và Nhà nước ta đã có nhiều nỗ lực trong công tác phòng, chống mua bán người, đặc biệt là mua bán phụ nữ và trẻ em. Điều này thể hiện ở chỗ:Về chính sách, pháp luật, đã có nhiều văn bản quy phạm pháp luật được ban hành nhằm bảo vệ quyền con người nói chung, quyền của phụ nữ và trẻ em nói riêng như: Hiến pháp; Luật Hôn nhân và gia đình; Bộ luật hình sự; Bộ luật Tố tụng hình sự; Luật Bình đẳng giới; Luật Phòng, chống bạo lực gia đình; Pháp lệnh Xử lý vi phạm hành chính; Pháp lệnh Phòng chống mại dâm; Pháp lệnh Xuất cảnh, nhập cảnh góp phần quan trọng vào việc phòng ngừa, ngăn chặn, trừng trị tội phạm mua bán người. Chính phủ cũng đã ban hành một số văn bản liên quan đến các lĩnh vực mà bọn tội phạm có thể lợi dụng để lừa gạt phụ nữ, trẻ em ra nước ngoài bán. Về thi hành pháp luật, trong 5 năm (2004 - 2009), lực lượng Công an, Biên phòng đã điều tra, khám phá 1.292 vụ, bắt 2.257 đối tượng (chiếm khoảng 10 - 15% số vụ việc xảy ra trên thực tế). Viện kiểm sát nhân dân các cấp đã truy tố 742 vụ, với 1.504 bị can. Tòa án nhân dân các cấp xét xử 748 vụ, với 1.367 bị cáo (kể cả án tồn). Ngoài ra, trong những năm qua Nhà nước ta đã tích cực triển khai thực hiện nhiều biện pháp, như: các biện pháp về kinh tế, xã hội; các biện pháp tuyên truyền, giáo dục trong hệ thống nhà trường và trong cộng đồng; biện pháp phục hồi, hỗ trợ nạn nhân hoà nhập cộng đồng, các chương trình quốc gia về xoá đói giảm nghèo, tạo việc làm, phòng chống tội phạm, ",23.000,,,,,,,,,,,,, 110.00 gam , 14.5 x 20.5 cm , 113000052568 , 2013 , 45 Đinh Tiên Hoàng , NXB Hồng Đức , 92 , Bìa mềm ,, Quốc Huy 
992,Hướng Dẫn Mới Nhất Áp Dụng Bộ Luật Hình Sự Luật Thi Hành Án Hình Sự Về Phòng Chống Tội Phạm Và Tệ Nạn Xã Hội (Mới),https://www.vinabook.com/images/thumbnails/product/240x/45945_52488.jpg,Các bộ luật khác,," Hướng Dẫn Mới Nhất Áp Dụng Bộ Luật Hình Sự Luật Thi Hành Án Hình Sự Về Phòng Chống Tội Phạm Và Tệ Nạn Xã Hội (Mới)Bộ luật Hình sự 1999 được xây dựng trên cơ sở kế thừa  và phát huy những chế định pháp luật hình sự Của Bộ luật hình sự năm 1985, cũng như những kinh nghiệm bài học từ thực tiễn đấu tranh phòng ngừa và phòng chống tội phạm trong nhiều thập kỷ qua của quá trình xây dựng và bảo vệ Tổ quốc. Bộ luật sửa đổi, bổ sung số 37/2009/QH12 được thông qua ngày 19/6 năm 2009 nhằm sửa đổi bổ sung cho Bộ luật Hình sự 1999, bắt đầu có hiệu vào ngày 1 tháng 1 năm 2010.Thời gian qua, nhiều văn bản pháp luật mới về lĩnh vực nói trên như: Thông tư 56/2012/TT-BCA ngày 18-9-2012 Quy dịnh chi tiết thi hành một số quy định tại Điều 6 Nghị định số 72/2010/NĐ-CP ngày 08/7/2010 về phòng ngừa đấu tranh chống tội phạm và vi phạm pháo luật khác về môi trường; Thông tư lien tịch 10/2012/ TTLT/BCA--BQP-BTP-BTT &TT- VKSNDTC-TANDDTC ngày 10-9-2012 Hướng dẫn áp dụng  quy định của Bộ luật Hình sự về một số tội phạm  trong lĩnh vực công nghệ thông tin và viễn thông; Nghị định 62/2012/NĐ-CP ngày 13-8-2012 Quy định căn cứ xác định nạn nhân bị mua bán và bảo vệ an toàn cho nạn nhân, người thân thích của họ; Thông tư liên tịch 06/2012/ TTLT/BCA--BQP-BTP-BTT &TT- VKSNDTC-TANDTC ngày 5-5-2012 Hướng dẫn áp dụng một số quy định của Bộ luật Hình sự về tội khủng bố và tội tài trợ khủng bố; Thông tư liên tịch 13/2012/ TTLT/BCA--BQP-BTP-BTT &TT- VKSNDTC-TANDTC ngày 9-10-2012 Hướng dẫn thi hành của một số quy định  của Bộ luật Tố tụng hình sự và Luật thi hành án hình sự về truy nã; Thông tư liên tịch 09/2012/ TTLT/BCA--BQP-BTP-BTT &TT- VKSNDTC-TANDTC ngày 16-8-202 Hướng dẫn việc giảm, miễn thời hạn chấp hành án phạt cải tạo không giam giữ và miễn chấp hành thời hạn cấm cư trú, quản chế còn lại; Thông tư liên tịch 08/2012/ TTLT/BCA--BQP-BTP-BTT &TT- VKSNDTC-TANDTC NGÀY 14-8-2012 Hướng dẫn rút ngắn thời gian thử thách của án treo;",325.000,,,,,,,,,,,,, 990.00 gam , 20 x 28 cm , 113000052488 , 12/2012 , 45 Đinh Tiên Hoàng , Nxb Lao động , 432 , Bìa mềm ,,
993,Cẩm Nang Pháp Luật Cá Nhân & Gia Đình,https://www.vinabook.com/images/thumbnails/product/240x/310870_p83541mbiatruoc.jpg,Các bộ luật khác,,"  Thông tin tác giả    Nguyễn Hữu Phước     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Trong bối cảnh hiện chưa có một quyển sách nào tại Việt Nam thống kê các thủ tục pháp luật cho cá nhân và gia đình đầy đủ và chi tiết như vậy, Quyển sách Cẩm Nang Pháp Luật Cho Cá Nhân & Gia Đình ra đời nhằm giúp cho mọi người không còn mất nhiều thời gian, công sức và tiền bạc cho các công việc đó. Các thông tin cần thiết của hầu hết các vấn đề pháp lý của cá nhân và gia đình đều được liệt kê chi tiết trong quyển sách. Với mong muốn giúp bạn không chỉ hiểu được các vấn đề pháp lý có liên quan đến bản thân mình, gia đình mà còn có thể tự mình thực hiện các thủ tục này, Quyển sách trình bày các bước thực hiện các thủ tục hành chính một cách hệ thống và chi tiết. Nhiều thủ tục đã được tác giả tham khảo không chỉ từ các quy định pháp luật mà cả hướng dẫn thực tế từ các cơ quan Nhà nước nhằm mục đích đảm bảo các thông tin, hướng dẫn trong quyển cẩm nang sát với thực tế nhất.Quyển sách có thể được xem như một tủ thuốc nhằm giải quyết các vấn đề pháp luật tại gia cho mọi gia đình. Mỗi cá nhân và gia đình nên có quyển sách này tại nhà để tham khảo và tra cứu khi cần. Quyển sách này sẽ không chỉ giúp nâng cao sự hiểu biết và tuân thủ pháp luật của người dân, giảm thiểu thời gian, công sức của mọi người mà còn giúp giảm bớt khối lượng công việc tuyên truyền và hướng dẫn tuân thủ pháp luật cho người dân của các cơ quan nhà nước.Mời bạn đón đọc. ",280.000,,,,,,,,,,,,, 946.00 gam , 15.5 x 23 cm , 9786045876947 , 06/2018 , Tác giả Nguyễn Hữu Phước , Nxb Tổng hợp TP.HCM , 632 , Bìa mềm , Tiếng Việt , Nguyễn Hữu Phước 
994,Luật Thủy Lợi,https://www.vinabook.com/images/thumbnails/product/240x/270762_p76977m008.jpg,Các bộ luật khác,," Chương I : NHỮNG QUY ĐỊNH CHUNGĐiều 1. Phạm vi điều chỉnhLuật này quy định về điều tra cơ bản, chiến lược, quy hoạch thủy lợi; đầu tư xây dựng công trình thủy lợi; quản lý, khai thác công trình thủy lợi và vận hành hồ chứa thủy điện phục vụ thủy lợi; dịch vụ thủy lợi; bảo vệ và bảo đảm an toàn công trình thủy lợi; thủy lợi nhỏ, thủy lợi nội đồng; quyền, trách nhiệm của tổ chức, cá nhân trong hoạt động thủy lợi; trách nhiệm quản lý nhà nước về thủy lợi.Điều 2. Giải thích từ ngữTrong Luật này, các từ ngữ dưới đây được hiểu như sau:1. Thủy lợi là tổng hợp các giải pháp nhằm tích trữ, điều hòa, chuyển, phân phối, cấp, tưới, tiêu và thoát nước phục vụ sản xuất nông nghiệp, nuôi trồng thủy sản, sản xuất muối; kết hợp cấp, tiêu, thoát nước cho sinh hoạt và các ngành kinh tế khác; góp phần phòng, chống thiên tai, bảo vệ môi trường, thích ứng với biến đổi khí hậu và bảo đảm an ninh nguồn nước.2. Hoạt động thủy lợi bao gồm điều tra cơ bản, chiến lược, quy hoạch thủy lợi; đầu tư xây dựng công trình thủy lợi; quản lý, khai thác công trình thủy lợi và vận hành hồ chứa thủy điện phục vụ thủy lợi; dịch vụ thủy lợi; bảo vệ và bảo đảm an toàn công trình thủy lợi.3. Công trình thủy lợi là công trình hạ tầng kỹ thuật thủy lợi bao gồm đập, hồ chứa nước, cống, trạm bơm, hệ thống dẫn, chuyển nước, kè, bờ bao thủy lợi và công trình khác phục vụ quản lý, khai thác thủy lợi.4. Thủy lợi nội đồng là công trình kênh, mương, rạch, đường ống dẫn nước tưới, tiêu nước trong phạm vi từ điểm giao nhận sản phẩm, dịch vụ thủy lợi đến khu đất canh tác.5. Công trình thủy lợi đầu mối là công trình thủy lợi ở vị trí khởi đầu của hệ thống tích trữ, điều hòa, chuyển, phân phối, cấp, điều tiết nước hoặc công trình ở vị trí cuối của hệ thống tiêu, thoát nước.6. Hệ thống dẫn, chuyển nước bao gồm kênh, mương, rạch, đường ống, xi phông, tuynel, cầu máng dùng để dẫn, chuyển nước",14.000,,,,,,,,,,,,, 88.00 gam , 13 x 19 cm , 8935211192690 , 07/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 72 , Bìa mềm , Tiếng Việt ,
995,Luật Chuyển Giao Công Nghệ,https://www.vinabook.com/images/thumbnails/product/240x/270699_p76975m019.jpg,Các bộ luật khác,," Chương I : NHỮNG QUY ĐỊNH CHUNGĐiều 1. Phạm vi điều chỉnhLuật này quy định về hoạt động chuyển giao công nghệ tại Việt Nam, từ nước ngoài vào Việt Nam, từ Việt Nam ra nước ngoài; quyền và nghĩa vụ của tổ chức, cá nhân tham gia hoạt động chuyển giao công nghệ; thẩm định công nghệ dự án đầu tư; hợp đồng chuyển giao công nghệ; biện pháp khuyến khích chuyển giao công nghệ, phát triển thị trường khoa học và công nghệ; quản lý nhà nước về chuyển giao công nghệ.Điều 2. Giải thích từ ngữTrong Luật này, các từ ngữ dưới đây được hiểu như sau:1. Bí quyết là thông tin được tích lũy, khám phá trong quá trình nghiên cứu, sản xuất, kinh doanh có ý nghĩa quyết định chất lượng, khả năng cạnh tranh của công nghệ, sản phẩm công nghệ. Bí quyết bao gồm bí quyết kỹ thuật, bí quyết công nghệ.2. Công nghệ là giải pháp, quy trình, bí quyết có kèm hoặc không kèm công cụ, phương tiện dùng để biến đổi nguồn lực thành sản phẩm.3. Công nghệ tiên tiến là công nghệ có trình độ công nghệ cao hơn trình độ công nghệ cùng loại hiện có tại Việt Nam, đã được ứng dụng trong thực tiễn, nâng cao năng suất, chất lượng sản phẩm vượt trội và thân thiện với môi trường.4. Công nghệ mới là công nghệ lần đầu tiên được tạo ra hoặc ứng dụng tại Việt Nam hoặc trên thế giới, có trình độ cao hơn trình độ công nghệ cùng loại hiện có tại Việt Nam, thân thiện với môi trường, có tính ứng dụng trong thực tiễn và khả năng nâng cao năng suất, chất lượng sản phẩm.5. Công nghệ sạch là công nghệ phát thải ở mức thấp chất gây ô nhiễm môi trường theo quy định của pháp luật về tiêu chuẩn và quy chuẩn kỹ thuật, sử dụng ít tài nguyên không tái tạo hơn so với công nghệ hiện có.6. Công nghệ cao là công nghệ có hàm lượng cao về nghiên cứu khoa học và phát triển công nghệ; được tích hợp từ thành tựu khoa học và công nghệ hiện đại; tạo ra sản phẩm có chất lượng, tính năng vượt trội, giá trị gia tăng cao, thân thiện với môi trường; có vai trò quan trọng đối với việc hình thành ngành sản xuất, dịch vụ mới hoặc hiện đại hóa ngành sản xuất, dịch vụ hiện có.7. Chuyển giao công nghệ là chuyển nhượng quyền sở hữu công nghệ hoặc chuyển giao quyền sử dụng công nghệ từ bên có quyền chuyển giao công nghệ sang bên nhận công nghệ.8. Chuyển giao công nghệ trong nước là việc chuyển giao công nghệ được thực hiện trong lãnh thổ Việt Nam.9. Chuyển giao công nghệ từ nước ngoài vào Việt Nam là việc chuyển giao công nghệ qua biên giới vào lãnh thổ Việt Nam.10. Chuyển giao công nghệ từ Việt Nam ra nước ngoài là việc chuyển giao công nghệ từ lãnh thổ Việt Nam qua biên giới ra nước ngoài.11. Thương mại hóa kết quả nghiên cứu khoa học và phát triển công nghệ là hoạt động khai thác, hoàn thiện, ứng dụng, chuyển giao, hoạt động khác có liên quan đến kết quả nghiên cứu khoa học và phát triển công nghệ nhằm mục đích thu lợi nhuận.12. Ươm tạo công nghệ là quá trình nhằm tạo ra, hoàn thiện, thương mại hóa công nghệ từ ý tưởng công nghệ, kết quả nghiên cứu khoa học và phát triển công nghệ hoặc từ công nghệ chưa hoàn thiện thông qua các hoạt động trợ giúp về hạ tầng kỹ thuật, nguồn lực và dịch vụ cần thiết.13. Ươm tạo doanh nghiệp khoa học và công nghệ là quá trình hình thành, phát triển doanh nghiệp khoa học và công nghệ thông qua các hoạt động trợ giúp về hạ tầng kỹ thuật, nguồn lực và dịch vụ cần thiết.14. Cơ sở ươm tạo công nghệ, ươm tạo doanh nghiệp khoa học và công nghệ là cơ sở cung cấp các điều kiện theo quy định của pháp luật về hạ tầng kỹ thuật, nguồn lực và dịch vụ cần thiết phục vụ việc ươm tạo công nghệ, ươm tạo doanh nghiệp khoa học và công nghệ.15. Đổi mới công nghệ là hoạt động thay thế một phần hoặc toàn bộ công nghệ đang sử dụng bằng một phần hoặc toàn bộ công nghệ khác nhằm nâng cao năng suất, chất lượng và khả năng cạnh tranh của sản phẩm.16. Giải mã công nghệ là quá trình tìm nguyên lý công nghệ thông qua nghiên cứu, phân tích cấu trúc, thiết kế, chức năng và hoạt động của một thiết bị, đối tượng, hệ thống cần giải mã nhằm bảo trì, khai thác, cải tiến hoặc tạo ra thiết bị, đối tượng, hệ thống mới có tính năng tương đương hoặc đáp ứng yêu cầu về tiêu chuẩn, quy chuẩn kỹ thuật quốc gia.17. Đánh giá công nghệ là hoạt động xác định trình độ, hiệu quả kinh tế, tác động của công nghệ đến môi trường, kinh tế - xã hội.18. Thẩm định giá công nghệ là việc cơ quan, tổ chức có chức năng thẩm định giá công nghệ xác định giá trị bằng tiền của công nghệ phù hợp với giá thị trường tại một địa điểm, thời điểm nhất định, phục vụ cho mục đích nhất định theo tiêu chuẩn thẩm định giá.19. Giám định công nghệ là hoạt động xác định các chỉ tiêu của công nghệ đạt được trong quá trình ứng dụng so với các chỉ tiêu đã được các bên thỏa thuận.20. Môi giới chuyển giao công nghệ là hoạt động hỗ trợ tìm kiếm đối tác để thực hiện chuyển giao công nghệ.21. Tư vấn chuyển giao công nghệ là hoạt động hỗ trợ lựa chọn, ứng dụng công nghệ; khai thác thông tin công nghệ, thông tin sáng chế, kết quả nghiên cứu khoa học và phát triển công nghệ; đàm phán, ký kết và thực hiện chuyển giao công nghệ.22. Xúc tiến chuyển giao công nghệ là hoạt động thúc đẩy cơ hội chuyển giao công nghệ; cung ứng dịch vụ quảng cáo, trưng bày, giới thiệu công nghệ; tổ chức chợ, hội chợ, triển lãm công nghệ, điểm kết nối cung cầu công nghệ, trung tâm giao dịch công nghệ",14.000,,,,,,,,,,,,, 88.00 gam , 13 x 19 cm , 8935211192713 , 07/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 72 , Bìa mềm , Tiếng Việt ,
996,Luật Trợ Giúp Pháp Lý,https://www.vinabook.com/images/thumbnails/product/240x/270717_p76974m026.jpg,Các bộ luật khác,," Chương I : NHỮNG QUY ĐỊNH CHUNGĐiều 1. Phạm vi điều chỉnhLuật này quy định về người được trợ giúp pháp lý; tổ chức thực hiện trợ giúp pháp lý; người thực hiện trợ giúp pháp lý; hoạt động trợ giúp pháp lý; trách nhiệm của cơ quan, tổ chức, cá nhân đối với hoạt động trợ giúp pháp lý.Điều 2. Trợ giúp pháp lýTrợ giúp pháp lý là việc cung cấp dịch vụ pháp lý miễn phí cho người được trợ giúp pháp lý trong vụ việc trợ giúp pháp lý theo quy định của Luật này, góp phần bảo đảm quyền con người, quyền công dân trong tiếp cận công lý và bình đẳng trước pháp luật.Điều 3. Nguyên tắc hoạt động trợ giúp pháp lý1. Tuân thủ pháp luật và quy tắc nghề nghiệp trợ giúp pháp lý.2. Kịp thời, độc lập, trung thực, tôn trọng sự thật khách quan.3. Bảo vệ tốt nhất quyền, lợi ích hợp pháp của người được trợ giúp pháp lý.4. Không thu tiền, lợi ích vật chất hoặc lợi ích khác từ người được trợ giúp pháp lý.Điều 4. Chính sách của Nhà nước về trợ giúp pháp lý1. Trợ giúp pháp lý là trách nhiệm của Nhà nước.2. Nhà nước có chính sách để bảo đảm quyền được trợ giúp pháp lý phù hợp với điều kiện kinh tế - xã hội.3. Nhà nước có chính sách nâng cao chất lượng trợ giúp pháp lý, thu hút các nguồn lực thực hiện trợ giúp pháp lý.4. Nhà nước hỗ trợ, khuyến khích, ghi nhận và tôn vinh các cơ quan, tổ chức, cá nhân tham gia, đóng góp cho hoạt động trợ giúp pháp lý.Điều 5. Nguồn tài chính cho công tác trợ giúp pháp lý1. Nguồn tài chính cho công tác trợ giúp pháp lý bao gồm nguồn ngân sách nhà nước; đóng góp, tài trợ của tổ chức, cá nhân trong nước, ngoài nước và các nguồn hợp pháp khác.2. Kinh phí ngân sách nhà nước được bố trí trong dự toán ngân sách nhà nước hằng năm của cơ quan thực hiện quản lý nhà nước về trợ giúp pháp lý theo quy định của pháp luật về ngân sách nhà nước.Đối với địa phương chưa tự cân đối được ngân sách, ưu tiên bố trí ngân sách từ số bổ sung cân đối ngân sách hằng năm để hỗ trợ cho việc thực hiện vụ việc trợ giúp pháp lý phức tạp, điển hình.3. Kinh phí cho hoạt động trợ giúp pháp lý của tổ chức tự nguyện thực hiện do tổ chức đó tự bảo đảm",12.000,,,,,,,,,,,,, 44.00 gam , 13 x 19 cm , 8935211192638 , 08/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 48 , Bìa mềm , Tiếng Việt ,
997,Luật Đường Sắt,https://www.vinabook.com/images/thumbnails/product/240x/270735_p76973m032.jpg,Các bộ luật khác,," Chương I : NHỮNG QUY ĐỊNH CHUNGĐiều 1. Phạm vi điều chỉnhLuật này quy định về quy hoạch, đầu tư, xây dựng, bảo vệ, quản lý, bảo trì và phát triển kết cấu hạ tầng đường sắt; công nghiệp đường sắt, phương tiện giao thông đường sắt; tín hiệu, quy tắc giao thông và bảo đảm trật tự, an toàn giao thông đường sắt; kinh doanh đường sắt; quyền và nghĩa vụ của tổ chức, cá nhân có liên quan đến hoạt động đường sắt; quản lý nhà nước về hoạt động đường sắt.Điều 2. Đối tượng áp dụngLuật này áp dụng đối với tổ chức, cá nhân trong nước và nước ngoài có liên quan đến hoạt động đường sắt trên lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam.Điều 3. Giải thích từ ngữTrong Luật này, các từ ngữ dưới đây được hiểu như sau:1. Cầu chung là cầu có mặt cầu dùng chung cho phương tiện giao thông đường sắt và phương tiện giao thông đường bộ.2. Chạy tàu là hoạt động để điều khiển sự di chuyển của phương tiện giao thông đường sắt.3. Chứng vật chạy tàu là bằng chứng cho phép phương tiện giao thông đường sắt được chạy vào khu gian và được thể hiện bằng tín hiệu đèn màu, tín hiệu cánh, thẻ đường, giấy phép, phiếu đường",16.000,,,,,,,,,,,,, 88.00 gam , 13 x 19 cm , 8935211192805 , 07/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 88 , Bìa mềm , Tiếng Việt ,
998,Luật Cảnh Vệ,https://www.vinabook.com/images/thumbnails/product/240x/270744_p76972m038.jpg,Các bộ luật khác,," Chương I : NHỮNG QUY ĐỊNH CHUNGĐiều 1. Phạm vi điều chỉnhLuật này quy định về đối tượng cảnh vệ, nguyên tắc, công tác cảnh vệ; biện pháp, chế độ cảnh vệ; nhiệm vụ, quyền hạn, trách nhiệm của lực lượng Cảnh vệ; trách nhiệm của cơ quan, tổ chức, cá nhân đối với công tác cảnh vệ; chế độ, chính sách đối với lực lượng Cảnh vệ và cơ quan, tổ chức, cá nhân liên quan đến công tác cảnh vệ.Điều 2. Đối tượng áp dụngLuật này áp dụng đối với đối tượng cảnh vệ, lực lượng Cảnh vệ, cơ quan, tổ chức, công dân Việt Nam và tổ chức, cá nhân nước ngoài cư trú, hoạt động trên lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam liên quan đến hoạt động cảnh vệ.Điều 3. Giải thích từ ngữTrong Luật này, các từ ngữ dưới đây được hiểu như sau:1. Cảnh vệ là công tác bảo vệ đặc biệt do Nhà nước tổ chức thực hiện để bảo đảm an toàn tuyệt đối cho đối tượng cảnh vệ.2. Công tác cảnh vệ là thực hiện các biện pháp cảnh vệ để bảo đảm an toàn tuyệt đối cho đối tượng cảnh vệ.3. Biện pháp cảnh vệ là phương pháp, cách thức mà lực lượng Cảnh vệ được áp dụng để phòng ngừa, phát hiện, ngăn chặn hành vi của con người và các yếu tố khác xâm hại đến sự an toàn của đối tượng cảnh vệ.4. Đối tượng cảnh vệ là người giữ chức vụ, chức danh cấp cao của Đảng Cộng sản Việt Nam, Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam; khách quốc tế đến thăm, làm việc tại Việt Nam; khu vực trọng yếu; sự kiện đặc biệt quan trọng được áp dụng các biện pháp, chế độ cảnh vệ theo quy định của Luật này.5. Bảo vệ tiếp cận là biện pháp cảnh vệ do sĩ quan cảnh vệ đảm nhiệm, được tiến hành thường xuyên, trực tiếp nhằm bảo đảm an toàn tuyệt đối trong mọi tình huống cho đối tượng cảnh vệ được quy định tại khoản 1 và khoản 2 Điều 10 của Luật này.6. Cán bộ, chiến sĩ cảnh vệ bao gồm: sĩ quan, hạ sĩ quan, chiến sĩ cảnh vệ thuộc Bộ Công an; sĩ quan, quân nhân chuyên nghiệp, hạ sĩ quan, binh sĩ cảnh vệ thuộc Bộ Quốc phòng.Điều 4. Vị trí, chức năng của lực lượng Cảnh vệ",10.000,,,,,,,,,,,,, 44.00 gam , 13 x 19 cm , 8935211192805 , 07/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 36 , Bìa mềm , Tiếng Việt ,
999,"Luật Quản Lý, Sử Dụng Vũ Khí, Vật Liệu Nổ Và Công Cụ Hỗ Trợ",https://www.vinabook.com/images/thumbnails/product/240x/270753_p76971m044.jpg,Các bộ luật khác,," Chương I : NHỮNG QUY ĐỊNH CHUNGĐiều 1. Phạm vi điều chỉnhLuật này quy định về quản lý, sử dụng vũ khí, vật liệu nổ, tiền chất thuốc nổ, công cụ hỗ trợ; nguyên tắc, trách nhiệm của cơ quan, tổ chức, cá nhân trong quản lý, sử dụng vũ khí, vật liệu nổ, tiền chất thuốc nổ, công cụ hỗ trợ nhằm bảo vệ an ninh quốc gia, bảo đảm trật tự, an toàn xã hội, bảo vệ quyền con người, quyền công dân và phục vụ phát triển kinh tế - xã hội.Điều 2. Đối tượng áp dụngLuật này áp dụng đối với cơ quan, tổ chức, cá nhân liên quan đến quản lý, sử dụng vũ khí, vật liệu nổ, tiền chất thuốc nổ, công cụ hỗ trợ.Điều 3. Giải thích từ ngữTrong Luật này, các từ ngữ dưới đây được hiểu như sau:1. Vũ khí là thiết bị, phương tiện hoặc tổ hợp những phương tiện được chế tạo, sản xuất có khả năng gây sát thương, nguy hại cho tính mạng, sức khỏe của con người, phá hủy kết cấu vật chất, bao gồm: vũ khí quân dụng, súng săn, vũ khí thô sơ, vũ khí thể thao và vũ khí khác có tính năng, tác dụng tương tự.2. Vũ khí quân dụng là vũ khí được chế tạo, sản xuất bảo đảm tiêu chuẩn kỹ thuật, thiết kế của nhà sản xuất hợp pháp, được trang bị cho lực lượng vũ trang nhân dân và các lực lượng khác theo quy định của Luật này để thi hành công vụ, bao gồm:a) Súng cầm tay bao gồm: súng ngắn, súng trường, súng tiểu liên, súng trung liên, súng chống tăng, súng phóng lựu;b) Vũ khí hạng nhẹ bao gồm: súng đại liên, súng cối, súng ĐKZ, súng máy phòng không, tên lửa chống tăng cá nhân;c) Vũ khí hạng nặng bao gồm: máy bay chiến đấu, trực thăng vũ trang, xe tăng, xe thiết giáp, tàu chiến, tàu ngầm, pháo mặt đất, pháo phòng không, tên lửa;d) Bom, mìn, lựu đạn, ngư lôi, thủy lôi; đạn sử dụng cho các loại vũ khí quy định tại các điểm a, b và c khoản này.3. Súng săn là súng được chế tạo, sản xuất thủ công hoặc công nghiệp, được sử dụng để săn bắn, bao gồm: súng kíp, súng hơi và đạn sử dụng cho các loại súng này",19.000,,,,,,,,,,,,, 110.00 gam , 13 x 19 cm , 8935211192775 , 07/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 120 , Bìa mềm , Tiếng Việt ,
1000,"Luật Quản Lý, Sử Dụng Tài Sản Công",https://www.vinabook.com/images/thumbnails/product/240x/270641_p76970m002.jpg,Các bộ luật khác,," Mục lục : - Chương I : Những quy định chung.+ Điều 1 : Phạm vi điều chỉnh.+ Điều 2 : Đối tượng áp dụng.+ Điều 3 : Giải thích từ ngữ.+ Điều 4 : Phân loại tài sản công.+ Điều 5 : Chính sách của nhà nước về quản lý, sử dụng tài sản công.+ Điều 6 : Nguyên tắc quản lý, sử dụng tài sản công.+ Điều 7 : Hình thức khai thác nguồn lực tài chính từ tài sản công.+ Điều 8 : Công khai tài sản công.+ Điều 9 : Giám sát của cộng đồng đối với tài sản công.+ Điều 10 : Các hành vi bị nghiêm cấm trong quản lý, sử dụng tài sản công",21.000,,,,,,,,,,,,, 132.00 gam , 13 x 19 cm , 8935211192751 , 07/2017 , NXB Chính Trị Quốc Gia , NXB Chính Trị Quốc Gia , 136 , Bìa mềm , Tiếng Việt ,
